# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4063] INDIANOLA-2-SSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia4063   BASE TEMP=24
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   3    25  84          10    31 304          220
   1952   4    10 101          10     6 280          179
   1953   4    18 108          11     5 309          201
   1954   4     4  94          10    31 304          210
   1955   3    28  87          11     3 307          220
   1956   3    29  89          11    10 315          226
   1957   4    14 104          10    25 298          194
   1958   4    29 119          11    26 330          211
   1959   3    22  81          11     5 309          228
   1960   4    10 101          10    20 294          193
   1961   4    16 106          11     3 307          201
   1962   4    15 105          11     5 309          204
   1963   3    22  81          11     2 306          225
   1964   3    30  90          11    20 325          235
   1965   3    30  89          10    28 301          212
   1966   4    21 111          10    17 290          179
   1967   4    24 114          10    11 284          170
   1968   4     5  96          10    25 299          203
   1969   3    31  90          10    27 300          210
   1970   4     4  94          10    16 289          195
   1971   4    10 100          11     6 310          210
   1972   4     8  99          10    19 293          194
   1973   4    13 103          11     5 309          206
   1974   3    25  84          10     2 275          191
   1975   4     4  94          11    14 318          224
   1976   3    22  82          10     8 282          200
   1977   4     6  96          11    10 314          218
   1978   3    27  86          11     7 311          225
   1979   4     6  96          10    13 286          190
   1980   3    22  82          10    26 300          218
   1981   4     6  96          10     8 281          185
   1982   4    21 111          11     4 308          197
   1983   4    19 109          11    17 321          212
   1984   3    23  83          10    29 303          220
   1985   4     9  99          11     4 308          209
   1986   3    21  80          11    10 314          234
   1987   4     4  94          10    11 284          190
   1988   3    30  90          10    28 302          212
   1989   4    10 100          11    15 319          219
   1990   4    12 102          11     7 311          209
   1991   3    30  89          10    19 292          203
   1992   4     2  93          10    17 291          198
   1993   4     2  92          10    31 304          212
   1994   4     3  93          10    26 299          206
   1995   4     5  95          11     3 307          212
   1996   4     9 100          11     1 306          206
   1997   4    15 105          10    27 300          195
   1998   3    24  83          11     6 310          227
   1999   3    25  84          10    24 297          213
   2000   4    12 103          10     7 281          178
   2001   4     1  91          10    27 300          209
   2002   4     5  95          10    20 293          198
   2003   4    10 100          11     6 310          210
   2004   4    11 102          11    12 317          215
             MEAN= 95              MEAN=302     MEAN=207
