# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1635] CLINTON-1
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia1635
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  1.08  2.48  4.18  2.65  5.47  8.25  5.20  5.18  3.08  3.99  3.40  1.88 46.84
 1952  1.89  0.65  4.48  1.22  2.35  3.25  4.46  2.95  0.94  0.00  4.76  2.48 29.43
 1953  1.33  2.69  3.52  2.08  3.18  4.86  4.84  1.81  1.81  1.27  1.66  2.57 31.62
 1954  0.62  1.49  2.56  3.00  3.65  3.31  1.95  9.06  2.38  6.00  0.76  2.58 37.36
 1955  1.58  1.66  2.08  4.43  2.57  3.67  1.81  3.07  2.78  3.70  0.21  0.97 28.53
 1956  0.42  1.05  0.78  3.67  5.38  1.43  2.67  7.49  0.47  0.59  3.48  1.06 28.49
 1957  1.42  1.33  2.16  2.46  5.34  2.12  2.92  6.79  1.15  1.89  2.43  4.95 34.96
 1958  1.65  0.81  0.39  2.62  2.35  4.88  3.93  2.43  2.17  2.77  2.77  0.79 27.56
 1959  1.66  1.73  3.73  4.20  3.67  3.25  3.31  3.10  5.87  5.38  1.91  2.23 40.04
 1960  4.92  2.43  1.55  5.45  4.30  5.54  2.92  5.93  3.16  5.26  1.26  0.35 43.07
 1961  0.51  1.15  4.12  1.99  2.24  2.70  8.60  9.07 11.70  4.70  4.27  1.54 52.59
 1962  1.79  1.48  1.94  2.03  5.15  1.38  4.73  1.19  2.55  2.34  0.81  0.69 26.08
 1963  0.88  0.31  3.04  3.27  1.21  1.56  7.26  3.64  1.89  0.30  1.93  0.74 26.03
 1964  0.56  0.74  3.15  7.00  2.65  7.68  5.91  2.97  2.55  0.00  2.07  1.19 36.47
 1965  3.50  0.90  2.94  5.96  2.78  2.55  4.91  6.43  7.09  2.06  2.61  3.51 45.24
 1966  1.83  0.81  0.98  3.80  6.03  4.43  0.86  1.60  1.39  2.88  1.57  2.45 28.63
 1967  1.21  1.09  2.65  5.01  1.78  2.99  2.77  8.87  2.45  5.22  2.45  1.25 37.74
 1968  0.79  0.16  1.37  3.41  3.07  3.84  3.49  1.82  6.93  1.35  2.59  2.24 31.06
 1969  2.65  0.15  1.18  3.22  4.91  7.54  7.08  1.33  1.26  3.11  0.49  1.18 34.10
 1970  0.72  0.47  1.45  2.91  6.24  5.01  4.15  2.93 10.52  2.28  1.17  1.66 39.51
 1971  1.81  2.81  1.44  2.47  2.10  5.74  2.60  1.04  3.47  1.99  2.57  4.36 32.40
 1972  0.83  1.06  3.19  6.45  4.07  4.28  4.69  6.96  4.22  3.61  2.16  1.95 43.47
 1973  2.03  1.54  5.70  7.44  7.21  8.66  4.50  1.27  6.17  2.84  1.32  3.41 52.09
 1974  3.29  1.87  2.38  4.52  8.64  7.18  1.37  3.89  0.79  2.68  2.67  1.71 40.99
 1975  1.32  2.10  3.39  3.60  1.64  4.27  1.59  3.21  1.69  0.61  4.19  1.13 28.74
 1976  0.76  1.23  6.56  3.28  3.41  3.38  2.49  2.09  1.13  2.70  0.43  0.34 27.80
 1977  0.94  0.77  5.57  2.67  2.33  3.60  2.92  8.00  3.32  5.29  2.20  1.85 39.46
 1978  1.05  0.76  0.45  3.67  5.23  3.64  3.84  1.17  3.13  1.32  3.29  3.87 31.42
 1979  3.24  1.06  2.88  2.92  3.06  2.35  4.28 10.31  0.12  3.49  1.52  2.21 37.44
 1980  1.05  1.25  0.60  2.13  2.56  4.61  3.22  8.17  3.60  0.78  0.63  2.07 30.67
 1981  0.08  2.30  0.58  4.58  1.37  3.82  3.95  8.27  4.71  4.52  2.03  0.72 36.93
 1982  1.40  0.26  2.29  2.11  5.79  3.39  5.84  1.54  1.72  5.72  2.37  3.87 36.30
 1983  0.50  0.87  1.93  3.31  3.18  2.58  3.47  2.85  4.10  1.74  3.85  1.85 30.23
