# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7312] SAC-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia7312
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  30   3  48   1  39   3  45   6  40   5  35   7  31  10  41  12  44   7  47   3  42   4  34   3
  2  29   2  48   3  42   2  44   6  46   6  38   4  33   7  32  10  42   8  46   7  39   4  35   3
  3  41   3  44   4  38   3  64   3  39   5  45   6  34  10  33   5  41  11  40   3  36   4  33   6
  4  30   4  39   4  40   3  51   6  44   6  40   9  36   6  34  11  39  11  42   5  42   5  35   2
  5  35   2  41   4  40   5  46   3  45   4  43   6  35  13  32   6  39   8  38   7  39   3  34   3
  6  35   2  40   3  43   6  47   7  40   6  39   6  33  12  31   7  37   9  45   6  36   1  33   4
  7  34   4  36   3  42   4  43   6  43   3  42   9  33   9  35   4  41   9  41   6  40   5  35   3
  8  37   3  41   4  43   3  48   4  47   6  38   8  38  13  37   7  47  10  42   4  42   4  38   2
  9  31   5  42   3  42   2  48   4  43   6  40   5  35  11  32  11  40   6  42   5  35   5  34   5
 10  36   4  34   3  35   3  45   5  47  10  40   9  40  10  41  12  45  11  43   5  38   4  38   2
 11  39   1  45   4  40   2  40   2  39   4  35   7  37   8  42  12  41   5  49   6  40   4  42   5
 12  30   1  41   4  40   3  44   4  43   6  39   5  30   5  36   6  44   8  45   8  43   3  41   3
 13  36   1  44   5  37   4  44   7  42   7  40  13  39  12  35   6  39   7  45   6  33   4  41   4
 14  43   3  35   5  38   5  40   4  40   5  34   8  34   9  40   8  39   5  42  11  37   7  32   1
 15  43   3  34   2  46   4  46   3  42   8  35   7  32   8  36  12  43   2  40   4  36   3  43   3
 16  39   6  40   2  38   2  41   5  45   3  35   8  32  12  38   6  45   7  37   3  40   5  51   7
 17  30   5  38   2  40   3  48   4  40   6  38   8  38  10  36  10  42   8  37   6  37   3  29   3
 18  47   6  40   3  37   2  43   6  40   6  43   7  32  12  35   9  44   7  41   6  38   3  40   4
 19  36   5  36   4  40   2  50   4  40   3  37  11  32  11  33   9  38   7  47   2  42   3  40   6
 20  45   2  38   2  34   6  42   5  39  10  36   8  29  11  38   5  43   5  49   6  37   3  32   4
 21  36   2  49   4  40   6  44   4  38   9  37   9  35   4  36   8  39   6  42   3  44   4  43   5
 22  41   2  42   3  40   4  41   3  37   4  36   9  35   8  39   9  49   8  46   6  40   4  39   4
 23  36   2  39   5  49   3  51   7  42  10  38   8  36   7  42   9  45   6  42   3  34   3  34   4
 24  38   4  45   4  50   4  40   9  39   9  39   8  38   8  34   5  42   6  43   6  33   5  45   4
 25  44   2  39   3  42   2  41   8  45   4  34  12  38  13  38   9  39   7  43   7  40   3  33   2
 26  39   3  38   4  44   4  48  10  34   7  32   7  38   8  36   3  39   7  47   6  30   4  43   3
 27  38   3  34   4  46   5  42   7  37   6  36   6  36  12  37   7  41   8  43   7  37   3  36   6
 28  39   5  37   4  45   4  40   4  36   6  37   6  36   6  40   6  43   6  44   3  38   3  40   2
 29  39   5  34   5  47   5  47   8  36   3  39  13  34  13  44   7  45   7  40   5  32   3  45   3
 30  34   2  **  **  50   6  47   4  38   5  32   6  35   9  34   6  49   6  42   7  35   3  32   2
 31  40   6  **  **  49   2  **  **  35  11  **  **  37  10  34   6  **  **  44   3  **  **  35   2
