# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7708] SIOUX-CITY-WSO-AP
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia7708
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  34   1  35   5  41   4  51   3  44   5  37   8  34  11  35   9  35   8  46   5  40   4  45   1
  2  37   5  45   4  40   4  61   6  42   5  42   4  31  12  31   8  45  10  40   3  42   5  38   5
  3  41   4  38   2  41   4  50   5  42   4  41   6  40   4  34  11  37   8  42   6  42   2  37   4
  4  34   4  42   3  49   3  47   3  48   5  39   7  32   9  31   9  38   5  44   5  44   3  49   6
  5  44   5  39   4  44   4  50   5  51   5  46  10  34   9  32   9  41   7  47   5  45   2  44   3
  6  41   4  43   2  40   4  44   7  38   6  37   6  34   8  33   6  40   6  42   4  49   4  44   3
  7  45   2  45   3  37   1  48   4  44   5  36   9  32  12  33   6  45   6  46   5  46   3  50   3
  8  42   4  50   3  42   3  47   2  39   5  38   5  29  13  33   6  48   9  45   2  42   5  38   4
  9  44   6  42   3  42   4  44   6  41   8  38   8  35  11  33   2  41   6  40   4  48   4  39   1
 10  41   6  45   1  42   4  50   3  50   4  38   9  34   9  31   9  43   6  52   5  38   2  42   2
 11  42   5  45   4  37   2  43   4  39   6  37   7  37   5  33   7  38   6  44   6  46   3  45   2
 12  51   3  45   3  44   3  43   6  43   3  36   8  35   6  35  10  41   4  40   7  42   3  35   5
 13  36   3  41   5  45   2  45   3  47   4  42   9  32  11  33   6  42   4  44  11  43   4  37   5
 14  37   6  39   4  53   5  47   5  40   4  35   8  31   7  37   8  37   5  41   7  37   8  48   4
 15  37   2  43   3  45   2  47   4  45   4  34  10  31  10  36   7  40   7  43   5  42   3  40   4
 16  42   6  39   2  47   3  49   3  58   4  40  10  33  12  36  12  46   7  43   6  40   2  39   4
 17  46   4  38   2  39   2  49   6  41   3  42   5  33  11  34   8  45   8  41   7  41   4  39   2
 18  40   8  45   4  41   2  48   5  40   5  39  10  32   9  31  11  43   4  50   6  38   4  39   4
 19  45   3  46   2  41   2  43   6  40  10  36   8  31   9  30   7  42   5  48   2  51   2  38   5
 20  47   2  44   3  44   5  47   6  42   6  37   8  31   6  35   7  40   3  52   5  44   4  40   4
 21  45   2  54   2  44   4  50   3  39   8  35   9  35   9  34   7  41   3  44   4  43   5  34   6
 22  40   5  45   5  47   3  44   4  39   5  39   6  36   5  45   7  45   4  45   3  40   2  35   3
 23  38   4  35   4  44   6  46  11  43   6  43   8  33   9  36   6  45   5  40   3  34   5  41   6
 24  48   2  44   2  49   2  42   3  39   5  34  11  38  10  38   6  43   7  44   4  45   5  42   2
 25  42   2  41   3  39   2  41   8  40   2  38   6  36   7  40   4  45   4  47   6  44   5  37   5
 26  49   3  39   3  53   2  40   5  35   7  35  10  33  11  37   7  46   5  45   6  41   5  37   4
 27  42   5  34   3  49   5  48   2  38   3  37   7  36   4  36   6  48   8  49   6  41   2  36   5
 28  35   6  42   3  47   6  47   6  37   2  39   4  41   9  35   6  43   6  40   3  41   3  39   3
 29  37   3  42   8  49   3  48   3  38   2  33  10  38  10  46   6  40   4  45   3  46   5  40   3
 30  42   3  **  **  48   3  49   4  34   3  36   7  37   8  40   6  47   9  41   4  39   4  42   2
 31  44   4  **  **  51   5  **  **  35   4  **  **  39   8  34  10  **  **  43   3  **  **  37   4
