# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3487] GRUNDY-CENTER
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     3   7  11  14  10  12   9  14   7  11   4   6 108
1952     8   3  11   6  11   9   9   9   3   1   5   4  79
1953     7   7   9  11   6  11   9   4   3   4   4   5  80
1954     3   5  10  12   8  12   4  13   8   9   3   6  93
1955     6   5   3   9  10   7   7   5   8   4   4   5  73
1956     3   1   6   7  11   7   6  13   4   5   6   3  72
1957     3   4   4   9  14  11   8  11   7   4   7   2  84
1958     3   1   4   7   7  12  13   4   5   1   4   1  62
1959     5   4   8   9  12   7   3  11   9   9   6   8  91
1960     6   7  10  10  13  13   4  10  10   5   5   3  96
1961     3   6  12  10   7   5  13   5  10   5   5   0  81
1962     3   6   4  11  13   5   9   5   5   8   0   1  70
1963     1   2   6   8   9   5   6   6   7   3   5   4  62
1964     2   2   6  10   9   9   7   6   9   2   5   4  71
1965     3   4   9  11  11  11   6  12  15   3   2   6  93
1966     4   2   6   7   8  11   5   2   3   3   3   4  58
1967     4   3   5   6   6  16   9   7   6   9   4   7  82
1968     5   2   6  11   9  12   7  10  18   8   0  11  99
1969    10   4   8   9  14  17  16   5  10  11   6   7 117
1970     7   4   9   9  14   9  11  10  12  11   9   5 110
1971     3  11   6   7  13  12  10   4   6  11  10   6  99
1972     4   7   9  16  13   9  14  12  11   8   8   6 117
1973     5   6  12  10  15   9  12   7  16   6   7   8 113
1974    10   3  10   9  18   9   5  12   8  10   8   8 110
1975    10   9   8  13  11  17   5  13   4   4  12   2 108
1976     2   5   9   8  11   9   9   5   7   6   0   4  75
1977     8   4   9   9  10   9  13  17  11  10  11   9 120
1978     7   6   6  12   9  11  15   5   7   8   8   9 103
1979    11   5  11  11  11  11   8  11   4   7   8   1  99
1980     8   5   5   7  10  10  11  15  14   6   2   6  99
1981     4   9   4  14   8  10  11  10   7  10  10   8 105
1982    16   6  14  10  21  10  15   7  12  10  11   8 140
1983     6   6  13  11  19  11   9   9   7  15  16  11 133
1984     5   4  12  14  17  16  12   4  12  17   8  10 131
1985     9   7   8   9  11   8   7  13   9  14  15   7 117
1986     6   7   4  13  18  11  11   8  18  11   7   6 120
1987     6   1  11  11   9   8   8  15  11   5  10  12 107
1988     6   4   5  10   4   9   7   7   9   7  13   4  85
1989     7   8   7  10   9   9   9   9   9   8   5   6  96
1990     4   3  11  10  13  14  12  10   5   6   6   8 102
1991     7   3  11  12  15   7   5   8   9   8  13   8 106
1992     7   9  11  12   6   5  19   9  10   4  10  13 115
1993     8   8  10  12  16  12  16  15  11   6   4   7 125
1994     8   5   1   8   7  12   9   9  11   7   5   6  88
1995     5   2  10  12  10  12   9  10   9  12   6   2  99
1996     8   3   7   5  16  13   8   6   6   7  14   5  98
1997    10   8   6   8  10  10   6   7   8   6   4   9  92
1998     6  10  15  14   9  18   6  13   7  13   5   4 120
1999    10   5   5  14  15  11  11   8   6   3   4   8 100
2000     5   7   8   7  15  17  11   7   5   9   8  13 112
2001    14  10   4  16  16  11   8   9   7   8   6   7 116
2002     3   6   8  15  12  10   7  12   6  18   3   4 104
2003     6   6   8  11  10   9  10   7   5   5   9   9  95
2004     8   9  15   5  16  15  11  11   6  12  12   7 127
2005    12  10   7  14  13  14   9   0   0   0   0   0  79
STDDEV   3   3   3   3   4   3   3   4   4   4   4   3  19
AVG      6   5   8  10  12  11   9   9   8   8   7   6  99
