# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3007] FORT-MADISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        3.38   0.31   63(68)   13(14)   11(12)    5( 5)    1( 1)    0       93
  2 3/8-->3/14       3.18   0.33   51(59)   20(23)    9(10)    6( 7)    1( 1)    0       87
  3 3/15-->3/21      1.90   0.27   73(70)   17(16)   12(11)    3( 3)    0( 0)    0      105
  4 3/22-->3/28      1.80   0.29   66(63)   16(15)   18(17)    4( 4)    0( 0)    0      104
  5 3/29-->4/4       3.00   0.31   87(68)   21(16)   10( 8)    9( 7)    1( 1)    0      128
  6 4/5-->4/11       2.91   0.34   69(58)   26(22)   17(14)    5( 4)    2( 2)    0      119
  7 4/12-->4/18      2.35   0.37   65(56)   22(19)   22(19)    7( 6)    1( 1)    0      117
  8 4/19-->4/25      2.50   0.38   82(58)   18(13)   28(20)   12( 8)    2( 1)    0      142
  9 4/26-->5/2       1.33   0.27   81(63)   24(19)   18(14)    5( 4)    0( 0)    0      128
 10 5/3-->5/9        3.70   0.44   71(53)   23(17)   24(18)   15(11)    2( 1)    0      135
 11 5/10-->5/16      3.66   0.42   69(53)   26(20)   21(16)   10( 8)    3( 2)    0      129
 12 5/17-->5/23      2.20   0.36   69(57)   23(19)   18(15)   10( 8)    1( 1)    0      121
 13 5/24-->5/30      4.06   0.43   79(59)   16(12)   23(17)   13(10)    4( 3)    0      135
 14 5/31-->6/6       2.00   0.37   65(51)   27(21)   23(18)   12( 9)    0( 0)    0      127
 15 6/7-->6/13       3.05   0.46   75(54)   13( 9)   30(21)   21(15)    1( 1)    0      140
 16 6/14-->6/20      2.18   0.43   60(54)   23(21)   11(10)   17(15)    1( 1)    0      112
 17 6/21-->6/27      4.88   0.47   61(55)   16(15)   17(15)   13(12)    3( 3)    0      110
 18 6/28-->7/4       3.76   0.58   53(49)    7( 6)   26(24)   20(19)    2( 2)    0      108
 19 7/5-->7/11       2.80   0.47   47(48)   21(22)   16(16)    9( 9)    4( 4)    0       97
 20 7/12-->7/18      2.73   0.37   65(63)   16(15)   14(13)    7( 7)    2( 2)    0      104
 21 7/19-->7/25      4.04   0.54   52(46)   20(18)   24(21)   12(11)    5( 4)    0      113
