# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7979] STORM-LAKE-2-E
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia7979
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  55 -23  53 -20  54 -22  81  11  91  23  91  39  97  45  99  50  92  39  88  27  78  16  60  -8
  2  50 -23  54 -27  70 -24  83  11  90  20  91  40  98  48  96  50  94  41  90  23  73   5  66 -10
  3  52 -16  56 -26  67 -10  85   2  88  20  89  38  95  47  97  47  98  35  91  26  70   5  61 -10
  4  45 -18  50 -21  67 -15  77   2  87  21  92  39  98  42  96  46  92  34  91  23  75   2  60  -5
  5  57 -19  52 -22  71 -20  74  10  86  23  95  39  96  42  95  43  91  37  85  27  77   2  62  -4
  6  44 -18  57 -16  70 -13  84  10  86  28  95  40  97  46  94  48  91  36  90  26  73   4  62 -14
  7  43 -18  52 -14  71 -11  86   9  84  26  89  43  95  48  95  47  98  36  89  21  75   0  59 -18
  8  56 -18  64 -17  76 -10  85  12  86  28  91  38 100  46  97  46  94  35  85  21  75  -1  61 -19
  9  59 -21  54 -21  64  -8  85  10  89  26  98  44  94  48  92  48  94  38  82  18  80   5  55 -19
 10  50 -26  62 -19  64  -5  83  14  87  25  93  43  99  49  89  46  92  39  82  17  72  10  55 -18
 11  50 -24  62 -20  73  -8  82  19  89  26  97  41 101  50 100  45  92  35  85  19  65  -6  56 -10
 12  49 -22  65 -20  66  -9  84  14  88  30  96  42  96  47  94  45  89  35  87  25  71  -3  59 -15
 13  52 -22  60 -10  69  -8  79  21  85  26  97  39 100  47  94  36  95  35  90  22  68  -2  58 -18
 14  59 -24  61 -10  69 -11  86  18  89  29 100  40 100  48  97  36  91  35  89  23  76  -7  50 -19
 15  52 -24  57 -13  65  -5  85  17  93  29  99  42 100  48  98  45  96  33  85  28  70  -9  55 -19
 16  55 -26  53 -24  73   2  91  20  95  32  94  42  93  48  99  46  94  32  82  24  71   0  56 -17
 17  50 -22  62 -20  75  -2  85  21  90  36  94  44  94  49  99  50  93  37  80  18  75  -5  60 -15
 18  53 -25  65 -12  73   0  85  16  93  37  97  45  94  51  99  45  93  37  81  21  69  -5  56 -19
 19  47 -27  63 -21  72  -2  89  20  93  34  97  43  97  50  97  45  88  32  84  13  70   3  59 -21
 20  51 -27  61 -20  75  -5  89  23  93  32  96  42  95  48  95  43  95  30  87  13  64   6  54 -22
 21  47 -27  65 -13  71  -7  88  19  90  33  98  43  97  48  98  49  90  29  82  17  66  -4  52 -23
 22  50 -27  59 -13  63  -1  90  24  88  26 101  43 100  49  94  48  84  28  77  19  64  -3  52 -25
 23  56 -23  60 -12  78  -1  93  22  90  30  93  44  94  49  96  43  85  29  80  19  66   2  51 -25
 24  61 -23  64 -15  74  -7  85  17  90  36  93  46  95  49  93  43  86  28  80  17  56   1  46 -25
 25  66 -19  66 -14  85   0  83  26  89  36 101  39  93  51  98  43  90  31  80  18  59  -2  50 -25
 26  58 -16  61 -12  72  -3  89  29  97  30  93  43  98  48  99  43  92  28  79  20  69  -6  49 -18
 27  67 -18  64 -13  79  -3  89  30  89  37  97  43  98  48 101  42  93  28  76  17  65  -7  51 -15
 28  53 -20  61 -23  79   1  87  26  87  34  98  43  98  48  97  38  88  28  82  16  71  -6  53  -9
 29  47 -28  67  -8  79  -2  87  22  91  35  98  50  99  47  98  38  84  30  71  15  56  -4  55  -9
 30  49 -28 *** ***  84  -2  85  25  92  38  97  47 101  42  95  42  87  29  77  16  65  -9  52 -15
 31  51 -18 *** ***  82   3 *** ***  92  36 *** *** 103  42  97  39 *** ***  75  13 *** ***  54 -20
