# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1233] CARROLL-2-SSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     3   7   8  17   9  14  11  11   6   7   2   3  98
1952     4   4   8   7   8  11   8  12   2   0   3   3  70
1953     5   6   6   9   8  11   7   8   2   5   2   3  72
1954     3   4   8  11   8  10   9  13   9  13   2   2  92
1955     5   5   6   6   6   9  11   4   7   5   2   4  70
1956     8   5   3   5  10   9  12  16   3   5   4   2  82
1957     6   3   6   3  12  11   4   7  11  12   8   5  88
1958     5   5   4   7  10  12  14  11   9   1   3   5  86
1959     5   4  12   8  15   6   6   9  12   8   5   5  95
1960     5   8  11  10  11  10   9  11   8   2   2   5  92
1961     4   6  11  13  11   9  11   7  10   7   5   5  99
1962     2   7   9   6  17  10   0   8   6   6   5   3  79
1963     7   6   8  10   6   7   7   5   9   4   2   4  75
1964     3   5   9  13  12   8  12  12   7   2   5   6  94
1965     5   5  13  12  11   7  10  11  16   3   3   3  99
1966     5   2   5   7   8  12   9   6   5   5   1   2  67
1967     5   6   5   7   5  20   4   7   7   8   4   5  83
1968     4   5   5  12   9  11  11  12  11   6   6   6  98
1969     8   4   6   9   9  11  10   5   9   8   3   7  89
1970     0   1   7   7  10   9   7   9   8   7   8   5  78
1971     2   6   3   7  11  10   9   3   9   7   8   6  81
1972     3   8   8   9  12   7   8   9  13  10  10   9 106
1973     7   3  15   9  12   5  11   7  11   5   6   7  98
1974     4   3   7   0  15   9  11  13   5   5   5   4  81
1975     6   5   8  12  10  11   4  11   7   2  10   2  88
1976     1   5   7   8   6   5   6   5   7   8   0   5  63
1977    10   4  11  11   0   7   9  11  13  10   0   9  95
1978     6  12   5  16  10   8   9   6   5   5   7   8  97
1979     9   5   8   7   8   7   8   8   4   6   7   3  80
1980    12   8   5   3  11   8  12   0   4   4   1   3  71
1981     2   3   4   5   6   8   7  11   7  10   8   7  78
1982    12   8  10  10  20   7  11  10   8   7   6   7 116
1983     8  11   9   9  14   8   7   6   6  12  10  12 112
1984     6   4  12  15  13  15   7   5   9  12   6  11 115
1985     5   5   9  10  13   9   6   9  13   9  10   6 104
1986     3   5   7  12  12  11   7   8  16   7   6   3  97
1987     0   1   8   6  11   7  12  13   9   5   5   6  83
1988     5   4   3   9   8   6   7   6  10   2   9   3  72
1989     6   6   6   7   7   8   7   9   6   6   2   7  77
1990     3   3  13   9  10  11  11   5   5   4   4   8  86
1991     7   2  13  10  13   9   5   9   8   7  11   5  99
1992     8   5   7  12   7   8  17   4  14   4   6  10 102
1993     8   7   7   9  19  16  18  12   9   4   5   6 120
1994    13   4   4   7   7  12  11   9   7   6   8   3  91
1995     3   4   9  12  13  11  10   9  14  10   7   6 108
1996     8   2   5   5  17  10  10   9   8   6  12   7  99
1997     8   4   6  12  11  10   6   8  11   7   8   9 100
1998     7  10  12  13   9  18   9  14   3  12   6   4 117
1999     8  10   6  16  15  15  13   6   4   3   3   8 107
2000     5   8   7   6  15  14  11   8   6  10   6  15 111
2001    11   7   3  10  16  12  11   9  10   7   4   4 104
2002    11   7  11  16  11   9   9  11  13  21   6   2 127
2003    13   9  16  14  16  13  10   5   6   6   9   9 126
2004    10  14  15   8  17  14  13   9   5  14  10   6 135
2005    15  13  12  14  13  19   6   0   0   0   0   0  92
STDDEV   3   3   3   4   4   3   3   3   4   4   3   3  16
AVG      6   6   8   9  11  10   9   8   8   7   5   6  94
