# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1731] COLUMBUS-JCT-2-SSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia1731
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.75  2.80  3.31  4.73  7.67  5.10  4.55  5.37  1.31  3.34  2.86  0.75 42.54
 1952  1.46  0.71  4.11  2.48  2.83  4.95  3.91  1.84  1.00  0.21  3.47  1.37 28.34
 1953  0.98  2.68  3.75  2.63  2.51  2.20  4.89  1.27  0.95  0.47  0.25  3.37 25.95
 1954  0.37  1.29  3.25  3.22  4.53  4.82  2.34  7.09  1.39  7.69  0.00  1.19 37.18
 1955  2.18  1.42  0.80  7.31  2.31  3.73  0.85  2.39  3.04  2.01  0.06  0.36 26.46
 1956  0.23  0.67  0.53  0.88  1.37  2.17  4.49  5.66  1.31  1.61  1.34  0.94 21.20
 1957  0.95  0.49  3.14  4.08  4.09  3.66  3.53  2.01  2.34  4.31  2.68  3.46 34.74
 1958  1.38  0.40  0.30  1.51  3.95  5.07 10.12  3.23  2.91  1.85  2.31  0.64 33.67
 1959  0.89  1.61  3.39  3.41  7.10  4.60  5.30  2.46  6.03  6.96  1.57  2.73 46.05
 1960  3.48  2.44  1.46  4.42  5.38  9.93  3.11  1.45  1.94  3.94  1.42  0.43 39.40
 1961  0.30  1.29  4.55  2.50  1.17  2.13  4.13  3.51  9.52  2.65  4.44  2.11 38.30
 1962  1.92  1.65  2.26  1.56  8.08  1.41  5.12  0.88  2.04  4.17  1.51  0.69 31.29
 1963  0.62  0.23  2.93  3.65  4.49  1.15  4.79  2.74  1.82  1.96  2.72  0.45 27.55
 1964  0.68  0.81  2.04  7.22  3.19  5.72  3.37  2.19  2.87  0.04  1.64  0.98 30.75
 1965  3.30  0.72  2.42  6.81  3.32  2.73  5.07 11.61 10.32  0.74  2.45  3.24 52.73
 1966  1.37  0.64  1.42  5.73  7.03  6.81  3.47  0.80  2.56  4.94  0.57  2.64 37.98
 1967  1.62  0.59  1.85  6.46  2.94  5.53  2.99  2.36  4.24  9.38  2.18  1.33 41.47
 1968  0.39  0.34  1.62  4.49  3.88  4.14  4.09  4.10  9.03  1.52  2.11  2.35 38.06
 1969  3.46  0.49  1.41  3.12  4.18  8.75  6.19  4.00  3.16  6.35  0.25  1.47 42.83
 1970  0.53  0.50  3.41  3.11  5.21  5.18  5.11  6.82 12.46  2.35  1.60  2.09 48.37
 1971  1.55  1.75  0.81  1.70  2.82  2.87  5.96  0.79  3.23  1.74  2.86  4.55 30.63
 1972  0.82  0.93  1.10  4.48  4.51  5.32  3.89  4.13  2.46  4.01  2.70  1.78 36.13
 1973  1.92  0.60  5.98  6.79  7.50  4.07  6.62  1.57 11.08  2.64  1.58  2.29 52.64
 1974  3.20  1.01  3.52  2.44  9.42  6.33  4.05  5.23  1.51  2.28  3.31  2.19 44.49
 1975  1.60  2.60  3.21  2.65  3.53  3.86  0.56  6.96  2.54  0.21  4.36  2.22 34.30
 1976  0.77  1.11  5.65  4.71  3.98  3.43  2.53  2.18  1.93  2.17  0.30  0.31 29.07
 1977  0.48  0.21  5.11  1.90  2.82  5.61  2.96 10.43  4.48  4.79  2.45  1.07 42.31
 1978  0.49  0.58  0.88  4.54  4.05  5.31  6.59  3.82  4.00  2.90  2.69  2.24 38.09
 1979  2.17  0.66  3.82  3.51  1.90  2.34  5.94  4.86  0.01  3.28  1.73  1.31 31.53
 1980  1.18  1.22  1.43  1.63  1.77  3.91  3.94 10.07  5.16  2.43  0.60  2.58 35.92
 1981  0.06  1.77  0.25  7.55  2.30  5.20  4.70  3.95  4.50  4.58  4.07  0.81 39.74
 1982  1.63  0.43  3.95  2.22  6.68  3.93  9.40  4.66  3.22  2.57  2.92  4.53 46.14
 1983  0.38  1.81  2.69  3.54  3.89  1.68  2.31  2.02  7.99  2.25  5.19  2.36 36.11
 1984  0.45  1.34  2.92  5.45  5.85  3.54  5.89  1.48  1.92  8.63  2.63  3.10 43.20
 1985  0.68  1.77  3.70  1.20  2.79  2.58  3.52  2.01  3.90  7.83  5.14  2.08 37.20
 1986  0.21  2.44  1.77  3.95  9.94  3.78  5.54  5.23  6.89  4.59  0.74  1.29 46.37
 1987  0.39  0.60  3.01  1.92  1.59  4.16  1.84  6.39  1.80  0.76  3.50  2.92 28.88
 1988  1.53  0.86  1.86  1.55  1.51  1.09  1.12  6.19  1.41  1.09  3.31  1.44 22.96
 1989  0.97  0.77  1.85  3.97  2.25  3.13  3.24  6.25  6.36  1.74  0.07  0.50 31.10
 1990  1.65  1.79  5.54  1.99  6.44  8.68  5.06  4.87  2.15  1.71  3.13  2.37 45.38
 1991  1.13  0.29  4.47  2.65  3.90  3.19  0.65  3.31  1.04  5.87  5.86  2.05 34.41
 1992  0.95  2.41  1.21  4.35  1.34  1.97 11.68  2.66  6.20  0.71  6.75  2.91 43.14
 1993  1.80  0.97  3.64  5.02  3.12  9.09 12.89 10.32  5.42  0.53  1.60  0.61 55.01
 1994  0.90  1.77  0.49  3.09  3.17  4.67  1.73  2.35  2.03  1.74  4.48  1.64 28.06
 1995  1.03  0.68  1.14  6.81  7.28  6.72  3.96  4.04  2.73  1.71  2.85  0.35 39.30
 1996  1.71  0.59  1.60  2.14 15.05  2.83  2.26  1.15  3.25  2.54  1.16  0.37 34.65
 1997  0.95  3.64  1.07  2.78  5.69  2.78  1.53  6.29  4.04  2.80  1.09  1.91 34.57
 1998  1.63  2.99  5.29  3.82  2.31  6.54  1.76  6.51  3.91  6.27  2.41  0.93 44.37
 1999  2.06  0.83  1.59  5.70  2.91  3.09  5.01  3.82  3.43  1.36  0.14  1.70 31.64
 2000  1.08  1.78  0.99  3.41  5.28  6.29  5.23  1.85  4.39  1.80  1.62  1.52 35.24
 2001  2.09  4.45  1.56  4.22 12.04  2.58  3.22  3.62  6.34  3.99  1.31  1.98 47.40
 2002  0.84  0.91  2.19  4.96  5.66  4.27  2.21  6.40  0.65  3.84  0.26  0.78 32.97
 2003  0.40  0.90  0.64  3.71  5.19  4.62  1.27  1.52  4.11  0.97  2.69  3.00 29.02
 2004  1.16  0.91  3.88  1.09  7.02  1.61  3.18  4.19  0.34  5.93  2.41  1.18 32.90
 2005  2.27  1.15  1.18  3.35  2.69  3.09  1.37 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  1.25  1.28  2.51  3.71  4.61  4.25  4.20  4.13  3.79  3.13  2.28  1.77 36.36
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
