# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6719] POCAHONTAS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia6719
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.20  1.30  2.06  5.22  5.85  7.72  4.40  5.82  3.31  1.27  0.20  0.00 37.35
 1952  0.60  0.00  0.00  1.28  3.31  3.92  7.53  3.94  0.40  0.00  1.51  0.51 23.00
 1953  0.64  0.97  3.30  3.46  2.68  8.15  5.05  3.87  0.51  0.85  1.48  1.12 32.08
 1954  0.55  2.03  2.41  6.16  4.61 11.95  2.25  6.34  1.43  4.07  0.09  0.22 42.11
 1955  0.25  1.20  0.71  2.87  1.64  2.27  1.35  1.39  3.38  0.91  0.16  0.53 16.66
 1956  0.34  0.14  0.54  1.87  4.14  1.82  2.72  1.54  0.57  1.12  3.47  0.32 18.59
 1957  0.61  0.33  2.14  1.47  3.77  3.03  5.68  6.36  2.78  2.40  3.35  0.62 32.54
 1958  0.35  0.30  0.71  2.97  2.05  5.37  4.70  1.19  1.42  0.83  0.76  0.23 20.88
 1959  0.31  1.66  2.64  2.72  8.58  1.89  1.40  5.52  3.09  2.61  1.95  1.54 33.91
 1960  0.80  0.75  1.23  1.48  4.72  4.31  1.68  5.81  2.91  0.59  0.63  0.73 25.64
 1961  0.08  2.10  4.21  1.86  3.91  2.03  4.56  3.71  3.62  2.18  1.01  1.62 30.89
 1962  0.28  1.96  1.07  2.58  2.96  4.98  8.65  9.43  1.32  1.60  0.21  0.19 35.23
 1963  0.53  0.80  1.86  3.49  2.33  5.75  4.66  3.45  1.78  1.98  0.38  0.41 27.42
 1964  0.73  0.13  1.55  6.10  3.97  3.72  5.23  4.18  2.95  0.50  0.93  1.26 31.25
 1965  0.64  1.97  2.68  3.36  4.65  1.82  0.59  3.30 12.33  1.42  0.71  1.06 34.53
 1966  0.77  0.51  1.83  1.24  2.01  3.52  2.30  3.18  0.50  1.27  0.09  0.90 18.12
 1967  0.85  0.47  0.43  2.66  3.43 10.48  2.18  2.12  2.06  0.80  0.12  0.72 26.32
 1968  0.40  0.02  0.38  4.54  1.78  3.72  2.73  3.51  6.94  4.62  0.67  2.16 31.47
 1969  1.19  1.06  1.31  1.52  2.70  7.73  4.97  2.03  0.64  2.78  0.41  2.03 28.37
 1970  0.24  0.04  1.97  1.34  5.25  1.96  2.25  2.72  3.89  4.47  1.57  0.55 26.25
 1971  1.29  2.74  1.94  0.88  4.28  4.89  4.06  0.89  2.08  6.68  2.88  0.79 33.40
 1972  0.29  0.59  0.69  2.94  2.80  2.60  5.08  5.12  3.41  2.85  1.51  1.64 29.52
 1973  1.13  0.33  3.31  2.52  5.19  2.29  6.45  4.49  7.92  2.45  3.72  0.63 40.43
 1974  0.11  0.08  1.03  2.61  4.14  4.36  2.31  4.85  0.89  1.26  0.63  0.42 22.69
 1975  1.59  0.52  2.04  5.64  5.38  5.00  0.95  2.26  1.69  0.18  3.79  0.83 29.87
 1976  0.00  0.50  3.04  1.83  2.93  3.09  0.73  0.54  1.28  1.65  0.00  0.05 15.64
 1977  0.04  0.00  5.50  3.64  3.23  1.83  2.94  5.54  5.85  2.73  1.30  0.34 32.94
 1978  0.46  0.20  0.62  2.86  3.75  4.49  8.08  4.71  7.29  0.68  1.29  0.89 35.32
 1979  1.76  1.04  4.22  2.12  1.31  4.11  5.52  0.00  1.48  2.68  1.83  0.45 26.52
 1980  0.99  0.58  0.44  1.45  2.17  2.85  0.00  8.46  2.12  1.67  0.15  0.23 21.11
 1981  0.02  0.47  0.95  0.00  0.00  0.00  0.00  8.76  0.00  3.44  0.00  0.00 13.64
 1982  0.00  0.00  0.00  2.16  5.44  0.94  6.00  2.85  5.20  3.19  2.48  2.27 30.53
 1983  0.00  1.05  5.60  0.00  3.96  8.99  1.86  1.36  5.33  2.73  5.34  1.16 37.38
 1984  0.74  1.66  1.80  6.89  4.04  7.88  4.46  0.80  0.69  4.42  2.47  2.90 38.75
 1985  0.41  0.14  2.35  2.78  3.02  2.42  3.28  6.81  4.30  1.55  1.70  0.86 29.62
 1986  0.19  0.92  2.41  4.96  6.58  4.09  5.99  5.40  5.49  2.95  1.42  0.99 41.39
 1987  0.05  0.02  2.53  1.27  3.25  0.49  9.66  3.63  4.38  0.86  1.39  1.35 28.88
 1988  0.87  0.49  0.59  2.42  2.31  1.78  1.74  7.65  4.19  0.35  2.72  0.96 26.07
 1989  0.86  0.25  1.52  1.63  1.89  2.41  2.95  1.82  3.15  0.51  0.26  0.14 17.39
 1990  0.53  0.49  4.00  1.99  5.11 11.59  6.80  4.95  2.38  0.93  0.81  1.70 41.28
 1991  0.71  0.38  4.40  6.55  6.58  6.58  2.98  5.63  2.32  1.68  4.93  1.24 43.98
 1992  1.16  0.88  2.70  2.74  1.88  4.73  9.22  2.34  2.22  2.84  2.98  2.03 35.72
 1993  1.44  1.51  3.00  3.96  4.09  7.67  7.49  7.91  2.37  1.16  1.11  1.20 42.91
 1994  2.07  0.86  0.06  2.25  2.09  8.42  3.51  5.66  4.26  2.19  1.62  1.42 34.41
 1995  0.53  0.21  2.53  4.15  6.04  4.48  1.96  6.65  4.80  2.29  0.47  0.55 34.66
 1996  1.89  0.16  1.62  1.20  4.12  4.42  3.18  8.81  2.69  1.89  2.85  1.12 33.95
 1997  0.87  1.19  1.71  2.26  2.55  4.27  3.12  0.82  3.15  2.34  0.65  0.50 23.43
 1998  1.58  0.71  2.52  4.76  6.37  6.30  2.87  2.30  1.72  3.54  1.11  0.51 34.29
 1999  1.67  1.17  1.26  8.11  3.54  4.69  2.56  1.32  0.81  0.45  0.82  0.55 26.95
 2000  0.89  1.27  1.07  1.57  3.49  2.83  5.77  4.95  0.83  2.53  3.03  2.06 30.29
 2001  1.32  1.44  0.95  3.36  5.04  2.37  3.98  3.52  1.68  1.33  2.22  0.57 27.78
 2002  0.14  0.68  1.25  2.68  4.38  2.75  5.47 11.51  1.58  2.89  0.13  0.05 33.51
 2003  0.24  0.75  1.35  3.19  3.96  6.31  5.89  1.80  1.50  0.37  1.21  1.25 27.82
 2004  1.25  1.00  3.88  2.83  6.75  2.72  4.53  0.75  3.67  0.69  2.79  0.13 30.99
 2005  0.62  1.77  1.33  3.42  5.85  7.46  3.82 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.69  0.80  1.95  2.94  3.85  4.51  4.00  4.15  2.94  1.97  1.51  0.90 29.56
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
