# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0576] BEDFORD-1-NNW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.47   0.30   48(56)   20(23)   14(16)    4( 5)    0( 0)    0       86
  2 3/8-->3/14       1.51   0.34   39(52)   21(28)    9(12)    6( 8)    0( 0)    0       75
  3 3/15-->3/21      1.32   0.31   48(56)   18(21)   17(20)    3( 3)    0( 0)    0       86
  4 3/22-->3/28      1.74   0.32   62(65)   13(14)   11(12)    9( 9)    0( 0)    0       95
  5 3/29-->4/4       1.76   0.34   56(57)   17(17)   20(20)    6( 6)    0( 0)    0       99
  6 4/5-->4/11       2.43   0.33   56(58)   17(18)   21(22)    2( 2)    1( 1)    0       97
  7 4/12-->4/18      2.96   0.44   54(49)   21(19)   24(22)    9( 8)    2( 2)    0      110
  8 4/19-->4/25      1.96   0.38   64(55)   21(18)   21(18)   10( 9)    0( 0)    0      116
  9 4/26-->5/2       3.61   0.42   60(48)   27(21)   29(23)    9( 7)    1( 1)    0      126
 10 5/3-->5/9        3.07   0.47   58(44)   28(21)   28(21)   17(13)    2( 2)    0      133
 11 5/10-->5/16      2.07   0.47   57(47)   24(20)   27(22)   12(10)    2( 2)    0      122
 12 5/17-->5/23      3.00   0.54   43(37)   24(21)   32(27)   14(12)    4( 3)    0      117
 13 5/24-->5/30      2.56   0.44   70(51)   28(20)   20(15)   14(10)    5( 4)    0      137
 14 5/31-->6/6       2.50   0.48   55(50)   20(18)   14(13)   17(16)    3( 3)    0      109
 15 6/7-->6/13       3.35   0.56   57(45)   26(20)   23(18)   16(13)    6( 5)    0      128
 16 6/14-->6/20      3.02   0.53   50(43)   25(22)   18(16)   19(17)    3( 3)    0      115
 17 6/21-->6/27      3.58   0.57   50(44)   20(18)   25(22)   13(11)    6( 5)    0      114
 18 6/28-->7/4       5.31   0.70   37(37)   21(21)   19(19)   14(14)    8( 8)    0       99
 19 7/5-->7/11       3.52   0.52   53(47)   21(19)   19(17)   17(15)    3( 3)    0      113
 20 7/12-->7/18      3.37   0.58   49(52)   11(12)   11(12)   18(19)    6( 6)    0       95
 21 7/19-->7/25      5.73   0.64   49(46)   16(15)   18(17)   18(17)    6( 6)    0      107
 22 7/26-->8/1       2.49   0.53   39(45)   14(16)   16(19)   15(17)    2( 2)    0       86
 23 8/2-->8/8        3.04   0.44   59(60)   13(13)   11(11)   12(12)    3( 3)    0       98
 24 8/9-->8/15       5.00   0.54   44(45)   18(18)   21(21)   12(12)    3( 3)    0       98
 25 8/16-->8/22      2.35   0.58   33(35)   23(24)   18(19)   18(19)    3( 3)    0       95
 26 8/23-->8/29      2.52   0.58   40(48)   11(13)   16(19)   12(14)    4( 5)    0       83
 27 8/30-->9/5       4.75   0.58   42(45)   16(17)   16(17)   16(17)    4( 4)    0       94
 28 9/6-->9/12       3.92   0.64   38(47)   10(12)   14(17)   15(19)    4( 5)    0       81
 29 9/13-->9/19      2.70   0.43   51(51)   22(22)   14(14)   11(11)    2( 2)    0      100
 30 9/20-->9/26      2.73   0.47   47(46)   24(24)   16(16)   13(13)    2( 2)    0      102
 31 9/27-->10/3      1.78   0.45   31(48)   13(20)   12(18)    9(14)    0( 0)    0       65
 32 10/4-->10/10     2.85   0.54   36(43)   12(14)   20(24)   14(17)    1( 1)    0       83
 33 10/11-->10/17    5.52   0.49   30(42)   18(25)   18(25)    5( 7)    1( 1)    0       72
 34 10/18-->10/24    2.80   0.40   37(49)   21(28)   12(16)    3( 4)    2( 3)    0       75
 35 10/25-->10/31    3.47   0.40   41(53)   19(25)   11(14)    4( 5)    2( 3)    0       77
 36 11/1-->11/7      2.61   0.42   52(59)    9(10)   17(19)    8( 9)    2( 2)    0       88
 37 11/8-->11/14     2.21   0.33   39(60)   12(18)   11(17)    2( 3)    1( 2)    0       65
 38 11/15-->11/21    5.07   0.45   38(53)   15(21)   11(15)    6( 8)    2( 3)    0       72
 39 11/22-->11/28    1.62   0.23   39(70)   13(23)    3( 5)    1( 2)    0( 0)    0       56
 40 11/29-->12/5     1.75   0.30   34(61)   13(23)    6(11)    3( 5)    0( 0)    0       56
 41 12/6-->12/12     1.35   0.24   42(64)   17(26)    5( 8)    2( 3)    0( 0)    0       66
 42 12/13-->12/19    1.70   0.22   44(75)   11(19)    3( 5)    1( 2)    0( 0)    0       59
 43 12/20-->12/26    1.30   0.23   31(69)    8(18)    5(11)    1( 2)    0( 0)    0       45
