# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6327] OSKALOOSA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia6327   BASE TEMP=32
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    23 113           9    28 271          158
   1952   4    16 107          10     3 277          170
   1953   4    27 117          10     5 278          161
   1954   5    20 140           9    22 265          125
   1955   4     8  98          10    15 288          190
   1956   4    30 121          10     9 283          162
   1957   4    14 104          10    19 292          188
   1958   4    29 119          10     1 274          155
   1959   4    22 112          10    12 285          173
   1960   4    18 109          10    20 294          185
   1961   5     2 122           9    28 271          149
   1962   4    16 106          10    24 297          191
   1963   5    23 143          10    28 301          158
   1964   4    10 101           9    28 272          171
   1965   4    19 109          10    12 285          176
   1966   5    10 130          10     6 279          149
   1967   4    24 114          10    11 284          170
   1968   4    25 116          10     4 278          162
   1969   4    29 119          10    14 287          168
   1970   5     2 122          10    10 283          161
   1971   4    14 104          10    10 283          179
   1972   4     9 100           9    30 274          174
   1973   4    13 103          11     3 307          204
   1974   4    24 114           9    22 265          151
   1975   4    20 110          10     2 275          165
   1976   5     3 124          10     6 280          156
   1977   4    29 119          10    12 285          166
   1978   5     2 122          10     8 281          159
   1979   4    29 119          10     5 278          159
   1980   4    15 106          10    12 286          180
   1981   4    15 105          10     3 276          171
   1982   4    11 101          10    20 293          192
   1983   4    19 109           9    21 264          155
   1984   4    23 114           9    26 270          156
   1985   4     9  99          10     1 274          175
   1986   4    22 112          10    14 287          175
   1987   4     5  95          10     3 276          181
   1988   4    24 115          10     4 278          163
   1989   5     7 127           9    24 267          140
   1990   4    18 108          10    13 286          178
   1991   4    24 114           9    19 262          148
   1992   5     6 127           9    29 273          146
   1993   4    21 111          10    10 283          172
   1994   4    29 119          10    11 284          165
   1995   4    22 112           9    22 265          153
   1996   4    27 118          10    19 293          175
   1997   5    13 133          10    20 293          160
   1998   4    18 108          10    22 295          187
   1999   4    17 107          10    18 291          184
   2000   4    13 104          10     6 280          176
   2001   4    19 109          10     6 279          170
   2002   4    14 104          10     7 280          176
   2003   4    11 101          10     2 275          174
   2004   4    14 105          10     2 276          171
             MEAN=112              MEAN=280     MEAN=168
