# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6316] OSCEOLA-3-WSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    1    0    0    0
 Sep 20    3    0    0    0
 Sep 22    7    3    1    0
 Sep 24    9    3    1    0
 Sep 26   12    3    1    0
 Sep 28   18    3    1    0
 Sep 30   22    5    1    0
 Oct 02   29   11    5    1
 Oct 04   35   12    5    1
 Oct 06   44   18    5    1
 Oct 08   46   20    7    1
 Oct 10   57   25   11    3
 Oct 12   59   33   16    3
 Oct 14   66   35   16    3
 Oct 16   74   40   25    3
 Oct 18   79   44   31    5
 Oct 20   81   48   38   14
 Oct 22   81   51   42   16
 Oct 24   87   62   51   16
 Oct 26   88   68   57   25
 Oct 28   90   68   61   29
 Oct 30   96   75   66   35
 Nov 01   96   81   74   40
 Nov 03   98   87   79   50
 Nov 05   98   90   87   59
 Nov 07   98   92   90   62
 Nov 09  100   96   94   70
 Nov 11  100   96   94   74
 Nov 13  100  100   96   79
 Nov 15  100  100  100   83
 Nov 17  100  100  100   85
 Nov 19  100  100  100   87
 Nov 21  100  100  100   88
 Nov 23  100  100  100   90
 Nov 25  100  100  100   92
 Nov 27  100  100  100   94
 Nov 29  100  100  100   96
 Dec 01  100  100  100   96
 Dec 03  100  100  100   96
 Dec 05  100  100  100   98
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
