# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1442] CHEROKEE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1442 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     25      5      3      2    207    105     85     72
 1952     47     21     16     13    364    229    201    176
 1953    128     61     48     36    194     91     72     58
 1954     49     11      7      4    411    262    229    200
 1955    104     50     38     30    512    351    318    286
 1956    103     45     35     28    288    181    159    137
 1957    105     36     26     19    350    232    207    185
 1958     65     18     11      7    333    199    169    142
 1959    110     47     36     27    358    223    197    174
 1960     15      1      0      0    349    210    182    160
 1961     89     38     32     26    238    128    107     88
 1962     32     13     10      8    339    208    182    163
 1963    186    125    114    103    419    271    237    207
 1964     87     31     23     17    349    210    182    156
 1965      7      2      1      0    296    176    152    131
 1966    234    138    115     95    242    133    111     93
 1967    187    118    105     93    340    199    170    144
 1968    252    160    141    123    346    212    183    159
 1969     17      3      1      0    327    192    163    137
 1970     18      3      2      1    334    220    197    175
 1971     62     31     25     20    376    246    218    192
 1972    100     44     34     26    254    142    120    102
 1973    138     55     42     29    313    191    166    141
 1974    130     57     44     35    346    212    183    157
 1975     30      7      5      4    210    102     84     69
 1976    140     82     70     58    448    293    259    227
 1977    178     87     70     54    491    333    297    265
 1978    105     56     47     38    288    168    141    119
 1979     28      6      5      4    256    146    126    110
 1980     77     28     21     17    363    237    210    183
 1981    221    113     93     76    451    299    267    238
 1982     75     20     13      7    293    182    160    139
 1983     86     41     32     25    162     90     77     65
 1984     22      4      2      0    237    110     90     72
 1985    188     98     81     65    440    286    255    228
 1986    165     97     85     75    365    222    194    166
 1987    159     90     77     65    432    294    265    239
 1988    187    105     88     72    304    186    160    134
 1989    122     71     61     51    386    258    227    198
 1990    148     77     62     50    361    228    200    174
 1991    153     79     65     55    357    218    190    164
 1992    148     70     57     44    221    127    112     98
 1993     41     18     14     10    229    126    105     89
 1994    159     82     69     57    349    235    210    185
 1995    138     66     53     41    207    111     90     72
 1996     82     33     25     19    258    160    140    120
 1997    131     70     59     48    263    160    138    116
 1998    105     59     52     46    316    190    164    139
 1999    141     66     53     42    299    157    131    107
 2000    240    132    112     93    343    225    199    176
 2001     25      7      5      3    380    240    209    180
 2002     50     19     14     10    351    220    194    169
 2003    169     97     82     69    397    265    240    218
 2004    178     91     75     61    381    251    223    195
 2005    126     61     51     42    432    268    231    197
     ****************************  ****************************
 MEAN  111.0   55.4   45.6   37.1  330.1  203.8  177.8  154.3
 STDV   64.1   40.4   35.3   30.6   77.7   61.4   57.1   52.7

               MAY                         JUNE        
     ****************************  *************************** 
