# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7613] SHENANDOAH-1-NE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
#DAILY MEAN HIGHS AND LOWS FOR STATION NUMBER  ia7613
    JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  33  14  37  15  45  22  59  35  68  44  77  55  86  64  87  63  84  61  76  48  58  37  43  25
  2  33  15  33  13  46  25  59  36  71  45  79  55  87  65  88  65  84  61  76  48  56  35  44  25
  3  32  12  34  13  43  24  59  36  70  47  80  55  88  64  87  65  84  60  74  48  54  34  45  25
  4  30  11  36  15  43  23  58  33  71  48  80  57  87  66  86  64  83  59  71  46  53  33  43  24
  5  32  11  35  15  43  23  58  34  73  49  82  58  88  64  87  64  82  58  71  45  54  32  43  25
  6  32  12  34  14  45  23  62  35  73  49  82  59  87  64  86  64  83  58  69  46  53  33  39  21
  7  29   9  34  14  44  22  64  37  72  48  83  60  88  65  86  63  84  60  69  43  54  32  39  21
  8  30  11  36  16  45  24  62  38  73  48  83  59  88  66  87  63  83  58  70  44  54  31  37  20
  9  29  11  36  15  46  24  60  35  73  49  82  59  88  65  86  64  82  58  68  42  53  32  37  18
 10  29   9  38  18  48  26  61  36  74  49  82  59  88  64  86  63  81  55  69  42  54  30  39  19
 11  31  12  37  16  49  28  63  38  73  49  82  60  88  66  85  61  81  55  70  43  52  31  38  19
 12  32  14  37  17  49  27  61  38  75  49  84  61  89  66  84  61  81  55  71  44  51  30  36  17
 13  34  13  39  18  48  28  61  37  73  49  86  61  88  66  86  62  79  55  70  45  52  31  37  17
 14  33  14  40  20  50  28  63  38  75  51  85  63  89  66  86  62  77  54  71  44  52  31  36  17
 15  33  13  38  19  48  27  65  39  75  51  84  61  88  64  85  63  76  52  70  44  53  32  35  18
 16  32  11  38  17  50  27  66  41  76  53  83  60  88  64  86  63  76  52  69  42  52  31  36  17
 17  33  13  41  17  51  29  66  41  77  53  84  61  89  66  87  64  77  53  67  42  51  30  36  16
 18  33  14  42  21  51  30  66  41  76  53  85  62  89  68  86  63  79  54  65  40  50  31  35  16
 19  32  13  40  21  50  30  67  43  77  52  86  62  89  68  86  62  78  54  64  38  50  29  35  17
 20  32  12  42  22  51  30  67  43  78  52  85  63  89  67  85  62  76  52  65  40  48  27  34  16
 21  32  13  42  20  51  27  67  43  77  54  85  62  87  66  85  62  74  50  66  41  49  27  33  14
 22  34  14  41  21  54  30  66  43  76  54  84  61  87  65  86  62  74  49  67  41  49  27  34  16
 23  36  13  42  22  54  31  68  43  77  54  84  62  87  65  84  62  72  48  64  42  47  27  34  17
 24  35  14  41  20  52  30  69  43  77  53  85  62  87  65  84  61  72  48  63  39  45  26  34  14
 25  33  15  42  21  52  29  71  44  78  54  86  62  88  65  86  62  73  48  62  39  46  25  34  15
 26  31  13  45  23  53  30  71  46  76  55  86  63  88  65  87  63  76  48  63  37  45  26  35  16
 27  31  12  45  25  59  33  69  46  76  54  86  64  88  65  87  63  74  47  62  38  42  24  35  17
 28  33  12  44  23  59  34  68  44  77  54  88  64  88  65  86  61  76  48  61  37  40  21  36  18
 29  34  14  49  21  54  35  69  45  77  56  88  65  88  64  86  62  74  49  61  37  41  22  34  16
 30  33  12 *** ***  56  34  69  46  79  56  87  64  88  65  87  63  75  48  60  39  42  22  33  13
 31  35  13 *** ***  58  35 *** ***  79  56 *** ***  87  65  85  61 *** ***  59  38 *** ***  33  15
