# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8806] WEBSTER-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia8806 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     20      3      1      0    221    116     99     82
 1952     65     31     27     24    378    250    223    199
 1953    147     70     53     38    211    103     85     68
 1954     53     14     10      6    434    277    243    211
 1955    118     61     50     39    497    328    293    262
 1956     90     36     29     22    311    198    174    151
 1957    105     44     32     23    370    235    210    188
 1958     66     22     14     10    343    206    175    147
 1959     82     34     27     21    337    202    174    151
 1960     14      1      0      0    378    233    204    178
 1961     73     26     18     13    216    112     91     73
 1962     37     22     20     18    302    178    156    137
 1963    178    118    106     94    402    249    214    182
 1964     85     36     27     18    329    192    168    145
 1965      5      0      0      0    261    144    122    103
 1966    206    111     90     74    216    112     91     72
 1967    199    124    110     96    379    232    201    172
 1968    282    181    160    139    397    245    213    182
 1969     28      5      3      1    347    199    169    140
 1970     28      4      2      1    382    244    215    190
 1971     71     35     30     26    393    261    231    201
 1972    102     46     35     26    287    154    129    107
 1973    150     57     42     31    314    187    159    136
 1974    133     56     42     32    393    247    214    184
 1975     40      9      7      5    228    114     93     76
 1976    159     90     76     65    452    293    258    223
 1977    223    117     98     80    536    372    335    300
 1978    118     68     57     46    300    171    144    118
 1979     54     19     15     11    240    130    110     91
 1980     82     30     23     17    368    233    207    185
 1981    229    114     92     75    449    283    250    217
 1982     78     27     21     15    287    173    149    128
 1983    104     55     45     35    196    105     92     79
 1984     32      3      1      0    256    128    102     81
 1985    171     88     70     55    478    318    284    253
 1986    207    126    111     99    413    255    222    190
 1987    195    112     97     83    467    315    285    257
 1988    191     99     81     65    358    230    201    172
 1989    119     64     55     46    393    248    217    188
 1990    167     80     66     53    380    235    203    173
 1991    158     82     68     57    366    222    194    167
 1992    151     65     50     39    285    170    149    128
 1993     46     13      9      7    255    139    116     98
 1994    166     89     75     62    374    252    224    198
 1995    149     70     54     43    256    142    118     97
 1996    103     44     35     28    331    212    186    162
 1997    153     74     60     48    298    177    153    129
 1998    101     53     46     40    318    188    161    135
 1999    139     69     55     44    298    167    141    117
 2000    251    148    128    108    327    206    184    162
 2001     23      4      2      1    400    252    221    191
 2002     71     27     20     15    321    194    168    145
 2003    156     91     79     69    384    259    234    210
 2004    188     96     79     62    392    254    223    193
 2005    132     65     55     48    442    279    243    210
     ****************************  ****************************
 MEAN  118.1   58.7   48.3   39.5  344.5  211.3  184.0  158.8
 STDV   66.6   42.2   36.9   32.0   78.4   62.2   57.8   53.4

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    696    480    431    383    734    506    451    398
 1952    579    379    336    296    974    737    679    622
 1953    616    406    363    322    946    709    650    593
 1954    511    343    305    268    949    714    658    603
 1955    714    490    444    403    790    560    506    456
 1956    669    465    419    377    969    733    675    617
 1957    581    373    331    291    854    618    559    501
 1958    703    503    456    411    746    511    458    410
 1959    688    473    423    375    905    665    606    551
 1960    630    419    370    325    799    564    508    457
 1961    556    366    327    289    839    605    553    503
 1962    788    556    503    452    823    586    530    475
 1963    615    399    353    312    962    722    663    606
 1964    782    549    497    447    874    638    581    525
 1965    752    528    475    422    864    625    568    512
 1966    551    376    340    306    853    620    565    511
 1967    532    348    309    272    840    604    546    491
 1968    524    340    302    266    905    668    612    558
 1969    675    461    414    369    719    496    447    399
 1970    728    513    463    416    898    661    603    547
 1971    555    368    329    292    996    756    696    637
 1972    656    442    394    350    828    597    544    493
 1973    563    359    315    275    919    679    620    563
 1974    562    363    317    277    803    571    518    466
 1975    735    515    465    419    883    645    587    530
 1976    602    406    364    323    877    638    583    528
 1977    865    629    571    519    937    698    639    581
 1978    657    448    403    359    869    638    585    533
 1979    610    415    374    334    864    631    575    521
 1980    686    477    432    391    878    638    582    529
 1981    585    389    348    308    899    660    601    543
 1982    699    472    418    366    748    524    474    426
 1983    522    335    297    261    867    640    587    534
 1984    547    356    314    276    897    659    601    544
 1985    734    509    460    413    789    562    511    463
 1986    653    438    389    345    941    701    643    585
 1987    805    587    538    491    945    710    652    595
 1988    806    581    534    490    954    721    666    612
 1989    623    432    391    352    830    599    546    495
 1990    547    348    307    267    897    663    607    551
 1991    741    519    467    417    979    739    679    619
 1992    642    446    402    360    822    590    536    485
 1993    604    394    348    305    803    575    520    465
 1994    659    463    420    379    893    657    599    545
 1995    528    326    285    248    881    645    589    534
 1996    539    336    292    252    872    636    579    523
 1997    519    341    303    266    932    693    634    576
 1998    766    531    478    428    777    553    500    448
 1999    610    386    341    298    846    612    556    501
 2000    687    480    432    387    799    568    515    462
 2001    618    388    339    295    816    585    530    477
 2002    528    359    322    287    922    684    627    571
 2003    542    336    299    264    807    567    510    455
 2004    613    407    361    318    778    547    494    445
 2005    547    343    301    263    948    708    648    588
     ****************************  ****************************
 MEAN  637.2  430.7  385.7  343.2  868.0  633.3  577.3  522.9
 STDV   89.2   76.7   72.6   68.7   68.2   65.0   63.0   60.5

               JULY                        AUGUST      
