# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA9067] WILLIAMSBURG
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia9067 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     53     21     18     15    296    172    145    122
 1952     89     45     39     33    414    274    247    220
 1953    160     76     58     42    256    135    110     87
 1954    103     37     28     20    469    294    258    225
 1955    163     93     77     63    506    334    295    259
 1956    117     55     44     35    351    226    200    175
 1957    143     61     46     36    405    253    219    190
 1958     89     34     24     15    378    232    201    170
 1959    111     53     44     36    372    223    194    168
 1960     28      7      3      2    420    272    239    209
 1961    123     53     43     34    251    134    113     93
 1962     86     44     38     33    353    216    189    165
 1963    215    131    117    104    454    299    262    227
 1964    125     65     52     40    396    247    217    190
 1965     16      5      3      2    325    191    163    137
 1966    235    130    108     87    304    175    148    125
 1967    218    137    119    103    403    241    206    175
 1968    297    183    161    141    427    273    241    210
 1969     82     42     35     28    417    257    220    187
 1970     69     18     11      7    418    273    240    209
 1971    100     51     45     40    433    288    256    227
 1972    138     68     56     46    339    195    165    140
 1973    235    104     81     61    328    187    161    136
 1974    170     85     72     62    451    284    247    213
 1975     65     27     20     14    289    164    141    121
 1976    198    102     85     72    468    308    272    237
 1977    253    136    116     99    557    380    339    300
 1978     99     50     41     34    367    222    192    164
 1979     98     48     38     31    272    149    126    104
 1980    110     46     35     27    380    240    212    185
 1981    228    118     99     83    515    341    304    269
 1982     97     32     23     16    305    185    158    134
 1983    158     81     66     53    237    123    105     90
 1984     42      6      3      1    314    171    144    118
 1985    212    105     87     69    524    361    327    294
 1986    241    145    127    111    505    336    300    265
 1987    225    120    101     87    503    341    308    276
 1988    207    109     88     70    389    250    223    196
 1989    136     79     67     57    343    201    172    146
 1990    203    107     87     70    340    206    179    155
 1991    184    102     87     72    368    222    195    169
 1992    189     96     79     64    280    158    134    114
 1993     65     24     18     12    264    139    117     96
 1994    168     83     67     54    368    241    212    185
 1995    206    126    109     93    252    149    125    102
 1996    110     47     36     26    302    181    157    135
 1997    186     95     77     63    278    170    147    125
 1998    148     86     76     66    335    187    157    130
 1999    144     71     57     44    350    196    170    144
 2000    268    159    135    115    358    222    196    172
 2001     51     13      8      5    459    296    263    231
 2002    130     62     48     35    350    219    192    168
 2003    150     86     75     65    398    262    232    206
 2004    192     96     78     60    409    257    223    191
 2005    139     71     58     48    460    294    257    223
     ****************************  ****************************
 MEAN  146.7   75.0   62.1   50.9  376.5  233.6  203.9  176.4
 STDV   65.7   41.7   36.7   32.2   79.0   63.1   58.7   54.2

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    742    527    475    426    818    583    525    468
 1952    642    424    380    337    992    753    695    638
 1953    634    422    376    335    966    726    668    610
 1954    527    350    312    275    960    724    667    611
 1955    707    484    438    395    793    558    505    455
 1956    715    508    461    418    968    735    679    623
 1957    646    428    381    339    899    662    605    548
 1958    701    499    454    412    809    570    511    458
 1959    753    530    478    428    937    697    639    581
 1960    636    424    375    328    835    597    539    485
 1961    577    383    342    304    879    647    595    545
 1962    843    608    552    499    887    647    590    537
 1963    652    437    390    347    958    722    666    611
 1964    821    586    532    481    899    665    608    552
 1965    774    557    505    454    846    608    551    500
 1966    549    365    330    298    865    633    576    521
 1967    562    377    338    301    903    666    610    554
 1968    577    385    344    305    932    692    633    576
 1969    696    480    432    385    790    561    507    456
 1970    781    556    505    456    902    664    606    549
 1971    580    384    345    308   1048    808    748    688
 1972    696    478    428    381    852    618    563    511
 1973    585    374    327    284    962    722    662    602
 1974    620    408    360    316    827    591    534    479
 1975    755    533    485    439    932    693    635    578
 1976    618    412    366    324    914    674    615    559
 1977    884    646    590    534    944    707    649    592
 1978    660    442    394    350    930    691    633    580
 1979    671    465    418    373    940    702    643    585
 1980    720    500    451    408    890    652    594    538
 1981    616    412    368    325    934    694    634    574
 1982    772    536    480    425    788    551    494    443
 1983    562    354    311    271    956    720    662    606
 1984    579    384    340    300    957    718    659    600
 1985    760    524    473    423    836    598    542    489
 1986    697    468    415    365    970    730    671    613
 1987    824    592    541    493    975    737    678    620
 1988    816    584    536    490    985    747    689    632
 1989    584    391    348    308    825    589    534    480
 1990    504    306    265    228    888    650    592    537
 1991    768    543    491    440    979    739    679    619
 1992    635    437    394    355    833    598    541    489
 1993    655    435    385    339    826    596    539    484
 1994    610    418    377    340    919    679    621    565
 1995    531    323    279    240    914    674    615    556
 1996    527    315    271    231    876    637    579    522
 1997    462    288    252    219    903    663    603    545
 1998    774    531    474    421    828    594    540    488
 1999    663    434    385    338    895    657    600    543
 2000    711    491    441    393    838    601    545    489
 2001    686    451    400    352    828    593    538    486
 2002    553    362    322    284    952    712    654    596
 2003    556    348    307    272    807    568    511    458
 2004    680    465    415    368    817    582    526    471
 2005    581    377    334    295    983    743    683    623
     ****************************  ****************************
 MEAN  662.4  449.8  403.1  359.2  898.0  660.7  603.3  547.6
 STDV   96.4   83.4   79.2   74.6   63.5   62.2   61.2   59.2

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1001    753    691    630    929    682    622    565
 1952   1045    797    735    675    936    690    632    576
 1953   1029    781    721    661    964    718    660    604
 1954   1087    839    777    715    975    727    665    604
 1955   1130    882    820    758   1029    781    719    660
 1956    976    728    666    604    968    724    665    608
 1957   1104    856    794    732   1004    756    696    637
 1958    964    716    654    592    976    733    674    615
 1959   1005    758    697    636   1100    852    790    728
 1960    993    745    683    623   1024    776    714    653
 1961   1014    766    704    642    993    745    683    624
 1962    970    722    662    604    990    742    681    621
 1963   1030    782    721    660    944    696    635    575
 1964   1077    829    767    705    914    672    615    561
 1965    986    738    676    615    922    675    615    556
 1966   1074    826    764    703    883    638    579    523
 1967    938    694    639    584    872    630    574    519
 1968   1030    782    720    659   1005    757    696    636
 1969   1064    816    754    692   1006    758    696    635
 1970   1034    786    724    664    994    746    684    624
 1971    970    724    665    607    953    706    646    588
 1972   1014    768    708    649   1006    758    697    636
 1973   1062    814    752    690   1047    799    737    675
 1974   1107    859    797    735    923    675    613    555
 1975   1048    800    740    682   1043    795    733    671
 1976   1061    813    751    690    952    705    646    588
 1977   1114    866    804    742    932    685    624    563
 1978   1039    791    729    667   1001    754    693    635
 1979   1025    777    716    655   1002    754    693    633
 1980   1113    865    803    741   1082    834    772    710
 1981   1034    786    725    664    973    725    664    604
 1982   1069    821    759    697    965    717    657    598
 1983   1125    877    815    753   1136    888    826    764
 1984    988    741    680    619   1014    766    707    648
 1985   1037    789    727    665    913    665    604    545
 1986   1110    862    800    738    871    630    570    512
 1987   1095    847    786    725    942    695    635    578
 1988   1078    830    768    707   1079    834    775    716
 1989   1046    798    736    674    956    709    649    590
 1990    996    748    686    624    971    723    661    599
 1991   1017    769    707    646    986    738    676    615
 1992    910    662    600    539    802    561    508    458
 1993    997    749    687    625    991    743    681    621
 1994    942    694    632    571    871    625    568    516
 1995   1022    774    713    653   1101    853    791    729
 1996    957    710    649    589    948    700    638    580
 1997   1003    757    698    640    911    663    601    543
 1998   1057    809    747    685   1030    782    720    658
 1999   1102    854    792    730    915    667    605    543
 2000    995    747    686    625   1023    775    713    651
 2001   1052    804    742    680    989    741    681    622
 2002   1076    828    766    704    927    680    620    560
 2003    986    738    676    614   1001    753    691    629
 2004    917    669    607    545    799    556    501    451
 2005   1023    775    713    653      0      0      0      0
     ****************************  ****************************
 MEAN 1031.6  783.8  722.4  661.4  954.2  711.9  652.6  594.7
 STDV   53.6   53.4   53.0   52.5  147.2  117.9  110.5  102.9

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    623    426    383    342    437    280    249    219
 1952    717    515    471    428    372    245    216    187
 1953    707    510    466    425    599    424    384    345
 1954    786    564    512    463    450    287    251    216
 1955    740    538    493    448    434    280    247    215
 1956    684    481    437    396    612    420    381    344
 1957    672    467    422    379    399    244    207    176
 1958    737    517    469    424    521    356    316    279
 1959    743    529    480    432    358    198    164    135
 1960    777    560    510    462    438    287    253    221
 1961    719    505    457    411    505    330    289    253
 1962    668    464    419    376    533    344    303    265
 1963    770    543    493    447    742    522    472    425
 1964    711    499    449    403    427    285    252    221
 1965    669    453    406    362    474    303    266    230
 1966    652    447    405    364    462    306    271    238
 1967    668    463    420    379    430    272    239    210
 1968    721    501    453    408    508    337    297    260
 1969    747    524    474    426    414    245    212    184
 1970    747    523    473    426    466    286    248    213
 1971    827    604    554    505    628    428    382    337
 1972    793    571    517    466    377    218    187    160
 1973    752    521    467    417    605    410    366    324
 1974    623    426    382    341    467    284    244    209
 1975    629    424    379    336    538    368    330    294
 1976    718    507    460    416    331    196    173    153
 1977    785    549    494    441    386    219    186    157
 1978    859    631    578    525    415    246    212    178
 1979    775    552    504    458    487    310    271    235
 1980    806    575    520    469    388    241    209    181
 1981    728    510    460    412    429    255    219    188
 1982    729    509    459    411    491    304    265    227
 1983    776    556    504    453    435    254    218    185
 1984    716    506    457    411    502    314    271    230
 1985    764    549    501    454    435    259    221    190
 1986    820    588    531    476    445    266    228    194
 1987    708    480    432    387    331    190    161    135
 1988    798    573    522    474    331    190    159    129
 1989    634    433    389    346    456    294    259    229
 1990    773    555    507    460    389    235    205    176
 1991    683    491    447    404    384    238    207    179
 1992    606    414    371    329    404    255    226    200
 1993    541    340    298    260    382    239    208    178
 1994    695    474    427    383    494    322    281    243
 1995    632    432    388    349    419    270    238    209
 1996    651    442    399    360    436    280    245    211
 1997    732    513    464    415    447    294    261    229
 1998    826    599    545    494    437    270    233    199
 1999    645    452    408    371    425    284    253    223
 2000    742    535    488    445    545    352    314    278
 2001    639    428    384    343    385    232    201    173
 2002    756    540    493    448    331    204    179    155
 2003    644    448    405    364    442    292    259    230
 2004    780    555    507    460    397    234    199    168
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  706.2  496.6  449.7  405.2  443.2  281.8  247.0  214.9
 STDV  117.2   89.0   82.2   75.5  100.9   76.2   70.3   64.6
