# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0385] AUDUBON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    1    0    0    0
 Sep 14    3    0    0    0
 Sep 16    3    0    0    0
 Sep 18    5    0    0    0
 Sep 20    9    3    0    0
 Sep 22   22    7    0    0
 Sep 24   27    9    0    0
 Sep 26   35    9    0    0
 Sep 28   40   14    1    0
 Sep 30   51   18    3    0
 Oct 02   59   24    7    1
 Oct 04   66   27   11    3
 Oct 06   75   35   20    3
 Oct 08   83   40   20    5
 Oct 10   87   50   29    9
 Oct 12   88   53   35   11
 Oct 14   92   57   37   12
 Oct 16   94   62   46   12
 Oct 18   94   70   51   18
 Oct 20   94   74   59   25
 Oct 22   94   74   62   27
 Oct 24   94   81   72   33
 Oct 26   94   83   72   42
 Oct 28   98   88   77   46
 Oct 30  100   92   85   51
 Nov 01  100   94   87   57
 Nov 03  100   94   88   66
 Nov 05  100   96   92   74
 Nov 07  100   96   92   74
 Nov 09  100  100   94   79
 Nov 11  100  100   94   83
 Nov 13  100  100   98   90
 Nov 15  100  100   98   94
 Nov 17  100  100  100   94
 Nov 19  100  100  100   98
 Nov 21  100  100  100   98
 Nov 23  100  100  100  100
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
