# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3438] GREENFIELD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     1   9  10  14  12  14   8   8   5   0   2   9  92
1952     6   6  14  10  11  12   7  16   3   0   4   3  92
1953     3   6  10   9   9  12   7   5   2   3   3   3  72
1954     0   4   6  12  12  12   4  14   6   8   1   3  82
1955     8   4   3   6   0  10   4   4   8   2   2   1  52
1956     3   0   0   0   0   0  11   9   2   3   3   3  34
1957     2   1   5   9  10  12   3   8   9   8   8   5  80
1958     2   5   4   9   5   8  16  10   7   2   4   1  73
1959     5   4   7   8  16   5   8  12   9  14   6   7 101
1960     6   6   8   9   9  12   3   9   9   6   2   4  83
1961     4   7   8  13   9   9   8   9  12   5   8   5  97
1962     3   8   8   0  10   0   9   7   6   9   3   3  66
1963     6   4   6  10  10   6   6   9   9   6   3   3  78
1964     4   3   4  12  11  12  11   9   9   2   4   2  83
1965     6   5   4  11   8  13  11   8  16   3   4   4  93
1966     2   2   4   5  11   9   4   4   5   5   3   2  56
1967     4   2   4  11   9  15   4   7   8   7   5   7  83
1968     3   0   5  12   8   6   8  10  12   8   7   7  86
1969     6   5   6  10   7  11  13   6   7  13   3   0  87
1970     4   1   9  10  12   7   6   9  13  10   6   3  90
1971     3   7   3   5  11   7   7   7   6   8   9   5  78
1972     3   6   8   8  18   7  10  10  14   8   9   5 106
1973     8   6  16   9  12   6  14   7  15   8   7  12 120
1974     9   2   9  10  15   6   5  11   7   8   7   6  95
1975     7   7   6  11   8  12   3   8   8   3  11   4  88
1976     3   5   7  10   6   7   8   2   7   5   0   3  63
1977     8   5  11   7   9   7   7  11  11  10   7  10 103
1978     5   7   5  16  10   6   8   8   6   7   9   9  96
1979    11   3   8  11   9  11   9   7   4   5   6   3  87
1980     7   6   9   8   7   7   8  13   5   5   2   3  80
1981     1   4   5  10   8  13   8  11   5   7   9   6  87
1982     9   5  11  11  17   5  13   9  10   9   7   6 112
1983     5   7  12  11  12  13   2   4   6  12  13  11 108
1984     4   5  11  15  12  14  10   2   8  13   5   6 105
1985     6   7   9   7   9   9   8   9   8   9  11   6  98
1986     0   4   6  13  14   6   9   7  17  10   6   3  95
1987     3   2   9   9  12  10  13  14   6   6   6  10 100
1988     4   4   4   6   7   4   6   7  10   3   8   5  68
1989     6   7   4   3   8   9   8  11   7   9   1   7  80
1990     5   4  10   9  13  13  13  10   6   7   6   9 105
1991     7   2  12  16  14   9   9  11   6  10  15   7 118
1992     8   8  11  12   8   5  17   8  16   3  12  11 119
1993    10   9   9  11  18  15  19  14  12   4   5   6 132
1994     7   4   1  10   7  12  11  11   6   7   7   6  89
1995     6   6   8  15  13  14   8   4   9   7   7   8 105
1996     9   2   6   8  18  12  10  10   6   5  13   5 104
1997     6   7   4  12  12   9   7   6   6   8   6   9  92
1998     5  11  15  13  11  20   9  12   5  10   6   4 121
1999     5   9   4  16  13  11  10   4   7   4   4   6  93
2000     5   8   5  12  10  10   9   7   5   8   5  14  98
2001     9  12   6  10  18  12  10   4   8   8   6   5 108
2002     7   6  10  14  13   6   7   9   5  14   2   4  97
2003     9   7  11  15  18  12   9   8   6   6  10   9 120
2004     7   8  15   4  14  13  17   8   5  11  12   5 119
2005    12   9   7  10  11  13   6   0   0   0   0   0  68
STDDEV   3   3   4   4   4   4   4   3   4   3   3   3  19
AVG      5   5   7  10  11  10   9   8   8   7   6   6  92
