# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8755] WAUKON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    0    0    0    0
 Sep 20    1    0    0    0
 Sep 22    7    0    0    0
 Sep 24    9    0    0    0
 Sep 26   12    1    0    0
 Sep 28   18    3    1    0
 Sep 30   25    5    1    0
 Oct 02   33   11    7    0
 Oct 04   42   18    7    0
 Oct 06   62   20   11    1
 Oct 08   66   24   14    1
 Oct 10   74   29   18    3
 Oct 12   77   38   22    3
 Oct 14   83   42   24    3
 Oct 16   87   46   25    3
 Oct 18   88   59   38    3
 Oct 20   90   64   42    5
 Oct 22   92   66   44   16
 Oct 24   92   74   55   22
 Oct 26   92   79   59   24
 Oct 28   94   81   62   25
 Oct 30   98   83   64   29
 Nov 01   98   88   72   40
 Nov 03  100   92   77   53
 Nov 05  100   96   81   61
 Nov 07  100   98   88   64
 Nov 09  100   98   90   70
 Nov 11  100   98   94   75
 Nov 13  100  100   98   85
 Nov 15  100  100   98   90
 Nov 17  100  100   98   90
 Nov 19  100  100  100   94
 Nov 21  100  100  100   96
 Nov 23  100  100  100   98
 Nov 25  100  100  100   98
 Nov 27  100  100  100   98
 Nov 29  100  100  100   98
 Dec 01  100  100  100   98
 Dec 03  100  100  100   98
 Dec 05  100  100  100   98
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
