# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5198] MARSHALLTOWN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    2    0    0    0
 Sep 14    2    0    0    0
 Sep 16    4    0    0    0
 Sep 18    7    0    0    0
 Sep 20   15    1    0    0
 Sep 22   22    3    0    0
 Sep 24   26    3    0    0
 Sep 26   33    5    0    0
 Sep 28   41    8    1    0
 Sep 30   50   14    3    1
 Oct 02   53   17    6    2
 Oct 04   59   22    8    2
 Oct 06   66   29   12    3
 Oct 08   72   35   18    4
 Oct 10   78   41   23    8
 Oct 12   83   47   28   10
 Oct 14   85   49   30   11
 Oct 16   87   56   37   12
 Oct 18   90   65   46   16
 Oct 20   93   68   51   21
 Oct 22   95   73   55   23
 Oct 24   96   80   63   25
 Oct 26   96   82   68   33
 Oct 28   98   87   73   41
 Oct 30   99   90   80   49
 Nov 01   99   91   83   54
 Nov 03  100   91   85   63
 Nov 05  100   95   91   69
 Nov 07  100   98   94   75
 Nov 09  100  100   98   82
 Nov 11  100  100   99   87
 Nov 13  100  100   99   91
 Nov 15  100  100   99   93
 Nov 17  100  100   99   94
 Nov 19  100  100   99   95
 Nov 21  100  100   99   95
 Nov 23  100  100  100   96
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
