# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6243] ONAWA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.70   0.22   68(72)   14(15)   12(13)    1( 1)    0( 0)    0       95
  2 3/8-->3/14       1.31   0.24   59(66)   17(19)   11(12)    2( 2)    0( 0)    0       89
  3 3/15-->3/21      1.36   0.25   61(69)   13(15)   10(11)    4( 5)    0( 0)    0       88
  4 3/22-->3/28      2.89   0.38   49(55)   19(21)   13(15)    7( 8)    1( 1)    0       89
  5 3/29-->4/4       1.45   0.29   64(60)   17(16)   21(20)    4( 4)    0( 0)    0      106
  6 4/5-->4/11       2.30   0.32   55(59)   19(20)   15(16)    4( 4)    1( 1)    0       94
  7 4/12-->4/18      1.55   0.30   73(60)   27(22)   16(13)    6( 5)    0( 0)    0      122
  8 4/19-->4/25      3.20   0.41   56(50)   25(22)   22(19)    8( 7)    2( 2)    0      113
  9 4/26-->5/2       2.50   0.43   70(54)   26(20)   17(13)   11( 9)    5( 4)    0      129
 10 5/3-->5/9        2.20   0.37   61(48)   35(28)   19(15)   10( 8)    1( 1)    0      126
 11 5/10-->5/16      2.40   0.37   67(55)   24(20)   21(17)    7( 6)    2( 2)    0      121
 12 5/17-->5/23      2.92   0.48   59(47)   19(15)   33(26)   10( 8)    5( 4)    0      126
 13 5/24-->5/30      2.00   0.40   70(50)   29(21)   29(21)   11( 8)    0( 0)    0      139
 14 5/31-->6/6       2.59   0.39   63(53)   25(21)   22(18)    9( 8)    1( 1)    0      120
 15 6/7-->6/13       2.78   0.41   70(51)   30(22)   24(18)   11( 8)    2( 1)    0      137
 16 6/14-->6/20      4.83   0.55   56(46)   24(20)   21(17)   16(13)    6( 5)    0      123
 17 6/21-->6/27      3.38   0.56   56(50)   19(17)   17(15)   13(12)    7( 6)    0      112
 18 6/28-->7/4       3.86   0.45   50(51)   23(23)   11(11)   12(12)    3( 3)    0       99
 19 7/5-->7/11       5.02   0.51   56(48)   23(20)   22(19)   11( 9)    4( 3)    0      116
 20 7/12-->7/18      9.12   0.53   50(52)   16(16)   20(21)    7( 7)    4( 4)    0       97
 21 7/19-->7/25      3.10   0.40   51(54)   21(22)   14(15)    7( 7)    2( 2)    0       95
 22 7/26-->8/1       2.08   0.40   43(48)   21(23)   19(21)    6( 7)    1( 1)    0       90
 23 8/2-->8/8        4.02   0.40   61(53)   27(23)   17(15)    7( 6)    3( 3)    0      115
 24 8/9-->8/15       3.14   0.37   60(60)   20(20)   11(11)    7( 7)    2( 2)    0      100
 25 8/16-->8/22      2.55   0.45   45(48)   16(17)   19(20)   12(13)    1( 1)    0       93
 26 8/23-->8/29      1.84   0.37   46(54)   18(21)   12(14)    9(11)    0( 0)    0       85
 27 8/30-->9/5       4.37   0.45   47(49)   20(21)   19(20)    6( 6)    3( 3)    0       95
 28 9/6-->9/12       2.60   0.49   36(41)   18(21)   21(24)   10(11)    2( 2)    0       87
 29 9/13-->9/19      3.06   0.40   53(53)   17(17)   22(22)    7( 7)    1( 1)    0      100
 30 9/20-->9/26      2.01   0.32   62(62)   19(19)   12(12)    6( 6)    1( 1)    0      100
 31 9/27-->10/3      3.52   0.35   42(59)   13(18)   12(17)    3( 4)    1( 1)    0       71
 32 10/4-->10/10     3.08   0.45   46(56)   12(15)   13(16)    8(10)    3( 4)    0       82
 33 10/11-->10/17    2.52   0.43   32(54)   13(22)    7(12)    6(10)    1( 2)    0       59
 34 10/18-->10/24    1.73   0.29   46(69)   10(15)   10(15)    1( 1)    0( 0)    0       67
 35 10/25-->10/31    3.27   0.40   38(57)   12(18)   11(16)    5( 7)    1( 1)    0       67
 36 11/1-->11/7      1.65   0.29   42(63)   12(18)    8(12)    5( 7)    0( 0)    0       67
 37 11/8-->11/14     1.65   0.27   37(65)   13(23)    4( 7)    3( 5)    0( 0)    0       57
 38 11/15-->11/21    1.10   0.32   43(62)    8(12)   15(22)    3( 4)    0( 0)    0       69
 39 11/22-->11/28    1.55   0.22   45(69)   13(20)    6( 9)    1( 2)    0( 0)    0       65
 40 11/29-->12/5     1.87   0.18   53(85)    4( 6)    3( 5)    2( 3)    0( 0)    0       62
 41 12/6-->12/12     0.76   0.16   48(84)    5( 9)    4( 7)    0( 0)    0( 0)    0       57
 42 12/13-->12/19    1.10   0.19   47(77)    6(10)    6(10)    2( 3)    0( 0)    0       61
 43 12/20-->12/26    0.81   0.12   51(86)    5( 8)    3( 5)    0( 0)    0( 0)    0       59
 44 12/27-->1/2      0.82   0.19   42(71)    9(15)    8(14)    0( 0)    0( 0)    0       59
 45 1/3-->1/9        0.40   0.12   46(88)    6(12)    0( 0)    0( 0)    0( 0)    0       52
 46 1/10-->1/16      0.75   0.14   51(84)    6(10)    4( 7)    0( 0)    0( 0)    0       61
 47 1/17-->1/23      0.79   0.16   49(78)   10(16)    4( 6)    0( 0)    0( 0)    0       63
 48 1/24-->1/30      0.87   0.13   60(91)    4( 6)    2( 3)    0( 0)    0( 0)    0       66
 49 1/31-->2/6       0.79   0.18   41(76)   10(19)    3( 6)    0( 0)    0( 0)    0       54
 50 2/7-->2/13       0.92   0.18   45(79)    7(12)    5( 9)    0( 0)    0( 0)    0       57
 51 2/14-->2/20      1.56   0.25   50(70)   11(15)    9(13)    1( 1)    0( 0)    0       71
 52 2/21-->2/27      1.13   0.15   51(78)    8(12)    5( 8)    1( 2)    0( 0)    0       65
 53 2/28-->2/29      1.98   0.30    8(80)    1(10)    0( 0)    1(10)    0( 0)    0       10
ANNUAL TOTALS        9.12   0.35 2730(59)  839(18)  684(14)  283( 6)   66( 1)    0     4602
