# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5769] MOUNT-AYR
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    3    0    0    0
 Sep 20    7    0    0    0
 Sep 22   10    1    0    0
 Sep 24   15    3    0    0
 Sep 26   17    3    0    0
 Sep 28   24    5    1    0
 Sep 30   32    8    2    0
 Oct 02   35    8    2    0
 Oct 04   40   11    4    0
 Oct 06   46   14    6    1
 Oct 08   53   22   10    2
 Oct 10   61   26   14    6
 Oct 12   66   33   17    8
 Oct 14   70   39   22   10
 Oct 16   73   42   26   11
 Oct 18   78   46   30   13
 Oct 20   81   52   38   18
 Oct 22   85   55   41   21
 Oct 24   87   62   48   24
 Oct 26   90   70   57   32
 Oct 28   93   74   64   36
 Oct 30   95   78   66   41
 Nov 01   96   81   70   48
 Nov 03   96   84   75   56
 Nov 05   97   91   81   64
 Nov 07  100   94   85   68
 Nov 09  100   97   89   74
 Nov 11  100   98   91   80
 Nov 13  100   98   94   83
 Nov 15  100   98   95   84
 Nov 17  100   99   96   88
 Nov 19  100   99   96   91
 Nov 21  100   99   97   92
 Nov 23  100  100  100   94
 Nov 25  100  100  100   99
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
