# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1954] CRESCO-1-NE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.64   0.24   65(70)   16(17)   10(11)    2( 2)    0( 0)    0       93
  2 3/8-->3/14       1.91   0.25   75(69)   21(19)    9( 8)    4( 4)    0( 0)    0      109
  3 3/15-->3/21      1.45   0.23   72(74)   11(11)   11(11)    3( 3)    0( 0)    0       97
  4 3/22-->3/28      1.65   0.34   48(57)   18(21)   13(15)    5( 6)    0( 0)    0       84
  5 3/29-->4/4       2.90   0.34   60(59)   18(18)   15(15)    7( 7)    1( 1)    0      101
  6 4/5-->4/11       1.10   0.29   65(60)   21(19)   22(20)    1( 1)    0( 0)    0      109
  7 4/12-->4/18      2.83   0.33   70(58)   28(23)   15(13)    6( 5)    1( 1)    0      120
  8 4/19-->4/25      1.90   0.37   66(50)   32(24)   22(17)   11( 8)    0( 0)    0      131
  9 4/26-->5/2       2.45   0.40   74(55)   24(18)   23(17)   12( 9)    1( 1)    0      134
 10 5/3-->5/9        1.37   0.31   79(63)   23(18)   15(12)    8( 6)    0( 0)    0      125
 11 5/10-->5/16      1.77   0.39   71(50)   33(23)   25(17)   14(10)    0( 0)    0      143
 12 5/17-->5/23      2.88   0.38   70(55)   29(23)   18(14)    9( 7)    2( 2)    0      128
 13 5/24-->5/30      2.28   0.38   86(56)   26(17)   28(18)   10( 7)    3( 2)    0      153
 14 5/31-->6/6       4.12   0.37   71(60)   15(13)   24(20)    7( 6)    1( 1)    0      118
