# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5952] NEW-HAMPTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     5   7   8   9  13  10   9  14   6  10   5   7 103
1952     6   2   9   0  12  11   6   8   1   0   3   5  63
1953     3   4   8  10   8  12   8   6   5   2   3   5  74
1954     3   2   5   9   6  11   8   8   8  11   3   3  77
1955     8   4   4   8   9   6   5   6   6   5   5   5  71
1956     5   2   6   7  12   6   9  10   6   6   6   3  78
1957     6   3   7   6  13  14   8   9  10   8   5   6  95
1958     4   1   4   7   6   9  11   6   5   2   4   3  62
1959     7   5   6   3  12   6   8   8  10   9   7   5  86
1960     4   3   7  10  12   7   8  10   5   6   3   4  79
1961     4   5   7   6   5   3  14   5  10   6   3   5  73
1962     2  10   6  11  12   6  13   6   6   6   0   0  78
1963     3   3   5   6   4   0   0   0   0   0   0   0  21
1964     0   0   7   0   8   7   4   9   8   2   7   7  59
1965     5   6  11  14  10  10   8  12  20   5   7   6 114
1966     6   4   7  11   8  12   8   4   5   3   2   6  76
1967     7   8   5   8   6  12   7   7   6   8   5   4  83
1968     7   2   5  10   8  14  10   6  12   9   6  11 100
1969    10   1   5  13  17  14  11   3   7   8   5   8 102
1970     4   1   5   8   9   7   9   8  13  10   9   3  86
1971     3   7   5   6  11  11  10   3   7  11   7   6  87
1972     5   4   6  11  11   9  10   9  10  10   5   9  99
1973     5   7  10  13  13   9   7   7  14   6   8   6 105
1974     5   7   6   9  11   6   8   9   5   8   7   6  87
1975    11   5   8  12  12  12   5  12   6   2  11   3  99
1976     4   4   7  11   9   9   7   4   2   5   1   4  67
1977     8   4  10  10  10   8  12  17  10   8  11   8 116
1978     5   8   3  12   6  11  13   7   7   6   8   7  93
1979    13   5   9  10  12  12   8  18   4   9   9   3 112
1980     8   6   3   6   9   7   4  15  11   5   3   4  81
1981     3   9   2  11   8  12  12  13   5   9  10   6 100
1982    12   3  10  11  18   9  11   7  11   7  12   7 118
1983     7   9  11  11  19  11   9   8   8   9  14  10 126
1984     3   3  11  12  11  11  10   5  12  12   7  13 110
1985     9   8  11  10   9   8   8  12  14  15  17   8 129
1986     3   6   5  15  13  12  10   7  15  10   7   5 108
1987     6   0  10   6  11   8   5  14   8   4  14  10  96
1988     5   4   5   7   3   5   8  10   8   6  13   4  78
1989     6   6   7   9   9   9   9   8   8   8   7   7  93
1990     6   4   9  16  12  17  11  11   5   6   7   9 113
1991     7   3  12  14  17   7  12   8  13  14  12   8 127
1992     7   5  11  11   8   4  17   7  11   5   8  13 107
1993     7   9  10  12  15  16  13  12   7   3   7   9 120
1994    11   8   6  10   9   9  13  10  13   7   7   5 108
1995     6   1  10  14  10  12   7  10   7  11   4   3  95
1996     6   2   8   6  16  11   6   6   7   8  12   7  95
1997    10   6   5   9   8  10   7  11   4   4   3   7  84
1998     7  11  13  13   7  12   6   9   6  10   3   4 101
1999    10   3   3  11  14   8  11  10   6   3   3   7  89
2000     8   8  10   7  12  15   5   6   6   8  10  12 107
2001     8   9   5  11  15  10   9   7   5   6   6   8  99
2002     6   6   9  11   8   9   7   9   9  14  10   6 104
2003     7  10   9   9   9  11   8   3   6   6  10   9  97
2004    10   9  14   7  16  13   8   9   5   8   8   6 113
2005    13  12   9   8  12  14   8   0   0   0   0   0  76
STDDEV   3   3   3   3   4   3   3   4   4   3   4   3  20
AVG      6   5   7   9  11  10   9   8   8   7   7   6  93
