# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0241] ANKENY-3-S
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia0241
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  32   1  36   2  36   4  43   2  44   4  35   6  31   6  33  12  38  11  44   4  39   2  39   2
  2  27   1  55   2  42   4  39   2  37   5  36   6  32  14  37   9  34   8  41   8  38   4  32   2
  3  32   3  34   3  40   3  45   3  40   4  36   4  35  11  32  11  40   9  40   3  36   4  39   5
  4  36   2  41   2  36   3  50   8  44   6  30   6  36   9  31   6  41   2  43   5  41   4  36   4
  5  38   2  45   2  37   4  47   2  39   6  35   5  33   9  36   5  38   7  40  10  40   3  31   2
  6  39   3  33   3  40   2  46   8  45   8  39   6  32   8  34   7  41   7  40   6  36   4  48   3
  7  45   4  36   1  43   4  55  10  42   4  39  11  34   3  37   4  37   8  41   9  39   3  48   4
  8  39   5  41   2  41   3  40   6  44   6  38   7  35   8  31   6  39  10  40  10  43   5  34   3
  9  34   2  38   2  42   5  49   6  39   4  36   5  29   5  31   8  39   8  39   5  39   3  35   4
 10  46   4  36   2  45   1  39   7  38   7  35  10  32  13  36  10  41   9  41   4  41   4  38   2
 11  43   4  39   5  40   3  44   3  39   4  35   9  33  10  32  13  42  10  43   6  36   3  40   3
 12  37   5  36   1  45   1  42   5  37   6  29   3  31   7  32   7  50   7  43   9  44   2  32   2
 13  39   3  41   4  35   3  44   1  43   7  32  12  37   7  34   7  38   8  39   6  39   3  53   4
 14  37   3  40   4  39   3  39   4  41   8  33  10  31  11  36   8  40   5  44   9  46   4  41   2
 15  38   6  65   3  40   4  41   4  36   8  34   3  36   6  33   9  36   6  40   6  38   7  40   4
 16  39   3  40   5  38   3  39   4  48   9  32   9  35  10  38   7  40   5  41   5  36   5  32   6
 17  39   3  43   3  40   7  45   4  37   3  35  11  34  10  35  10  40   5  39   6  35   4  33   4
 18  46   3  41   3  45   4  40   4  43   5  31   6  29  12  34   8  40   9  45   3  33   5  37   2
 19  40   4  39   2  34   4  48   4  45   5  32  11  30   8  30   6  40   6  43   8  36   2  45   1
 20  40   5  39   3  37   3  41   4  40  11  36   8  32   8  33  10  35   7  46   3  45   3  37   2
 21  38   5  41   4  40   4  42   3  34   8  33   9  27   4  31   6  36   6  36   3  42   3  39   5
 22  45   3  39   3  53   4  37   3  33   5  33   8  29   9  33   8  37   8  39   5  46   3  40   2
 23  37   3  34   2  38   5  41   7  38   7  32   8  33   8  34   9  43   4  40   5  33   2  33   3
 24  41   4  45   3  55   3  38   4  37  11  33   9  35   9  37   7  40   5  43   4  36   4  37   3
 25  39   3  46   4  57   6  42   4  42   9  30  13  32  10  37   6  37   9  44   4  37   1  37   2
 26  43   5  37   5  42   4  39   6  33   5  33   8  41  10  38   6  42   7  41   7  39   3  37   1
 27  36   3  38   3  43   4  39   6  36   4  36   9  34   8  40   7  39  10  42   5  37   2  36   3
 28  45   3  35   5  36   3  39   9  36   6  37   9  33   7  38  10  47   5  37   5  48   4  50   2
 29  43   4  33   8  40   3  39   8  34   5  31   9  33  11  33   4  39   3  41   5  29   2  45   4
 30  39   4  **  **  39   3  35   6  35   5  35   7  31   7  32  10  42   7  39   4  39   4  38   2
 31  46   4  **  **  45   6  **  **  37   5  **  **  37   9  41   3  **  **  40   5  **  **  40   2
