# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6800] PRIMGHAR
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia6800   BASE TEMP=30
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    23 113           9    28 271          158
   1952   4    14 105          10     4 278          173
   1953   4    20 110          10    26 299          189
   1954   5     9 129          10    16 289          160
   1955   4     7  97          10    14 287          190
   1956   5     4 125          10     7 281          156
   1957   4    14 104          10    25 298          194
   1958   4    29 119          10     1 274          155
   1959   4    21 111          10     8 281          170
   1960   4    30 121          10    19 293          172
   1961   5     2 122          10     1 274          152
   1962   4    17 107          10    23 296          189
   1963   5    22 142          10    29 302          160
   1964   4    18 109          10     9 283          174
   1965   4    28 118           9    24 267          149
   1966   5     1 121          10     1 274          153
   1967   5     3 123           9    27 270          147
   1968   4    25 116          10     4 278          162
   1969   4    11 101          10    14 287          186
   1970   5     2 122          10     9 282          160
   1971   5    12 132          10    28 301          169
   1972   4    24 115          10    17 291          176
   1973   4    27 117          10    16 289          172
   1974   4    23 113           9    30 273          160
   1975   4    12 102          10     1 274          172
   1976   5     3 124          10     6 280          156
   1977   4     6  96          10     9 282          186
   1978   4    21 111          10    16 289          178
   1979   4    30 120          10     9 282          162
   1980   5     8 129          10     3 277          148
   1981   5    10 130          10     2 275          145
   1982   4    22 112          10    20 293          181
   1983   4    19 109           9    22 265          156
   1984   5     1 122           9    26 270          148
   1985   4     9  99           9    26 269          170
   1986   4    22 112          10    13 286          174
   1987   4    10 100          10     7 280          180
   1988   4    27 118          10     4 278          160
   1989   5     6 126           9    23 266          140
   1990   5     1 121           9    23 266          145
   1991   4    10 100           9    19 262          162
   1992   4    27 118           9    28 272          154
   1993   4    21 111           9    27 270          159
   1994   5     1 121          10    24 297          176
   1995   4    27 117           9    22 265          148
   1996   5     1 122          10     3 277          155
   1997   5    15 135          10    14 287          152
   1998   4    17 107          11     3 307          200
   1999   4    18 108          10     2 275          167
   2000   4    21 112           9    25 269          157
   2001   4    24 114          10     6 279          165
   2002   5     2 122          10     7 280          158
   2003   4     9  99           9    30 273          174
   2004   5    14 135          10     2 276          141
             MEAN=115              MEAN=280     MEAN=165
