# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2789] FAIRFIELD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        2.90   0.31   58(57)   25(25)   15(15)    3( 3)    1( 1)    0      102
  2 3/8-->3/14       1.65   0.30   59(61)   18(19)   15(16)    4( 4)    0( 0)    0       96
  3 3/15-->3/21      2.05   0.30   48(57)   25(30)    6( 7)    4( 5)    1( 1)    0       84
  4 3/22-->3/28      1.83   0.28   65(63)   20(19)   17(16)    2( 2)    0( 0)    0      104
  5 3/29-->4/4       2.63   0.28   84(69)   20(17)    9( 7)    6( 5)    2( 2)    0      121
  6 4/5-->4/11       2.07   0.38   64(55)   19(16)   24(21)    8( 7)    1( 1)    0      116
  7 4/12-->4/18      1.57   0.33   69(53)   29(22)   23(18)    8( 6)    0( 0)    0      129
  8 4/19-->4/25      2.23   0.37   78(53)   28(19)   26(18)   12( 8)    2( 1)    0      146
  9 4/26-->5/2       1.87   0.35   72(59)   17(14)   26(21)    7( 6)    0( 0)    0      122
 10 5/3-->5/9        2.90   0.42   70(49)   31(22)   27(19)   12( 8)    2( 1)    0      142
 11 5/10-->5/16      3.00   0.39   70(55)   22(17)   23(18)   11( 9)    1( 1)    0      127
 12 5/17-->5/23      3.17   0.33   87(62)   24(17)   21(15)    7( 5)    2( 1)    0      141
 13 5/24-->5/30      4.37   0.47   77(51)   24(16)   30(20)   17(11)    3( 2)    0      151
 14 5/31-->6/6       2.65   0.38   67(55)   22(18)   24(20)    6( 5)    2( 2)    0      121
 15 6/7-->6/13       2.50   0.44   75(51)   23(16)   31(21)   14(10)    3( 2)    0      146
 16 6/14-->6/20      2.04   0.40   60(58)   11(11)   22(21)    9( 9)    1( 1)    0      103
 17 6/21-->6/27      2.85   0.38   66(52)   29(23)   24(19)    5( 4)    2( 2)    0      126
 18 6/28-->7/4       2.39   0.58   45(41)   15(14)   29(26)   19(17)    2( 2)    0      110
 19 7/5-->7/11       2.90   0.52   56(51)   14(13)   24(22)   11(10)    5( 5)    0      110
 20 7/12-->7/18      2.35   0.50   44(47)   14(15)   22(23)   12(13)    2( 2)    0       94
 21 7/19-->7/25      3.88   0.48   60(49)   25(20)   21(17)   14(11)    3( 2)    0      123
 22 7/26-->8/1       3.16   0.49   47(47)   20(20)   18(18)   11(11)    3( 3)    0       99
 23 8/2-->8/8        4.65   0.52   63(51)   23(19)   14(11)   17(14)    6( 5)    0      123
 24 8/9-->8/15       3.10   0.49   39(44)   17(19)   20(23)   10(11)    2( 2)    0       88
 25 8/16-->8/22      2.22   0.45   47(45)   27(26)   16(15)   13(13)    1( 1)    0      104
 26 8/23-->8/29      3.29   0.54   45(49)   16(18)   15(16)    9(10)    6( 7)    0       91
 27 8/30-->9/5       2.67   0.39   54(56)   19(20)   13(14)    8( 8)    2( 2)    0       96
 28 9/6-->9/12       1.82   0.37   52(57)   14(15)   16(18)    9(10)    0( 0)    0       91
 29 9/13-->9/19      3.37   0.53   56(48)   24(21)   18(16)   11( 9)    7( 6)    0      116
 30 9/20-->9/26      3.18   0.56   39(38)   24(23)   25(24)   12(12)    4( 4)    0      104
 31 9/27-->10/3      2.25   0.41   42(53)   11(14)   17(21)    9(11)    1( 1)    0       80
 32 10/4-->10/10     2.57   0.44   58(60)   15(15)    9( 9)   12(12)    3( 3)    0       97
 33 10/11-->10/17    2.48   0.35   53(62)   13(15)   14(16)    3( 4)    2( 2)    0       85
 34 10/18-->10/24    2.65   0.36   60(57)   21(20)   17(16)    4( 4)    3( 3)    0      105
 35 10/25-->10/31    1.25   0.29   62(60)   19(18)   19(18)    4( 4)    0( 0)    0      104
 36 11/1-->11/7      1.60   0.37   48(56)   12(14)   15(18)   10(12)    0( 0)    0       85
 37 11/8-->11/14     2.53   0.29   51(64)   15(19)    9(11)    4( 5)    1( 1)    0       80
 38 11/15-->11/21    2.26   0.35   50(56)   22(24)   12(13)    4( 4)    2( 2)    0       90
 39 11/22-->11/28    1.72   0.29   53(62)   19(22)   10(12)    4( 5)    0( 0)    0       86
 40 11/29-->12/5     2.32   0.23   66(73)   15(17)    5( 6)    3( 3)    1( 1)    0       90
 41 12/6-->12/12     2.02   0.25   63(69)   14(15)   11(12)    2( 2)    1( 1)    0       91
 42 12/13-->12/19    2.09   0.23   56(75)   13(17)    3( 4)    2( 3)    1( 1)    0       75
 43 12/20-->12/26    1.36   0.21   56(74)   10(13)    9(12)    1( 1)    0( 0)    0       76
 44 12/27-->1/2      1.41   0.23   62(67)   20(22)    7( 8)    3( 3)    0( 0)    0       92
 45 1/3-->1/9        1.35   0.24   44(68)   13(20)    4( 6)    4( 6)    0( 0)    0       65
 46 1/10-->1/16      1.30   0.19   61(81)    6( 8)    6( 8)    2( 3)    0( 0)    0       75
 47 1/17-->1/23      1.64   0.21   60(70)   19(22)    5( 6)    2( 2)    0( 0)    0       86
 48 1/24-->1/30      1.06   0.15   82(86)    6( 6)    6( 6)    1( 1)    0( 0)    0       95
 49 1/31-->2/6       0.85   0.16   66(86)    7( 9)    4( 5)    0( 0)    0( 0)    0       77
 50 2/7-->2/13       2.24   0.21   55(80)    8(12)    5( 7)    0( 0)    1( 1)    0       69
 51 2/14-->2/20      1.44   0.20   74(76)   14(14)    7( 7)    2( 2)    0( 0)    0       97
 52 2/21-->2/27      2.19   0.23   66(72)   19(21)    4( 4)    2( 2)    1( 1)    0       92
 53 2/28-->2/29      0.65   0.16   11(79)    2(14)    1( 7)    0( 0)    0( 0)    0       14
ANNUAL TOTALS        4.65   0.36 3115(58)  952(17)  813(15)  369( 6)   83( 1)    0     5332
