# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2724] ESTHERVILLE-2-N
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.51   0.25   49(69)   12(17)    8(11)    2( 3)    0( 0)    0       71
  2 3/8-->3/14       1.50   0.29   42(61)   13(19)   11(16)    3( 4)    0( 0)    0       69
  3 3/15-->3/21      1.50   0.24   53(68)   15(19)    9(12)    1( 1)    0( 0)    0       78
  4 3/22-->3/28      1.42   0.35   46(62)   11(15)   11(15)    6( 8)    0( 0)    0       74
  5 3/29-->4/4       1.90   0.30   49(56)   22(25)   12(14)    4( 5)    0( 0)    0       87
  6 4/5-->4/11       1.92   0.30   67(68)   13(13)   11(11)    7( 7)    0( 0)    0       98
  7 4/12-->4/18      1.96   0.33   62(57)   23(21)   14(13)    9( 8)    0( 0)    0      108
  8 4/19-->4/25      2.10   0.36   75(61)   23(19)   11( 9)   12(10)    1( 1)    0      122
  9 4/26-->5/2       3.50   0.36   74(59)   27(21)   16(13)    7( 6)    2( 2)    0      126
 10 5/3-->5/9        4.95   0.39   73(59)   21(17)   21(17)    7( 6)    2( 2)    0      124
 11 5/10-->5/16      3.00   0.36   63(50)   29(23)   30(24)    3( 2)    1( 1)    0      126
 12 5/17-->5/23      3.00   0.38   73(57)   26(20)   18(14)    7( 5)    4( 3)    0      128
 13 5/24-->5/30      2.26   0.35   87(62)   18(13)   26(18)    8( 6)    2( 1)    0      141
 14 5/31-->6/6       3.89   0.39   62(56)   23(21)   11(10)   14(13)    1( 1)    0      111
 15 6/7-->6/13       3.50   0.44   80(56)   28(20)   17(12)   11( 8)    6( 4)    0      142
 16 6/14-->6/20      3.50   0.43   84(56)   28(19)   19(13)   15(10)    4( 3)    0      150
 17 6/21-->6/27      2.43   0.52   56(48)   20(17)   22(19)   14(12)    5( 4)    0      117
 18 6/28-->7/4       3.26   0.52   51(46)   22(20)   22(20)   12(11)    3( 3)    0      110
 19 7/5-->7/11       2.43   0.46   63(53)   21(18)   19(16)   10( 8)    6( 5)    0      119
 20 7/12-->7/18      2.00   0.36   59(56)   16(15)   25(24)    6( 6)    0( 0)    0      106
 21 7/19-->7/25      2.37   0.41   58(53)   25(23)   16(15)    8( 7)    3( 3)    0      110
 22 7/26-->8/1       2.13   0.35   58(63)   15(16)   10(11)    8( 9)    1( 1)    0       92
 23 8/2-->8/8        2.20   0.47   50(49)   18(17)   19(18)   15(15)    1( 1)    0      103
 24 8/9-->8/15       1.86   0.44   43(49)   21(24)   11(13)   12(14)    0( 0)    0       87
 25 8/16-->8/22      2.50   0.38   63(56)   22(19)   16(14)   11(10)    1( 1)    0      113
 26 8/23-->8/29      2.75   0.45   58(56)   14(14)   20(19)    9( 9)    2( 2)    0      103
 27 8/30-->9/5       5.80   0.40   55(60)   18(20)   11(12)    5( 5)    2( 2)    0       91
 28 9/6-->9/12       4.75   0.38   60(63)   17(18)    9( 9)    7( 7)    2( 2)    0       95
 29 9/13-->9/19      6.45   0.47   56(55)   18(18)   19(19)    6( 6)    3( 3)    0      102
 30 9/20-->9/26      2.50   0.38   65(59)   17(15)   19(17)    9( 8)    1( 1)    0      111
 31 9/27-->10/3      2.58   0.35   46(57)   16(20)   15(19)    3( 4)    1( 1)    0       81
 32 10/4-->10/10     2.01   0.36   53(58)   17(19)   13(14)    7( 8)    1( 1)    0       91
 33 10/11-->10/17    1.95   0.34   34(53)   17(27)    9(14)    4( 6)    0( 0)    0       64
 34 10/18-->10/24    1.25   0.27   39(62)   14(22)    8(13)    2( 3)    0( 0)    0       63
 35 10/25-->10/31    2.01   0.29   45(71)    8(13)    5( 8)    4( 6)    1( 2)    0       63
 36 11/1-->11/7      1.65   0.22   53(77)    8(12)    6( 9)    2( 3)    0( 0)    0       69
 37 11/8-->11/14     1.95   0.32   39(68)    7(12)    6(11)    5( 9)    0( 0)    0       57
 38 11/15-->11/21    2.40   0.31   44(62)   12(17)   11(15)    3( 4)    1( 1)    0       71
 39 11/22-->11/28    1.15   0.21   40(75)    8(15)    4( 8)    1( 2)    0( 0)    0       53
 40 11/29-->12/5     2.30   0.21   42(78)    7(13)    4( 7)    0( 0)    1( 2)    0       54
 41 12/6-->12/12     0.50   0.13   42(89)    5(11)    0( 0)    0( 0)    0( 0)    0       47
 42 12/13-->12/19    1.11   0.19   43(77)    8(14)    4( 7)    1( 2)    0( 0)    0       56
 43 12/20-->12/26    0.75   0.14   41(85)    6(13)    1( 2)    0( 0)    0( 0)    0       48
 44 12/27-->1/2      0.92   0.18   43(78)    9(16)    3( 5)    0( 0)    0( 0)    0       55
 45 1/3-->1/9        1.41   0.20   37(77)    8(17)    2( 4)    1( 2)    0( 0)    0       48
 46 1/10-->1/16      1.37   0.16   38(83)    5(11)    2( 4)    1( 2)    0( 0)    0       46
 47 1/17-->1/23      1.22   0.15   35(81)    6(14)    1( 2)    1( 2)    0( 0)    0       43
 48 1/24-->1/30      1.12   0.17   40(80)    6(12)    3( 6)    1( 2)    0( 0)    0       50
 49 1/31-->2/6       0.50   0.16   36(78)   10(22)    0( 0)    0( 0)    0( 0)    0       46
 50 2/7-->2/13       1.00   0.16   44(88)    2( 4)    4( 8)    0( 0)    0( 0)    0       50
 51 2/14-->2/20      1.68   0.23   44(79)    4( 7)    4( 7)    4( 7)    0( 0)    0       56
 52 2/21-->2/27      0.85   0.19   45(74)   11(18)    5( 8)    0( 0)    0( 0)    0       61
 53 2/28-->2/29      0.65   0.17    8(73)    2(18)    1( 9)    0( 0)    0( 0)    0       11
ANNUAL TOTALS        6.45   0.35 2765(61)  792(17)  594(13)  288( 6)   58( 1)    0     4497
