# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7979] STORM-LAKE-2-E
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    5    0    0    0
 Sep 18    7    0    0    0
 Sep 20   10    0    0    0
 Sep 22   16    2    0    0
 Sep 24   22    5    0    0
 Sep 26   25    6    0    0
 Sep 28   34    8    1    0
 Sep 30   41   12    3    0
 Oct 02   44   13    4    0
 Oct 04   50   17    7    1
 Oct 06   58   25    8    1
 Oct 08   66   29    9    3
 Oct 10   71   36   15    6
 Oct 12   75   44   22    8
 Oct 14   79   48   24    9
 Oct 16   85   52   26   10
 Oct 18   86   58   34   16
 Oct 20   89   63   40   21
 Oct 22   91   67   47   24
 Oct 24   91   75   56   28
 Oct 26   94   77   65   35
 Oct 28   96   84   72   40
 Oct 30   96   86   76   50
 Nov 01   98   89   80   55
 Nov 03   99   92   85   66
 Nov 05   99   94   89   74
 Nov 07  100   99   93   78
 Nov 09  100   99   96   84
 Nov 11  100   99   97   89
 Nov 13  100  100   98   92
 Nov 15  100  100   99   95
 Nov 17  100  100   99   95
 Nov 19  100  100   99   97
 Nov 21  100  100   99   98
 Nov 23  100  100  100  100
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
