# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8339] TRIPOLI-4-N
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia8339
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.91  2.92  6.80 10.83  3.83  7.06  3.12  6.26  2.33  4.23  1.36  1.38 51.03
 1952  1.86  0.48  3.91  1.47  5.89  4.00  1.94  3.28  0.67  0.00  2.20  1.32 27.02
 1953  0.52  1.95  3.34  4.64  1.76  6.01  6.04  2.31  0.96  0.68  1.61  1.72 31.54
 1954  0.20  0.76  1.32  5.19  4.18  5.77  2.76  4.99  3.22  6.91  0.31  0.80 36.41
 1955  0.51  0.99  0.98  0.00  5.36  1.13  4.29  3.83  2.84  5.55  0.26  0.49 26.23
 1956  0.52  0.24  1.87  2.23  4.63  2.37  4.54  4.42  1.77  1.99  2.00  0.33 26.91
 1957  0.29  0.07  1.10  2.03  3.72  3.93  2.36  4.59  2.69  1.40  2.41  0.58 25.17
 1958  0.29  0.00  0.26  1.85  3.41  3.42  6.98  4.37  3.50  0.35  2.48  0.22 27.13
 1959  0.23  0.64  2.91  1.03  5.80  4.54  1.92  7.20  3.13  1.76  2.68  1.45 33.29
 1960  1.46  0.95  1.59  6.69  6.56  2.32  1.62  5.91  4.03  3.32  0.65  0.66 35.76
 1961  0.46  2.34  4.90  3.17  2.54  1.54  5.71  2.20  6.99  4.01  2.79  1.61 38.26
 1962  0.08  2.23  1.99  1.55  5.23  1.41 10.79  4.24  1.85  2.40  0.19  0.33 32.29
 1963  0.82  0.64  2.51  4.35  3.69  3.05  6.78  3.95  2.68  1.34  1.23  0.93 31.97
 1964  0.41  0.10  1.74  4.82  3.49  4.55  1.73  2.52  4.18  0.25  0.73  1.40 25.92
 1965  1.07  1.53  3.07  4.11  4.61  4.47  2.35  5.22  8.02  1.49  1.68  1.79 39.41
 1966  1.37  1.41  2.90  3.83  3.17  6.45  5.56  2.41  0.40  1.61  0.42  1.13 30.66
 1967  2.08  1.05  2.47  1.94  2.45  7.25  2.71  3.79  1.35  2.40  1.11  0.97 29.57
 1968  0.89  0.13  1.18  4.77  3.44  4.34 11.21  2.38  3.60  3.63  0.84  2.57 38.98
 1969  1.76  0.05  0.91  4.52  4.46  8.10  4.65  1.85  1.80  3.34  0.23  1.61 33.28
 1970  0.25  0.70  1.65  1.41  7.40  3.51  5.75  1.47  7.67  5.47  1.71  1.47 38.46
 1971  0.00  3.29  1.39  1.73  6.17  4.89  2.39  0.45  3.99  1.95  3.56  2.09 31.90
 1972  0.40  0.85  2.65  2.91  4.42  4.70  5.76  6.58  7.23  3.64  1.55  2.25 42.94
 1973  1.50  1.52  3.20  3.28  6.09  4.71  4.10  1.54  4.83  2.39  3.85  2.66 39.67
 1974  0.92  1.29  1.86  3.52  5.85  4.77  3.23  3.53  1.66  3.97  1.00  1.53 33.13
 1975  1.52  1.53  3.05  4.50  3.15  3.52  0.92  5.21  0.86  0.16  4.40  0.63 29.45
 1976  0.30  1.43  3.99  5.72  2.43  2.17  2.92  0.95  0.90  1.58  0.05  0.63 23.07
 1977  0.85  0.55  3.63  2.67  3.13  3.14  6.39  8.94  5.02  3.35  1.33  1.55 40.55
 1978  1.13  0.57  0.58  6.88  2.93  5.32  7.93  2.38  5.83  1.41  3.73  0.92 39.61
 1979  1.80  0.62  2.75  4.37  3.67  4.10  5.54 15.26  0.41  4.31  1.90  0.41 45.14
 1980  1.65  0.80  0.85  2.17  5.40  5.30  3.86  9.92  3.80  1.86  0.60  0.34 36.55
 1981  0.35  2.05  0.38  6.85  2.50  6.75  4.15 13.11  2.35  1.57  1.63  1.29 42.98
 1982  1.57  0.54  0.00  3.25 10.73  3.03  0.00  0.00  0.00  0.00  0.00  0.00 19.12
 1983  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
 1984  0.00  0.00  0.00  0.00  0.00  0.00  0.22  0.37  1.73  4.27  2.57  2.11 11.27
 1985  0.74  1.23  2.73  1.46  2.17  2.60  4.58  4.09  7.06  2.25  1.75  1.86 32.52
 1986  0.61  1.75  1.67  3.69  4.88  3.62  5.06  3.95  4.51  4.35  2.43  0.37 36.89
 1987  0.42  0.02  2.32  2.08  4.50  2.72  4.17  8.16  2.46  0.68  3.18  1.67 32.38
 1988  1.44  0.05  1.20  2.30  1.47  2.68  2.18  3.45  1.96  0.68  3.01  0.69 21.11
 1989  0.81  0.32  1.37  2.96  2.86  1.71  1.90  1.81  4.97  3.55  0.00  0.28 22.54
 1990  0.53  0.33  4.80  3.65  5.16  8.75  8.54 10.12  1.85  1.93  1.06  0.97 47.69
 1991  0.58  0.28  3.70  8.55  5.55  4.01  5.53  3.11  4.93  3.27  6.06  1.82 47.39
 1992  1.33  0.76  1.07  3.10  1.92  2.13  6.21  3.43  3.99  0.83  5.33  1.82 31.92
 1993  0.85  0.83  2.46  3.97  3.80  8.13  7.27  9.38  2.41  1.66  1.28  0.55 42.59
 1994  1.73  1.07  0.02  1.86  1.98  5.33  5.22  2.15  3.98  3.51  2.49  0.80 30.14
 1995  0.64  0.04  3.16  4.28  3.56  5.65  3.15  5.71  2.01  2.87  2.51  0.35 33.93
 1996  1.94  0.00  1.54  1.44  4.51  7.14  1.69  2.51  2.60  4.20  3.64  1.47 32.68
 1997  1.40  1.18  2.14  1.15  6.42  8.73  5.35  3.34  2.51  4.01  0.34  0.72 37.29
 1998  0.83  1.92  3.01  4.65  3.45  9.75  1.12  7.03  2.09  5.73  1.27  0.31 41.16
 1999  1.70  0.72  0.81  5.29  9.34  5.90  9.12  4.88  1.06  0.72  1.21  0.75 41.50
 2000  0.81  0.63  1.34  4.44  4.20  9.30  2.54  4.92  2.69  1.33  3.24  2.28 37.72
 2001  1.16  1.19  1.12  3.07  6.49  2.58  3.34  3.44  5.20  2.09  1.45  0.81 31.94
 2002  0.19  1.40  0.73  3.25  3.82  5.27  4.25  4.18  1.53  2.41  0.27  0.40 27.70
 2003  0.53  0.36  1.07  3.37  6.44  4.06  4.58  0.42  2.09  0.71  3.31  0.54 27.48
 2004  0.73  1.09  4.90  2.02 10.51  4.20  6.26  4.75  1.53  2.57  1.56  0.61 40.73
 2005  1.69  1.51  1.34  2.05  4.01  7.34  5.05 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.88  0.93  2.08  3.40  4.35  4.53  4.32  4.38  3.03  2.44  1.82  1.08 32.58
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
