# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1402] CHARLES-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     9  10  13  16  10  11  10  14   9  12   8  13 135
1952     9   4  13   6  13  12  11  10   5   0   5   8  96
1953     6   5  13  14  12  11  13   5   5   1   5  10 100
1954     4   4  11  10  10  14   9   7   9  12   4   6 100
1955     9   7   7   9  11  12  12   6   7   8   7   6 101
1956     7   5  11  10  13   7  13  13   8   8   9   8 112
1957     8   5  10   8  12  16  12  12  11   7   7   6 114
1958     7   3   6   9   6  13  12  10   6   4   6   5  87
1959    10  11   9   7  13  15   9  11  11   9   8   9 122
1960     5   5  12  12  17  14   8  12  10   6   6   6 113
1961     5   7  12  10  10   7  16   5  12   7   9   8 108
1962     4  15  10  14  13   9  11   7   8   8   2   4 105
1963     5   8   9  11  10   7  10   6  10   6   4   6  92
1964     5   1  12  12  13   9   5   7  12   2  11  12 101
1965     6   7  14  15  11  11   9  14  19   6   6   5 123
1966     7   4   9  12   9  15   9   7   6   4   5   5  92
1967    10   9   7   9   5  17   7   9   6   9   9   7 104
1968     8   2   8   9  11  15  15   8  13  10   6  12 117
1969    10   2   9  14  16  14  14   4  10   9   5   8 115
1970     7   8   6  11  11  10  10   9  10  12  10   6 110
1971     6   7   7   7  12  10  10   2   9  13   9   9 101
1972     5   5   9  11  13   9   9  12  14  13   9  10 119
1973     8   7  14  14  14   8  12   8  15   7   9   9 125
1974     9   8   8   9  15  13   8   8   8   7   6  10 109
1975    10   7  10  13   9  15   4  11   7   2  11   4 103
1976     3   5   9   9   9   9   9   6   5   7   0   5  76
1977     7   5  10  10  12  10  12  16   9   9  10   8 118
1978     7  10   3  10   8  11  14   7   6   5   7   8  96
1979    11   6   8  10  12  11  10  15   5  10   7   3 108
1980     9   5   5   5  10   7   5  17  10   5   2   3  83
1981     1   9   3  13   8  13   9  14   5   8   8   7  98
1982    11   6  13  11  18   8  11   6  10  10  11   7 122
1983     6   9  12  11  19  12   7   7   9  10  10  10 122
1984     3   5  10  12  12  11   8   9   7  13   7  11 108
1985     7   7  10   9  10   8   5  11  12  11  11   7 108
1986     5   7   6  14  14  10   9   9  16  12   6   5 113
1987     4   0   9   9  10   9   6  14   8   4  11   8  92
1988     7   5   6   9   4   5   7   9   8   4  11   4  79
1989     6   5   8   8   7   8   8   8   8   7   8   4  85
1990     5   6  10  12  11  19  12  11   4   5   6  11 112
1991     7   4  13  11  14   6   7   7  11  10  13   7 110
1992     7   5  11  11   8   6  18   9  13   6   9  10 113
1993     5   8  10  12  13  16  16  15  11   5   6  11 128
1994    12   8   5   9   9  12  15   8  11   8   6   4 107
1995     6   2  13  16  10  13  11  12   8  14   6   4 115
1996     9   2   7   7  18  16   9  10   9   9  12   9 117
1997    11   5   8   9  10  10  13  12  10   4   4   5 101
1998     9  12  13  12  10  15   8  14   5  13   4   5 120
1999    12   3   4  12  17  11  12   8   5   4   4   7  99
2000     7   9  14   6  16  19   7   5   6  10   9  11 119
2001    16   7   4  13  17  10   9   8   7   4   6   6 107
2002     9   7   8  15   9  10  10  11  12  12   3   7 113
2003     9   7   9  13  16  14  14   6   7   7  11  13 126
2004    11  12  22   8  20  19  14  16   6  18   9  12 167
2005    17  13  15  12  22  20   8   0   0   0   0   0 107
STDDEV   3   3   3   3   4   4   3   4   3   4   3   3  15
AVG      8   6  10  11  12  12  10   9   9   8   7   7 109
