# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7726] SIOUX-RAPIDS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    1    0    0    0
 Sep 04    1    0    0    0
 Sep 06    1    0    0    0
 Sep 08    1    0    0    0
 Sep 10    1    0    0    0
 Sep 12    3    0    0    0
 Sep 14    5    0    0    0
 Sep 16    5    0    0    0
 Sep 18    7    1    0    0
 Sep 20   12    3    0    0
 Sep 22   24    9    1    0
 Sep 24   33    9    1    0
 Sep 26   38   11    3    0
 Sep 28   46   16    5    0
 Sep 30   55   24   11    0
 Oct 02   62   29   18    0
 Oct 04   74   37   22    0
 Oct 06   77   44   31    1
 Oct 08   81   46   31    3
 Oct 10   88   57   38    7
 Oct 12   88   68   44    9
 Oct 14   92   72   50    9
 Oct 16   98   79   57   11
 Oct 18   98   83   59   18
 Oct 20   98   87   64   25
 Oct 22   98   87   70   27
 Oct 24   98   90   75   38
 Oct 26   98   92   79   50
 Oct 28  100   98   87   55
 Oct 30  100   98   92   66
 Nov 01  100   98   96   72
 Nov 03  100  100   98   79
 Nov 05  100  100   98   87
 Nov 07  100  100   98   87
 Nov 09  100  100   98   88
 Nov 11  100  100   98   92
 Nov 13  100  100   98   96
 Nov 15  100  100   98   96
 Nov 17  100  100   98   96
 Nov 19  100  100   98   98
 Nov 21  100  100   98   98
 Nov 23  100  100  100  100
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
