# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4063] INDIANOLA-2-SSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    3    0    0    0
 Sep 20    5    0    0    0
 Sep 22    8    1    0    0
 Sep 24   12    1    0    0
 Sep 26   17    3    0    0
 Sep 28   24    6    1    0
 Sep 30   32    9    2    0
 Oct 02   35   13    5    0
 Oct 04   42   16    7    0
 Oct 06   49   22    8    1
 Oct 08   54   25   12    1
 Oct 10   59   30   16    4
 Oct 12   65   37   20    7
 Oct 14   72   40   23    8
 Oct 16   75   45   29    8
 Oct 18   79   48   33   10
 Oct 20   82   54   41   15
 Oct 22   87   58   42   16
 Oct 24   92   67   50   20
 Oct 26   93   70   56   27
 Oct 28   96   76   63   32
 Oct 30   97   82   69   37
 Nov 01   97   85   75   45
 Nov 03   97   86   80   53
 Nov 05   98   91   88   62
 Nov 07  100   95   91   66
 Nov 09  100   98   96   68
 Nov 11  100   99   97   76
 Nov 13  100   99   98   82
 Nov 15  100  100   98   86
 Nov 17  100  100  100   88
 Nov 19  100  100  100   89
 Nov 21  100  100  100   92
 Nov 23  100  100  100   94
 Nov 25  100  100  100   98
 Nov 27  100  100  100   98
 Nov 29  100  100  100   98
 Dec 01  100  100  100   99
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
