# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2724] ESTHERVILLE-2-N
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia2724 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951      9      0      0      0    196    103     87     73
 1952     27     12     10      8    367    246    219    193
 1953    109     41     32     24    165     80     66     53
 1954     27      4      2      1    359    229    202    175
 1955     94     42     31     21    485    321    291    261
 1956     43     11      8      5    248    146    125    104
 1957     76     24     16     10    346    232    209    187
 1958     60     19     12      8    298    175    147    121
 1959     74     27     20     15    338    210    185    161
 1960     16      1      0      0    320    188    167    148
 1961     63     23     16     10    188     94     74     58
 1962      9      0      0      0    260    163    145    127
 1963    155    101     90     79    369    216    183    153
 1964     58     22     15     10    292    163    138    117
 1965      2      0      0      0    224    117     96     80
 1966    176     92     75     58    173     82     68     55
 1967    141     87     77     68    277    155    131    108
 1968    228    144    128    112    321    191    165    141
 1969     10      3      2      1    274    152    129    109
 1970     11      0      0      0    287    181    160    139
 1971     33     10      7      6    336    215    188    164
 1972     65     22     16     11    192     99     81     67
 1973     96     35     25     17    266    151    126    106
 1974     83     32     25     19    296    170    145    122
 1975     21      7      5      3    145     54     38     25
 1976    103     54     44     35    399    255    224    195
 1977    134     62     48     36    435    286    255    227
 1978     87     46     38     32    230    121    100     80
 1979      8      0      0      0    173     87     71     59
 1980     31     11      8      5    282    172    151    131
 1981    182     92     76     60    357    220    192    165
 1982     52     12      6      3    247    154    133    114
 1983     58     21     15     12    139     79     68     58
 1984     12      0      0      0    195     85     66     50
 1985    114     52     41     31    392    253    226    200
 1986    123     75     68     61    323    190    165    140
 1987    144     79     67     55    431    298    269    241
 1988    144     68     54     41    273    162    135    114
 1989     79     42     35     30    287    171    147    126
 1990    122     51     38     27    327    197    173    152
 1991     95     43     34     28    313    185    161    137
 1992    106     47     35     25    178     98     83     70
 1993     21      6      4      2    188     97     81     68
 1994     94     36     28     21    310    204    179    154
 1995    100     44     35     27    167     82     65     49
 1996     59     25     20     16    197    115     97     81
 1997     75     32     26     22    239    145    125    105
 1998     72     42     37     32    290    172    147    123
 1999    106     50     40     31    258    141    119     98
 2000    228    129    110     92    290    186    164    144
 2001     14      1      0      0    320    190    164    140
 2002     29     12      9      6    292    181    158    137
 2003    142     79     66     55    326    225    202    179
 2004    146     69     55     44    350    228    201    175
 2005     86     45     40     35    387    230    197    167
     ****************************  ****************************
 MEAN   80.9   37.9   30.7   24.5  283.9  169.9  147.0  125.9
 STDV   56.0   33.9   29.5   25.3   79.1   60.7   56.5   52.0

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    679    457    407    360    691    464    410    363
 1952    577    373    328    288    946    706    647    590
 1953    591    391    350    313    914    677    619    561
 1954    479    311    274    239    906    671    616    561
 1955    721    499    453    407    813    577    524    474
 1956    627    428    385    345    975    741    683    626
 1957    550    358    315    275    825    589    531    474
 1958    696    494    446    402    714    488    438    394
 1959    634    424    378    336    919    679    621    566
 1960    574    369    325    285    773    536    480    428
 1961    516    334    296    258    864    627    571    517
 1962    714    485    432    382    799    560    502    449
 1963    579    372    329    290    935    697    638    582
 1964    711    493    447    402    882    649    594    541
 1965    688    464    412    367    842    602    545    490
 1966    520    350    314    281    853    614    557    503
 1967    463    296    264    234    798    561    504    448
 1968    446    285    251    220    813    584    530    479
 1969    612    406    362    322    653    435    386    340
