# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7613] SHENANDOAH-1-NE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia7613 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    118     64     53     46    303    170    145    122
 1952    117     61     51     42    412    265    234    205
 1953    224    117     98     81    329    189    161    136
 1954    143     57     44     32    563    381    341    302
 1955    203    115     97     80    605    414    374    336
 1956    225    130    111     95    415    278    248    220
 1957    178     86     72     61    417    265    232    203
 1958     94     32     22     15    418    256    223    192
 1959    205    109     90     74    410    261    229    202
 1960     45     26     22     18    494    323    285    248
 1961    161     77     61     46    350    208    181    157
 1962    141     75     62     51    445    291    256    224
 1963    276    157    136    119    505    331    292    256
 1964    177     90     72     58    496    323    288    256
 1965     43     12      9      6    456    291    257    226
 1966    303    189    164    140    351    210    181    154
 1967    339    225    202    180    513    336    299    263
 1968    377    251    226    203    490    326    291    257
 1969    107     60     51     43    451    288    257    226
 1970    118     52     42     33    496    334    300    270
 1971    167     95     82     69    509    333    298    266
 1972    274    157    135    116    441    273    239    208
 1973    209     78     55     38    391    236    204    175
 1974    273    159    139    122    495    335    299    265
 1975    115     63     51     41    390    238    204    172
 1976    231    126    109     93    535    349    311    274
 1977    325    189    162    138    588    395    352    311
 1978    154     96     83     71    442    264    229    200
 1979    151     70     56     44    351    214    185    160
 1980    137     74     62     50    416    278    248    220
 1981    283    170    146    123    615    426    386    347
 1982    180     89     71     56    402    259    230    203
 1983    204    111     93     80    311    182    157    133
 1984     77     19     12      8    309    165    139    117
 1985    283    165    138    114    591    403    361    321
 1986    351    222    195    170    531    362    325    289
 1987    257    155    134    115    524    359    326    294
 1988    266    171    150    129    458    306    275    244
 1989    218    138    121    105    482    325    289    256
 1990    217    111     92     76    382    235    203    174
 1991    288    178    155    133    475    296    260    227
 1992    292    164    140    118    364    221    193    169
 1993    137     67     55     44    296    181    158    137
 1994    275    162    141    123    433    284    255    227
 1995    238    150    131    113    328    201    174    150
 1996    163     89     74     60    367    236    207    181
 1997    235    137    115     95    289    176    153    130
 1998    120     61     54     47    368    217    187    159
 1999    198    110     91     73    373    209    176    148
 2000    273    152    128    105    401    252    220    194
 2001     86     33     25     18    513    340    302    266
 2002    156     79     65     51    423    266    235    208
 2003    249    150    130    113    485    324    291    260
 2004    265    154    130    106    484    314    278    244
 2005    222    122    102     83    497    329    290    254
     ****************************  ****************************
 MEAN  203.0  113.7   96.5   81.1  439.6  282.2  249.3  218.9
 STDV   78.7   54.8   49.4   44.3   82.6   66.1   61.9   57.4

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    732    515    464    414    797    563    506    449
 1952    705    485    436    389   1080    841    782    723
 1953    662    459    415    371   1056    816    756    697
 1954    592    403    361    322   1015    778    719    661
 1955    792    558    504    455    850    613    556    503
 1956    816    589    535    485   1018    784    726    668
 1957    684    459    409    365    920    682    624    567
 1958    791    562    511    462    881    642    585    530
 1959    774    544    489    438    988    748    689    631
 1960    738    521    473    426    903    663    603    545
 1961    659    445    398    353    916    677    620    565
 1962    956    715    656    599    949    709    649    591
 1963    749    520    464    413   1055    815    755    695
 1964    883    640    586    534    944    706    648    593
 1965    879    641    586    533    957    717    657    597
 1966    701    494    449    405    941    702    644    586
 1967    622    417    374    333    914    676    619    562
 1968    620    413    371    334    997    757    698    640
 1969    764    535    483    434    853    620    564    510
 1970    862    628    574    522    965    725    666    607
 1971    644    429    383    341   1056    816    756    696
 1972    723    491    440    391    961    722    664    606
 1973    662    446    396    350    991    751    691    632
 1974    747    516    464    418    886    647    590    537
 1975    808    574    520    469    952    712    652    594
 1976    655    445    397    350    955    715    656    598
 1977    908    663    603    544   1006    766    706    647
 1978    704    484    437    390    962    722    664    609
 1979    692    488    441    397    923    690    634    578
 1980    694    499    457    418    944    705    648    594
 1981    654    446    401    358    983    745    686    627
 1982    774    534    475    418    851    614    558    505
 1983    649    441    396    358    972    739    682    626
 1984    646    437    390    345   1003    765    706    647
 1985    807    570    517    466    877    640    582    531
 1986    760    527    475    425   1008    768    708    648
 1987    825    586    529    475    979    739    679    619
 1988    881    640    584    531    987    751    693    636
 1989    673    470    423    378    881    643    586    530
 1990    572    364    317    273    959    722    663    605
 1991    826    602    549    496   1016    776    716    656
 1992    699    485    439    394    852    614    556    501
 1993    671    437    388    342    892    653    595    537
 1994    750    527    477    430    974    734    674    614
 1995    549    332    288    248    918    679    621    563
 1996    618    393    346    301    951    713    654    597
 1997    538    346    305    270    964    724    664    604
 1998    832    591    534    478    891    655    598    542
 1999    687    451    399    351    917    678    619    560
 2000    808    574    517    464    927    687    629    572
 2001    749    506    451    401    891    653    594    535
 2002    628    426    382    340   1062    822    762    702
 2003    650    419    371    328    899    659    600    542
 2004    782    562    510    459    888    649    590    531
 2005    715    494    443    394   1037    797    737    677
     ****************************  ****************************
 MEAN  726.6  504.3  454.2  406.9  949.3  710.9  652.3  594.9
 STDV   93.3   82.7   78.7   74.4   62.4   61.7   60.9   59.6

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1040    792    731    670   1041    793    731    670
 1952   1086    838    776    714   1012    764    702    641
 1953   1093    845    783    721   1044    796    734    672
 1954   1177    929    867    805   1081    833    771    709
 1955   1188    940    878    816   1101    853    791    730
 1956   1060    812    750    688   1080    834    774    715
 1957   1177    929    867    805   1077    829    767    705
 1958   1029    781    719    657   1051    805    744    684
 1959   1029    781    720    660   1142    894    832    770
 1960   1057    809    747    686   1079    831    769    707
 1961   1066    818    756    694   1027    779    717    655
 1962   1070    822    760    699   1051    803    741    681
 1963   1140    892    830    768   1045    797    735    673
 1964   1139    891    829    767    961    716    656    597
 1965   1081    833    771    709   1013    765    704    644
 1966   1147    899    837    775    962    715    655    596
 1967    999    752    693    635    967    724    668    612
 1968   1090    842    781    721   1051    803    741    680
 1969   1127    879    817    755   1056    808    746    684
 1970   1073    826    765    705   1076    828    766    704
 1971   1015    771    711    651   1023    777    717    657
 1972   1065    819    758    697   1016    768    707    646
 1973   1063    815    753    691   1082    834    772    710
 1974   1156    908    846    784    955    708    648    590
 1975   1083    835    774    713   1116    868    806    744
 1976   1092    844    782    720   1049    801    740    681
 1977   1128    880    818    756    986    738    676    614
 1978   1071    823    761    699   1047    799    738    678
 1979   1013    765    703    641   1000    752    692    632
 1980   1108    860    798    736   1071    823    761    699
 1981   1058    810    748    686    958    715    658    603
 1982   1125    877    815    753   1011    763    702    641
 1983   1115    867    805    743   1145    897    835    773
 1984   1060    812    750    688   1062    814    752    691
 1985   1061    813    751    691    935    687    626    566
 1986   1117    869    807    745    932    689    631    574
 1987   1114    866    804    742    980    732    670    608
 1988   1115    867    805    743   1113    865    805    746
 1989   1087    839    777    715   1014    766    705    645
 1990   1041    793    731    670   1037    789    727    666
 1991   1064    816    754    692   1006    758    696    634
 1992    985    737    675    613    886    639    579    521
 1993   1061    813    751    689   1058    810    748    687
 1994   1020    772    710    649    976    728    667    608
 1995   1095    847    785    725   1129    881    819    757
 1996   1017    769    707    646   1003    755    693    631
 1997   1082    834    772    711    997    749    687    625
 1998   1117    869    807    745   1079    831    769    707
 1999   1141    893    831    769   1010    762    700    639
 2000   1079    831    769    707   1108    860    798    736
 2001   1142    894    832    770   1058    810    748    686
 2002   1159    911    849    787   1070    822    760    698
 2003   1129    881    819    757   1102    854    792    730
 2004   1018    770    708    646    935    688    627    566
 2005   1119    871    809    747      0      0      0      0
     ****************************  ****************************
 MEAN 1087.0  839.1  777.3  715.8 1015.7  772.8  712.6  653.1
 STDV   48.1   48.0   47.8   47.4  150.7  120.3  112.7  105.2

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    680    465    417    372    468    304    269    239
 1952    824    603    552    503    438    306    275    245
 1953    807    598    551    508    638    455    413    375
 1954    886    653    600    549    514    329    290    252
 1955    851    627    574    524    546    375    334    295
 1956    802    588    540    496    682    475    431    389
 1957    702    478    431    386    426    246    210    176
 1958    842    612    558    505    603    421    378    336
 1959    773    554    505    457    396    230    196    164
 1960    834    610    559    508    536    355    319    285
 1961    720    505    455    407    551    364    325    286
 1962    741    524    473    427    596    402    360    319
 1963    845    612    556    501    801    569    515    462
 1964    774    552    502    453    497    328    292    259
 1965    723    498    447    400    589    398    357    318
 1966    700    477    430    385    562    399    361    323
 1967    720    504    452    403    497    325    285    248
 1968    790    559    506    455    582    396    355    315
 1969    831    597    541    487    421    259    229    203
 1970    792    567    516    465    448    280    244    211
 1971    835    613    562    511    630    424    379    338
 1972    836    610    557    504    415    253    220    189
 1973    773    540    483    429    614    412    367    326
 1974    674    469    423    381    556    358    317    277
 1975    670    455    406    361    597    419    379    340
 1976    796    569    517    467    397    237    210    185
 1977    825    586    530    478    467    282    242    205
 1978    906    673    618    566    469    300    266    232
 1979    784    583    538    495    525    366    330    296
 1980    803    591    542    495    465    326    300    274
 1981    795    589    543    498    468    282    246    213
 1982    783    563    512    463    551    371    330    291
 1983    853    637    587    539    469    297    262    227
 1984    766    555    505    455    555    363    319    276
 1985    758    542    494    448    507    316    275    238
 1986    897    663    607    551    502    308    268    230
 1987    785    549    496    444    426    270    237    207
 1988    857    622    569    517    379    234    202    172
 1989    663    458    413    370    501    332    299    267
 1990    845    622    571    522    483    323    288    256
 1991    783    583    536    490    471    311    278    250
 1992    719    507    462    419    476    307    275    248
 1993    598    387    340    298    429    265    231    199
 1994    787    571    523    476    530    351    309    270
 1995    735    528    480    432    476    318    285    253
 1996    678    463    418    377    479    318    282    247
 1997    801    567    515    467    512    345    310    277
 1998    942    705    647    590    539    352    312    275
 1999    719    512    464    422    481    330    299    271
 2000    802    591    543    495    601    391    348    308
 2001    740    523    470    419    464    289    252    216
 2002    818    590    539    492    344    215    188    164
 2003    695    497    451    407    536    373    338    303
 2004    892    661    608    557    531    346    306    269
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  768.2  551.9  502.4  455.0  502.5  330.9  294.3  259.8
 STDV  126.5   99.2   92.8   86.3  106.1   80.5   74.4   68.5
