# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6103] NORTHWOOD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia6103
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.36  1.51  4.98  4.54  2.08  6.27  0.00  0.00  3.48  2.31  1.04  0.96 27.53
 1952  2.17  0.38  1.99  1.28  3.77  4.69  3.78  4.99  0.42  0.00  1.15  0.90 25.52
 1953  1.64  0.82  1.96  3.67  2.45  4.56  6.50  5.64  0.65  0.15  2.05  1.55 31.64
 1954  0.65  0.57  0.00  3.96  5.10 11.01  3.12  4.34  3.02  3.25  0.46  0.00 35.48
 1955  0.30  1.14  1.03  2.49  2.11  5.27  6.79  1.29  1.31  0.58  0.16  0.36 22.83
 1956  1.42  0.00  2.86  3.18  3.71  2.57  5.30  3.35  1.10  0.91  0.88  0.48 25.76
 1957  0.57  0.14  1.81  1.24 11.29  5.13  3.22  4.12  1.20  1.86  3.80  0.37 34.75
 1958  0.49  0.12  0.86  3.78  0.96  2.47  3.65  2.23  2.77  0.27  0.95  0.16 18.71
 1959  0.45  1.75  3.27  1.65  7.89  6.75  1.48  9.45  4.82  1.79  1.33  1.32 41.95
 1960  0.25  0.59  1.00  2.25  6.34  6.50  2.51  3.35  3.07  0.63  0.60  1.14 28.23
 1961  0.18  1.66  4.05  1.87  3.09  2.32  7.40  2.06  3.41  5.09  1.26  1.35 33.74
 1962  0.13  1.93  1.06  3.34  3.49  3.19  5.08  7.08  2.95  2.34  0.00  0.22 30.81
 1963  0.59  0.77  2.07  2.29  4.07  4.71  6.04  2.15  1.24  0.70  1.61  0.50 26.74
 1964  0.39  0.03  1.15  5.96  3.84  1.90  1.46  3.41  5.88  0.09  1.41  0.95 26.47
 1965  0.71  1.34  3.87  3.76  4.54  2.45  4.36  2.42 15.19  0.40  1.60  1.90 42.54
 1966  0.70  1.00  3.04  2.16  1.58  4.71  2.73  2.23  1.32  2.10  0.27  0.84 22.68
 1967  1.58  0.85  1.52  2.82  3.17  7.09  3.64  2.41  1.11  1.63  0.24  0.59 26.65
 1968  0.74  0.11  0.70  5.39  3.56  5.90  5.72  3.41  7.15  2.68  0.24  1.94 37.54
 1969  2.61  0.46  0.50  1.73  3.80  8.57  4.21  0.18  1.94  2.75  0.71  2.46 29.92
 1970  0.14  0.15  1.41  2.21  6.62  1.90  4.84  1.03  4.68  4.84  2.08  1.20 31.10
 1971  2.14  3.08  0.99  0.41  2.30  8.69  1.63  0.61  2.59  4.97  3.35  0.85 31.61
 1972  0.60  0.35  0.81  2.09  4.27  3.06  5.89  2.58  9.13  3.20  1.15  2.08 35.21
 1973  1.18  0.00  3.05  4.38  4.67  3.78  4.30  2.73  6.86  3.48  2.66  1.77 38.86
 1974  0.29  0.47  2.35  2.19  5.93  3.40  3.16  4.52  1.08  2.14  1.28  0.59 27.40
 1975  1.88  0.46  1.96  4.84  3.65  7.74  1.31  8.19  0.57  0.21  3.80  1.06 35.67
 1976  0.27  0.79  3.58  2.54  2.77  1.60  0.83  1.59  0.92  1.03  0.04  0.51 16.47
 1977  0.32  0.70  3.56  3.12  1.71  4.31  2.96  5.52  3.62  2.87  0.93  0.68 30.30
 1978  0.85  0.47  0.25  2.80  4.89  8.98  7.46  2.03  5.26  1.44  1.90  0.65 36.98
 1979  1.20  0.29  3.37  2.06  2.92  1.66  4.20  7.99  0.96  4.07  2.14  0.42 31.28
 1980  1.51  0.59  0.60  1.09  4.75  4.35  3.88 12.51  2.72  1.38  0.02  0.35 33.75
 1981  0.11  1.29  1.08  5.50  4.30  4.08  6.14  9.84  1.11  2.33  0.88  1.09 37.75
 1982  1.98  0.41  1.54  2.90  6.76  2.47  3.56  7.70  5.55  2.49  3.29  2.70 41.35
 1983  0.67  1.20  2.86  2.57  3.26  4.39  1.27  3.67  5.64  1.95  4.55  0.80 32.83
 1984  0.34  1.64  1.44  3.92  4.12  7.88  3.30  1.36  1.15  5.76  1.01  1.55 33.47
 1985  0.56  0.25  1.97  2.10  2.68  3.54  1.96  4.50  7.37  1.37  2.58  0.84 29.72
 1986  0.20  0.21  2.62  4.29  4.83  3.13  5.15  5.45  4.20  3.81  0.98  0.39 35.26
 1987  0.32  0.16  1.41  1.09  1.75  1.97  5.31  3.60  1.54  0.76  2.61  2.34 22.86
 1988  1.32  0.08  0.90  3.45  1.04  1.30  2.24  3.79  5.66  0.33  3.01  1.31 24.43
 1989  0.22  0.22  1.97  2.46  1.61  1.56  4.35  2.85  2.92  1.32  0.61  0.01 20.10
 1990  0.86  0.60  4.45  4.74  4.19  3.86 11.58 12.92  1.86  2.01  0.56  2.40 50.03
 1991  0.65  0.29  3.82  5.80  7.49  3.26  5.62  4.78  4.04  1.39  5.65  1.35 44.14
 1992  1.29  0.89  2.79  2.75  4.12  2.27  2.97  2.18  3.57  1.79  3.98  1.68 30.28
 1993  0.92  1.15  1.99  6.39  6.12  8.99  7.24  7.93  2.55  0.86  0.78  1.07 45.99
 1994  1.38  1.08  0.00  3.55  2.56  5.74  6.85  3.18  4.29  2.85  1.35  0.91 33.74
 1995  0.59  0.07  3.07  3.63  5.54  3.84  2.38  5.07  3.22  3.01  0.69  0.49 31.60
 1996  2.11  0.00  2.76  1.24  3.53  5.21  1.65  4.67  1.40  2.99  4.33  1.15 31.04
 1997  1.44  0.81  1.90  2.01  3.62  4.45  7.38  2.07  2.69  2.56  0.33  0.62 29.88
 1998  1.70  0.43  2.21  4.74  3.34  7.60  1.87  6.99  2.62  4.22  0.89  0.22 36.83
 1999  1.35  0.80  1.21  6.70  6.48  6.05 10.76  1.57  1.33  1.37  0.58  0.52 38.72
 2000  1.33  1.27  1.25  1.73  4.89  6.62  3.81  4.27  0.73  2.01  3.47  2.17 33.55
 2001  1.46  1.67  1.25  5.55  6.56  4.27  4.69  1.19  2.68  1.43  1.90  1.30 33.95
 2002  0.35  1.04  1.04  3.62  1.44  2.27  5.62  7.63  2.62  4.31  0.19  0.50 30.63
 2003  0.23  0.31  2.14  2.38  5.51  6.18  4.66  1.55  1.11  0.35  1.62  0.60 26.64
 2004  0.37  1.52  2.34  2.96 12.00  2.70  9.20  3.62  7.42  1.56  1.66  0.53 45.89
 2005  1.63  1.21  2.48  4.89  4.78  4.49  4.51 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.90  0.75  2.00  3.20  4.25  4.61  4.39  4.18  3.29  2.07  1.60  1.01 31.61
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
