# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8568] VINTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia8568
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  48 -16  50 -21  70 -34  85  14  90  29  91  36 100  49 104  44  98  39  91  28  76  18  61  -2
  2  45 -15  55 -29  70  -6  84  18  88  30  89  41  97  47 100  49  99  40  94  23  77  10  65  -3
  3  47 -12  53 -30  70  -1  81  14  86  31  92  40  96  48 100  46  95  37  92  25  76  10  64 -12
  4  49 -13  50 -24  70  -9  80   9  89  30  93  41  99  44  96  40  96  36  90  26  75   4  68  -7
  5  55 -24  54 -23  68 -14  82  17  90  31  96  41 101  44  94  45  94  39  89  28  67   3  65  -2
  6  46 -22  49 -23  71 -11  86   4  86  28  96  44 102  46  97  50  94  39  91  21  72  10  62  -8
  7  56 -27  57 -16  78 -14  80   5  85  29  98  44 101  47  97  46  97  37  85  26  76   1  57 -18
  8  60 -20  54 -23  75  -7  76  13  89  32  98  44  95  51  97  46  95  37  82  21  79   2  52  -8
  9  53 -20  56 -23  73 -11  78  16  89  30  97  40  96  50  94  46 100  40  82  22  75  14  53 -19
 10  47 -22  58 -21  68  -6  83  17  89  30  94  43  97  47  98  48  93  35  87  21  68  12  57 -19
 11  51 -22  59 -17  71   2  84  13  87  32  94  41 100  49  96  40  95  35  84  18  73   2  60 -16
 12  52 -29  61 -18  76  -5  81  20  88  32  95  44  99  50  97  43  94  33  87  24  66   8  58 -13
 13  55  -9  57 -15  70 -10  77  20  89  32  96  43 101  47  95  43  88  32  90  27  76   2  57 -16
 14  46 -20  64 -16  71  -8  86  21  88  33  96  46 105  47 100  40  90  36  84  26  72   1  57 -16
 15  49 -24  62 -16  71   4  87  22  88  32  92  44 103  47 103  45  95  36  85  23  71   1  51 -16
 16  48 -24  62 -14  72  -5  87  21  88  29  91  44  98  48 103  46  93  31  88  24  72   4  54 -16
 17  49 -25  66 -15  75   6  85  22  88  33  92  43  94  46 103  48  93  37  85  21  72  -4  50 -11
 18  55 -23  65 -11  69   0  87  22  90  39  96  45  96  51  97  46  94  34  88  15  73   7  58 -18
 19  51 -27  60 -15  75   3  85  22  93  36  99  45  96  51 100  46  90  33  85  17  66  13  52 -27
 20  49 -25  60  -7  70   3  88  24  91  30 101  47  96  48 100  44  89  29  86  19  70   8  52 -18
 21  54 -28  57 -10  72   0  88  24  90  36 101  41  97  47  97  46  87  28  84  16  70  -1  52 -21
 22  58 -20  61  -8  75  12  94  22  91  32  98  45  98  49  95  48  84  26  81  14  65   6  54 -20
 23  53 -22  60 -12  74   5  88  25  90  31  93  47  98  48  96  44  82  29  84  20  66   2  55 -24
 24  59 -13  64 -17  75  -2  83  20  90  40  95  45  97  52  93  44  89  30  81  20  61   3  50 -22
 25  60 -11  66 -14  74  -1  87  29  92  37  98  45  96  53  96  40  87  33  80  20  62   2  52 -26
 26  63 -24  59 -15  83   5  86  30  93  36  96  47 102  48  96  44  87  28  82  20  65 -10  49 -21
 27  56 -16  60  -7  77   5  88  29  90  35  97  45 104  47  99  44  89  30  78  15  66   0  53 -21
 28  47 -26  61 -12  79   9  90  30  92  36  97  45 102  48  98  39 100  30  72  18  63  -9  64 -13
 29  48 -25  60  -7  88   7  91  24  90  34 100  48 101  44  97  41  96  23  76  10  68  -8  62  -7
 30  50 -23 *** ***  83   6  90  28  92  40  99  49 105  45 100  46  92  25  76  14  67 -10  52 -15
 31  62 -24 *** ***  80  10 *** ***  90  38 *** *** 104  44  99  41 *** ***  82  18 *** ***  60 -19
