# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2789] FAIRFIELD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia2789   BASE TEMP=26
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    17 107          11     1 305          198
   1952   4    11 102          10     6 280          178
   1953   4    18 108          11     5 309          201
   1954   4     4  94          10    30 303          209
   1955   3    29  88          11     3 307          219
   1956   4    24 115          11     9 314          199
   1957   4    14 104          10    27 300          196
   1958   3    26  85          11    26 330          245
   1959   3    22  81          11     5 309          228
   1960   4    10 101          10    20 294          193
   1961   4    16 106          11     3 307          201
   1962   4    16 106          10    26 299          193
   1963   3    22  81          11     2 306          225
   1964   3    31  91          10    10 284          193
   1965   4     3  93          11    13 317          224
   1966   4     9  99          11     1 305          206
   1967   4    24 114          10    28 301          187
   1968   3    23  83          10    29 303          220
   1969   3    31  90          10    27 300          210
   1970   4     2  92          11    15 319          227
   1971   4     4  94          11     4 308          214
   1972   4     8  99          10    18 292          193
   1973   4    13 103          11     5 309          206
   1974   4     9  99          10     2 275          176
   1975   4     5  95          11    13 317          222
   1976   4    12 103          10    17 291          188
   1977   4     6  96          11    11 315          219
   1978   3    25  84          11    19 323          239
   1979   4     6  96          10    13 286          190
   1980   4    12 103          10    29 303          200
   1981   4     6  96          10    23 296          200
   1982   4    11 101          10    22 295          194
   1983   4    19 109          11    17 321          212
   1984   3    23  83          11     2 307          224
   1985   4     9  99          11    17 321          222
   1986   3    27  86          11    10 314          228
   1987   4     4  94          10    11 284          190
   1988   3    21  81          10    29 303          222
   1989   4    13 103          11     2 306          203
   1990   4    12 102          10    22 295          193
   1991   3    30  89          10    19 292          203
   1992   4     2  93          10    17 291          198
   1993   4     5  95          10    31 304          209
   1994   4     7  97          11    16 320          223
   1995   4     5  95          11     3 307          212
   1996   4    10 101          11     1 306          205
   1997   4    14 104          10    22 295          191
   1998   3    24  83          11     5 309          226
   1999   3    26  85          10    24 297          212
   2000   4    12 103          10     7 281          178
   2001   3    27  86          10    27 300          214
   2002   4     6  96          10    20 293          197
   2003   4    10 100          10     2 275          175
   2004   3    22  82          11    12 317          235
             MEAN= 95              MEAN=302     MEAN=207
