# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7613] SHENANDOAH-1-NE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia7613
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.98  2.02  3.46  4.97  6.83  7.91  3.89  6.76  3.01  1.82  0.79  0.67 43.11
 1952  0.46  0.68  3.00  4.00  3.30  4.92  3.45  6.27  2.17  0.00  3.09  0.84 32.18
 1953  0.26  1.13  2.48  2.27  1.37  5.27  1.82  2.76  1.26  0.59  1.25  0.98 21.44
 1954  0.00  2.12  0.90  2.77  4.08  7.07  0.34  9.26  1.41  5.71  0.13  0.43 34.22
 1955  1.58  2.06  0.50  2.55  3.13  7.00  1.68  1.80  3.66  1.03  0.17  0.34 25.50
 1956  0.38  0.51  0.09  1.10  2.37  3.44  0.00  4.66  0.59  3.10  3.29  0.19 19.72
 1957  0.56  0.19  3.19  2.93  5.20  6.19  2.68  3.74  2.36  4.48  2.06  0.86 34.44
 1958  0.98  0.64  1.49  1.37  2.14  2.29 16.14  3.58  3.92  0.00  1.27  0.31 34.13
 1959  0.79  1.11  4.36  1.99  8.77  4.18  1.72  9.90  4.39  3.51  0.52  1.66 42.90
 1960  2.87  1.55  1.74  2.60  4.48  5.93  2.13  7.49  2.70  2.36  0.40  0.54 34.79
 1961  0.27  2.18  3.70  2.70  3.90  6.39  5.26  4.49  7.99  2.08  2.77  2.24 43.97
 1962  0.35  2.19  0.57  1.38  7.27  1.90  8.25  4.91  2.50  3.09  1.02  0.61 34.04
 1963  0.64  0.30  3.17  2.45  2.29  3.72  3.36  6.34  3.42  1.04  1.06  0.44 28.23
 1964  0.30  0.35  1.98  5.42  5.50  8.35  3.95  2.41  5.50  0.39  0.99  0.78 35.92
 1965  0.64  1.00  3.07  2.29  7.09  5.88  7.40  2.59  6.28  0.73  1.16  1.87 40.00
 1966  0.67  0.27  0.62  0.53  3.09  4.96  3.50  3.66  1.86  0.39  0.50  0.43 20.48
 1967  0.54  0.38  1.64  3.00  3.11 10.22  2.36  1.17  3.08  2.84  0.48  1.01 29.83
 1968  0.80  0.07  0.18  2.96  3.40  0.94  2.44  4.49  2.24  4.33  1.33  2.44 25.62
 1969  0.58  0.90  1.26  4.72  4.82  7.87  8.22  2.42  2.63  4.97  0.10  0.89 39.38
 1970  0.10  0.37  1.00  1.85  3.08  2.22  3.32  2.68  4.03  4.11  1.82  0.43 25.01
 1971  0.50  1.51  0.50  0.67  3.46  2.61  1.70  1.67  1.35  3.83  4.45  0.68 22.93
 1972  0.18  0.14  0.54  3.17  4.05  2.10  5.36  2.15  2.72  4.02  3.36  1.94 29.73
 1973  1.99  2.07  7.02  2.40  5.09  1.31  6.52  2.55  6.72  3.56  2.02  3.01 44.26
 1974  0.63  0.38  0.71  4.04  5.74  2.41  0.50  3.37  0.95  3.44  1.12  0.73 24.02
 1975  1.29  0.82  1.42  2.08  3.29  5.26  1.39  1.21  4.10  0.04  1.84  0.53 23.27
 1976  0.21  2.17  2.18  5.04  4.27  3.27  2.51  2.09  2.77  0.99  0.02  0.10 25.62
 1977  0.50  0.02  3.29  2.19  3.95  2.20  3.16 16.07  5.86  4.62  2.62  0.45 44.93
 1978  0.26  1.07  0.66  8.18  3.75  3.07  8.81  1.70  5.35  1.03  1.52  0.08 35.48
 1979  1.34  0.10  5.68  4.52  1.80  3.37  5.54  1.64  3.89  3.54  1.49  0.66 33.57
 1980  1.06  0.23  2.01  2.03  1.80  3.36  2.12  6.07  0.66  2.63  0.20  3.20 25.37
