# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4101] IOWA-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia4101 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     34      9      6      4    271    147    123    102
 1952     97     48     38     30    402    261    233    206
 1953    170     85     67     51    256    135    109     86
 1954    122     48     36     27    500    320    280    243
 1955    155     83     67     53    531    352    313    277
 1956    132     59     48     38    370    238    210    184
 1957    145     59     44     33    427    265    229    198
 1958     91     26     16     10    378    229    197    166
 1959    125     58     48     41    362    217    190    164
 1960     33     13      9      7    437    278    242    208
 1961    126     52     41     33    251    131    110     89
 1962     84     42     37     32    358    223    196    174
 1963    206    128    115    102    446    294    258    224
 1964    111     54     42     32    396    242    212    183
 1965     17      5      3      2    352    203    174    149
 1966    220    115     94     74    316    185    158    135
 1967    224    143    125    108    416    254    218    186
 1968    312    188    163    140    444    287    254    223
 1969     98     50     41     33    431    265    228    194
 1970     89     23     13      8    435    286    254    222
 1971     98     51     44     38    447    296    264    233
 1972    134     62     52     42    352    199    171    145
 1973    259    117     91     69    345    200    173    148
 1974    188     93     77     64    480    311    275    240
 1975     68     29     22     16    308    172    147    125
 1976    203    106     88     74    484    315    277    242
 1977    260    143    122    104    573    390    348    309
 1978    102     51     42     35    378    234    205    176
 1979    110     58     48     40    293    161    133    109
 1980    116     46     34     24    405    251    220    194
 1981    236    125    104     88    541    355    315    280
 1982    126     48     37     27    322    200    173    148
 1983    170     91     75     60    266    138    116     99
 1984     51     11      5      1    340    192    161    134
 1985    220    109     87     69    555    380    343    309
 1986    235    139    122    108    520    349    313    277
 1987    235    127    106     92    525    352    317    284
 1988    221    121    101     83    423    282    252    224
 1989    183    106     91     79    420    257    221    190
 1990    265    147    123    101    419    260    226    197
 1991    242    130    110     91    472    298    264    230
 1992    230    124    103     84    376    228    197    172
 1993     95     44     34     26    324    176    147    123
 1994    198    104     87     73    460    310    276    244
 1995    227    132    113     95    334    187    156    128
 1996    124     56     43     32    392    243    214    186
 1997    214    110     89     72    328    195    169    144
 1998    186    112     99     89    404    231    197    166
 1999    165     78     61     49    426    245    210    178
 2000    302    177    154    131    448    285    252    221
 2001     72     18     11      6    559    371    330    291
 2002    155     70     53     42    439    280    245    214
 2003    196    113     98     84    474    319    287    258
 2004    247    127    106     85    490    324    287    253
 2005    197    107     89     75    532    356    318    282
     ****************************  ****************************
 MEAN  162.2   83.1   68.6   56.5  411.5  257.3  225.2  195.7
 STDV   71.1   45.1   39.9   34.8   81.8   66.6   62.4   58.0

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    645    436    391    347    749    523    469    416
 1952    623    414    369    326    990    750    692    634
 1953    636    423    378    337    982    742    683    625
 1954    556    366    325    287    965    728    670    613
 1955    727    505    458    414    812    576    522    470
 1956    732    519    471    425    979    747    690    634
 1957    651    432    383    340    912    676    618    562
 1958    679    477    434    393    786    550    495    443
 1959    751    534    483    433    924    684    625    568
 1960    618    409    361    317    840    601    543    488
 1961    564    379    339    303    877    644    591    541
 1962    832    605    551    498    876    638    582    528
 1963    606    395    351    311    936    699    642    589
 1964    864    622    566    511    930    692    635    579
 1965    802    580    529    478    899    659    600    542
 1966    582    393    355    319    886    651    594    539
 1967    569    382    340    302    940    700    643    586
 1968    597    393    351    314    963    724    665    607
 1969    705    488    441    395    813    580    527    476
 1970    812    585    531    482    936    696    636    578
 1971    605    406    366    327   1060    820    760    700
 1972    736    515    464    415    896    661    604    547
 1973    614    392    341    296    978    738    678    618
 1974    638    416    367    322    844    605    547    490
 1975    809    572    517    467    970    730    670    611
 1976    647    437    391    348    946    706    646    586
 1977    908    669    613    558    981    742    683    625
 1978    685    464    414    367    967    727    668    610
 1979    716    495    450    406    966    726    666    607
 1980    782    551    496    445    939    699    640    582
 1981    657    446    400    356    982    742    682    622
 1982    835    593    534    478    830    591    533    479
 1983    598    388    342    301    981    744    685    628
 1984    625    420    376    335   1018    778    719    660
 1985    794    553    497    447    878    638    581    526
 1986    732    498    444    392    993    754    695    637
 1987    862    624    572    524   1020    780    721    664
 1988    813    579    528    480    991    752    694    637
 1989    677    470    423    380    915    676    618    560
 1990    611    391    343    297    974    734    675    617
 1991    869    637    584    532   1057    817    757    697
 1992    738    517    468    423    939    699    640    581
 1993    745    508    453    402    895    661    603    546
 1994    726    502    452    407   1016    776    716    657
 1995    642    404    353    304    989    749    689    629
 1996    611    386    337    292    962    722    662    604
 1997    578    370    325    282    978    738    678    618
 1998    878    631    570    512    902    662    603    547
 1999    780    537    482    429    963    723    663    604
 2000    808    572    517    464    915    675    616    558
 2001    762    521    467    415    901    661    604    548
 2002    651    440    395    353   1021    781    721    661
 2003    635    426    381    340    859    626    572    519
 2004    802    573    520    469    904    665    607    550
 2005    652    439    392    349   1027    787    727    667
     ****************************  ****************************
 MEAN  704.9  485.1  436.0  389.9  935.5  697.2  639.0  582.0
 STDV   95.7   83.7   79.6   75.3   67.3   65.7   64.3   62.4

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    936    691    631    572    911    665    604    546
 1952   1042    794    732    672    936    688    626    569
 1953   1055    807    745    683    981    733    673    613
 1954   1085    837    775    713    992    744    683    623
 1955   1156    908    846    784   1064    816    754    692
 1956   1009    761    699    637   1001    755    696    637
 1957   1117    869    807    745   1028    781    720    659
 1958    952    705    644    584    977    737    678    620
 1959    996    749    688    628   1104    856    794    732
 1960   1002    754    692    631   1031    783    721    659
 1961   1022    774    712    650   1014    766    704    642
 1962    951    704    645    586    966    718    657    599
 1963   1027    779    718    657    940    692    631    571
 1964   1088    840    778    716    935    695    637    582
 1965   1033    785    723    661    963    716    655    596
 1966   1085    837    775    713    922    675    615    556
 1967    974    726    667    609    893    651    592    537
 1968   1053    805    743    682   1025    777    716    655
 1969   1095    847    785    723   1041    793    731    669
 1970   1072    824    762    700   1037    789    727    665
 1971   1000    752    692    632    982    734    672    611
 1972   1039    791    729    669   1032    784    722    660
 1973   1090    842    780    718   1073    825    763    701
 1974   1120    872    810    748    966    718    656    594
 1975   1090    842    780    719   1077    829    767    705
 1976   1083    835    773    711    967    719    657    596
 1977   1140    892    830    768    984    736    674    612
 1978   1079    831    769    707   1043    795    733    671
 1979   1073    825    763    701   1045    797    735    673
 1980   1142    894    832    770   1106    858    796    734
 1981   1064    816    754    693   1022    774    712    650
 1982   1101    853    791    729   1010    762    700    639
 1983   1147    899    837    775   1162    914    852    790
 1984   1037    789    727    665   1058    810    749    688
 1985   1085    837    775    713    964    716    654    592
 1986   1134    886    824    762    921    677    617    557
 1987   1142    894    832    770   1022    774    712    651
 1988   1120    872    810    748   1112    864    803    743
 1989   1118    870    808    746   1036    788    726    665
 1990   1066    818    756    694   1055    807    745    683
 1991   1105    857    795    733   1077    829    767    705
 1992   1000    752    690    628    906    658    596    536
 1993   1069    821    759    697   1074    826    764    702
 1994   1060    812    750    688    992    744    682    620
 1995   1111    863    801    739   1192    944    882    820
 1996   1053    805    743    681   1061    813    751    689
 1997   1091    843    781    719   1006    758    696    634
 1998   1135    887    825    763   1107    859    797    735
 1999   1184    936    874    812   1036    788    726    664
 2000   1074    826    764    702   1098    850    788    726
 2001   1145    897    835    773   1093    845    783    721
 2002   1158    910    848    786   1020    772    711    650
 2003   1043    795    733    672   1036    788    726    664
 2004   1007    759    697    635    878    634    577    523
 2005   1074    826    764    702      0      0      0      0
     ****************************  ****************************
 MEAN 1071.4  823.5  761.8  700.3  999.5  756.7  696.5  636.8
 STDV   56.5   56.3   55.9   55.2  152.5  122.8  115.6  108.1

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    635    432    387    344    466    298    262    228
 1952    722    519    473    431    402    272    243    214
 1953    744    540    496    455    595    425    387    351
 1954    785    568    519    473    443    286    250    216
 1955    787    572    524    478    472    309    275    243
 1956    705    498    454    411    636    442    402    364
 1957    689    481    434    390    407    247    214    182
 1958    738    516    469    423    524    355    318    283
 1959    762    538    489    441    365    198    163    133
 1960    795    570    521    472    458    298    265    232
 1961    727    517    471    426    500    324    287    253
 1962    667    468    425    384    521    342    302    264
 1963    769    544    495    449    733    514    467    423
 1964    745    533    482    435    426    285    252    220
 1965    703    484    436    392    480    308    271    234
 1966    688    472    425    383    466    318    284    251
 1967    698    484    437    395    445    285    251    220
 1968    749    520    471    425    518    347    308    271
 1969    786    556    504    454    424    255    220    191
 1970    783    555    503    451    513    320    277    238
 1971    855    629    576    525    685    476    429    382
 1972    832    606    551    499    413    248    214    183
 1973    794    560    503    450    641    443    399    355
 1974    658    449    401    355    517    329    287    248
 1975    674    463    414    369    549    375    337    299
 1976    759    533    482    436    366    218    192    170
 1977    826    590    531    475    435    257    221    189
 1978    899    664    609    555    431    253    215    181
 1979    829    598    546    497    516    329    289    250
 1980    831    603    549    496    425    272    242    213
 1981    786    555    502    451    460    278    240    208
 1982    777    551    498    448    534    341    302    265
 1983    798    574    522    470    496    302    261    226
 1984    751    535    486    437    540    350    307    265
 1985    789    569    519    472    470    285    246    210
 1986    862    627    569    514    484    298    258    221
 1987    775    537    484    438    383    233    201    171
 1988    841    608    555    504    373    222    188    157
 1989    714    500    450    405    524    345    307    273
 1990    856    624    570    519    484    310    273    238
 1991    811    598    547    498    480    302    266    234
 1992    723    504    455    409    466    288    253    223
 1993    651    425    375    328    449    280    241    206
 1994    813    576    520    466    553    351    307    265
 1995    723    499    448    400    481    300    262    228
 1996    751    517    464    414    506    322    281    242
 1997    828    588    531    475    519    344    306    270
 1998    933    694    635    577    503    300    259    219
 1999    762    534    484    438    509    328    288    251
 2000    831    601    546    495    601    389    345    303
 2001    744    515    461    409    459    272    234    199
 2002    841    616    565    517    379    232    204    178
 2003    711    501    454    409    489    329    294    262
 2004    833    610    557    505    494    306    264    227
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  755.2  536.7  486.8  439.4  480.1  307.9  271.1  236.8
 STDV  121.8   93.2   86.2   79.3   99.9   75.1   69.8   64.4
