# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1257] CASCADE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia1257
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  1.15  2.30  4.04  5.02  4.87  2.30  7.40  6.04  1.92  6.50  2.24  1.78 45.56
 1952  1.87  0.29  4.47  1.30  2.28  2.70  2.51  5.67  1.05  0.00  4.53  2.04 28.71
 1953  0.49  2.98  2.66  2.62  3.16  5.41  3.19  1.70  0.88  0.25  1.18  1.81 26.33
 1954  0.40  0.31  1.15  4.92  3.16  7.60  1.97  5.73  1.74  4.25  0.30  1.42 32.95
 1955  0.41  1.18  1.31  3.74  4.49  3.77  2.08  0.90  3.90  2.28  0.26  0.88 25.20
 1956  0.54  1.12  0.81  4.65  4.86  3.08  3.00  3.41  1.64  1.05  1.47  1.03 26.66
 1957  0.54  0.47  1.23  2.36  7.14  1.66  1.84  4.02  1.06  2.11  2.21  1.17 25.81
 1958  0.85  0.10  0.35  2.34  0.85  4.79  5.68  2.71  1.52  2.18  2.16  0.47 24.00
 1959  1.28  1.61  2.90  4.89  4.98  5.28  3.05  4.12  2.97  5.06  1.74  2.50 40.38
 1960  4.40  1.30  1.38  3.24  5.28  5.26  2.75  4.53  3.55  3.42  2.14  0.77 38.02
 1961  0.34  1.13  3.93  2.58  1.60  1.75  7.46  3.56  8.10  4.52  6.40  1.24 42.61
 1962  0.95  1.42  1.95  1.92  6.63  2.12  6.91  2.56  3.05  3.25  0.35  0.66 31.77
 1963  0.51  0.53  2.75  2.92  1.50  2.62  7.17  1.55  1.60  0.20  2.70  0.71 24.76
 1964  0.48  0.24  1.38  4.93  5.65  7.74  1.45  3.74  1.88  0.00  2.08  0.93 30.50
 1965  2.12  0.71  2.00  4.51  4.28  1.71  3.19  6.03  8.94  1.51  1.78  3.07 39.85
 1966  1.33  0.94  3.40  2.82  2.82  5.57  1.75  1.82  0.80  1.31  0.93  2.31 25.80
 1967  1.18  1.02  2.00  3.88  2.02  4.09  0.88  4.79  7.25  5.16  2.18  1.53 35.98
 1968  0.61  0.22  1.02  4.43  2.63  7.17  2.81  2.40  9.42  1.58  0.68  2.77 35.74
 1969  2.68  0.33  0.98  3.76  2.52 12.60  6.28  0.25  1.15  3.64  0.69  1.48 36.36
 1970  0.43  0.40  2.65  1.73  5.60  4.40  6.27  2.81  8.17  1.96  1.08  1.41 36.91
 1971  1.60  3.02  1.68  1.32  3.36  8.38  3.10  0.81  4.52  2.47  4.07  3.83 38.16
 1972  0.26  0.75  2.08  5.28  4.17  2.45  4.03  8.76  5.47  2.93  1.85  1.83 39.86
 1973  1.47  0.88  3.79  5.89  5.83  6.52  1.04  3.19  6.40  1.01  1.80  2.27 40.09
 1974  1.87  0.99  2.90  4.95  8.87  7.81  3.03  5.13  0.72  2.44  2.65  1.62 42.98
 1975  1.12  1.72  3.24  2.57  2.56  3.61  2.24  3.18  1.25  0.75  3.72  0.39 26.35
 1976  0.42  2.08  3.58  3.14  1.82  1.55  2.40  3.17  1.24  2.35  0.15  0.28 22.18
 1977  1.18  0.82  3.72  2.83  2.36  1.37  3.57  6.75  2.88  2.58  1.79  1.33 31.18
 1978  0.96  0.50  0.77  3.15  5.26  2.34  3.62  1.64  4.59  2.37  2.51  1.66 29.37
 1979  2.60  1.13  2.49  2.40  1.97  4.44  3.48  8.07  0.32  2.27  1.95  0.76 31.88
 1980  2.05  1.49  0.71  1.55  5.00  6.74  1.58  6.17  4.84  1.61  0.91  1.47 34.12
 1981  0.13  2.38  0.15  3.98  1.81  7.41  2.04 11.67  3.02  2.64  1.55  0.98 37.76
 1982  1.87  0.48  2.97  2.57  3.76  3.68  4.92  2.39  2.04  2.73  5.44  3.00 35.85
 1983  0.39  1.93  3.08  2.59  4.30  1.38  2.35  0.81  3.08  2.20  3.38  1.71 27.20
 1984  0.71  0.70  1.16  3.41  3.33  6.76  3.21  1.02  1.98  5.76  2.48  1.90 32.42
 1985  1.18  2.29  3.31  0.84  2.26  1.44  2.41  4.20  5.97  5.06  4.39  1.90 35.25
 1986  0.55  1.98  2.74  2.19  5.82  4.03  3.19  5.06  9.39  2.84  1.49  0.75 40.03
 1987  0.51  0.00  1.67  1.44  3.17  3.04  2.39 10.40  4.11  0.73  4.38  3.40 35.24
 1988  1.44  0.83  1.46  0.80  1.53  0.69  0.54  4.44  2.22  1.26  2.13  0.93 18.27
 1989  1.22  0.32  1.57  3.09  1.45  1.54  2.52  3.52  4.29  1.97  0.53  0.22 22.24
 1990  1.49  0.64  3.51  2.08  3.76  8.44  3.02  7.60  0.50  1.40  1.98  2.18 36.60
 1991  0.83  0.34  5.70  4.23  2.45  1.72  0.32  5.54  4.05  3.74  4.28  1.47 34.67
 1992  1.45  1.32  1.13  4.08  0.18  0.62  7.14  3.33  4.93  0.73  6.88  2.26 34.05
 1993  1.32  1.10  2.82  4.18  4.90 10.57 12.24  6.56  4.76  1.19  1.10  0.66 51.40
 1994  1.13  2.38  0.43  2.00  2.07  5.24  5.70  3.86  4.36  0.39  2.42  1.34 31.32
 1995  0.64  0.16  2.04  5.13  5.51  3.10  3.04  3.05  1.18  2.71  3.32  0.27 30.15
 1996  2.39  0.28  0.90  1.69  5.66  4.78  3.58  2.15  2.49  4.08  1.50  1.39 30.89
 1997  1.21  2.51  0.96  0.84  4.67  8.66  0.92  4.23  3.49  1.70  1.05  1.28 31.52
 1998  0.90  1.89  4.14  4.09  3.96  7.83  0.77  7.68  3.46  5.68  0.93  0.42 41.75
 1999  2.27  0.94  1.02  6.86  3.67  3.50  5.98  4.56  1.71  1.57  0.79  0.82 33.69
 2000  0.90  1.12  1.00  3.48  3.61  8.87  2.95  2.81  4.54  1.37  1.26  2.31 34.22
 2001  1.37  3.64  1.12  2.51  6.29  4.71  2.49  3.90  5.64  3.81  1.79  1.26 38.53
 2002  0.17  0.99  1.82  3.95  4.44 10.66  6.75  8.67  3.28  3.95  0.21  0.63 45.52
 2003  0.32  0.41  1.05  2.18  4.24  2.53  4.84  0.27  4.83  1.51  7.62  2.21 32.01
 2004  0.59  1.47  4.27  1.01  8.68  4.58  3.70  4.33  0.90  3.94  2.13  1.05 36.65
 2005  2.38  1.25  0.89  1.67  2.78  3.55  1.78 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  1.15  1.15  2.15  3.14  3.85  4.66  3.54  4.21  3.50  2.48  2.25  1.48 33.04
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
