# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8806] WEBSTER-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia8806
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1497   1195   1223    646    137     81      9     11    182    443   1071   1444
 1952   1470   1001   1056    477    234      8      1     14    108    607    861   1281
 1953   1402   1116    904    665    212     15      8      3    104    290    763   1173
 1954   1518    833   1080    410    336     48      0      5     73    464    759   1180
 1955   1406   1258   1004    293    109     60      0      4    109    410   1067   1463
 1956   1500   1276   1017    583    186     15      5     22    148    245    895   1205
 1957   1590   1035    944    486    232     25      0      2    155    514    944   1130
 1958   1298   1383    996    493    147     73     13     26     92    345    805   1426
 1959   1582   1322    981    495    158     24     10      1    172    552   1148   1037
 1960   1442   1327   1429    470    183     38      7      3    139    426    798   1335
 1961   1436   1106    916    663    274     34      0      6    194    362    887   1417
 1962   1628   1270   1202    569    103     42     14      8    188    369    764   1273
 1963   1748   1328    828    420    214      8      0     29     75    124    706   1576
 1964   1219   1067   1064    485     89     30      0     47    138    459    739   1371
 1965   1509   1332   1356    564    109      9      1     35    206    370    824   1022
 1966   1684   1186    786    640    291     41      0     27    159    416    888   1328
 1967   1354   1259    820    449    330     22     31     39    149    487    925   1190
 1968   1434   1289    706    432    287     30      6     16    128    389    915   1363
 1969   1582   1209   1280    464    177     97      2      0    101    536    847   1361
 1970   1752   1188   1076    473    143     28     13      9    160    448    882   1321
 1971   1627   1246   1024    461    259      4     27     18    128    281    829   1251
 1972   1558   1416    947    557    182     44     21     26    134    526    930   1513
 1973   1415   1124    734    533    248      4      1      5    128    289    811   1412
 1974   1516   1135    884    432    252     51      1     36    224    393    852   1247
 1975   1425   1223   1178    653    121     24     11      3    209    353    745   1194
 1976   1374    936    863    368    219     11      2     10    125    595   1033   1455
 1977   1809   1048    699    292     31      8      0     17     64    473    888   1394
 1978   1768   1468    996    499    214     30      2      7     70    454    927   1473
 1979   1876   1532   1059    622    224     28      3     25     95    432    906   1128
 1980   1399   1336   1018    470    168     18      0      1     97    517    774   1278
 1981   1310   1043    772    344    226      5     11     16    107    498    743   1345
 1982   1803   1254    995    617    108     59      1     23    143    398    908   1148
 1983   1298   1012    920    665    273     41      0      0    122    463    845   1781
 1984   1492    976   1154    561    261      7      7      8    197    403    818   1236
 1985   1549   1259    784    369     90     56      4     20    194    441   1121   1689
 1986   1326   1282    775    402    150      6      0     44     83    424   1049   1283
 1987   1238    876    764    382     80     10      3     45    100    584    732   1165
 1988   1586   1358    833    499     52      6      2     16     81    599    861   1289
 1989   1124   1433   1020    488    223     44      0      8    196    397    973   1576
 1990   1087   1064    822    517    258     34     10     11    106    465    729   1452
 1991   1627   1040    824    443    160      0      2     10    194    482   1128   1207
 1992   1189    982    841    564    201     31     21     68    161    464    985   1285
 1993   1493   1327   1097    609    202     65      1     16    243    499    933   1236
 1994   1791   1395    844    488    186     24      7     39     99    349    774   1279
 1995   1501   1165    888    599    253     33     10      0    194    448   1033   1273
 1996   1545   1215   1082    548    290     41      7      5    178    384   1076   1438
 1997   1548   1141    873    588    304      1      9     18    105    471   1012   1183
 1998   1371    934   1052    490     84     93      0      0     58    399    751   1140
 1999   1598    958    929    501    194     50      1      9    193    496    657   1228
 2000   1418    992    709    520    152     53     15      3    149    345    998   1806
 2001   1446   1412   1160    442    191     70      4     15    176    503    521   1086
 2002   1173   1053   1136    548    295     19      3     17    125    635    946   1155
 2003   1471   1294   1008    488    243     44      4      2    200    437    917   1224
 2004   1512   1291    794    474    236     64     12     86     74    451    780   1255
 2005   1500    990    949    383    274      3      6      0      0      0      0      0
 MEAN   1488   1185    965    502    197     33      6     17    139    437    879   1315
