# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0576] BEDFORD-1-NNW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    1    1    0    0
 Sep 20    1    1    0    0
 Sep 22    9    1    0    0
 Sep 24   14    3    1    0
 Sep 26   16    3    1    0
 Sep 28   22    3    1    0
 Sep 30   29    9    3    0
 Oct 02   38   12    7    0
 Oct 04   50   14    7    0
 Oct 06   62   22    9    0
 Oct 08   64   29   14    1
 Oct 10   70   33   14    5
 Oct 12   74   37   16    7
 Oct 14   81   42   18    7
 Oct 16   81   48   24    7
 Oct 18   81   55   29   11
 Oct 20   85   61   38   16
 Oct 22   87   64   40   18
 Oct 24   92   72   51   20
 Oct 26   94   79   61   29
 Oct 28   96   83   64   29
 Oct 30  100   87   68   37
 Nov 01  100   90   72   46
 Nov 03  100   90   74   55
 Nov 05  100   94   85   68
 Nov 07  100   94   87   72
 Nov 09  100   98   90   77
 Nov 11  100   98   94   79
 Nov 13  100   98   98   85
 Nov 15  100   98   98   90
 Nov 17  100  100   98   92
 Nov 19  100  100   98   94
 Nov 21  100  100   98   94
 Nov 23  100  100   98   96
 Nov 25  100  100  100   98
 Nov 27  100  100  100   98
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
