# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0157] ALLISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia0157 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951      9      1      0      0    216    119     98     82
 1952     58     25     22     19    383    247    219    196
 1953    121     44     31     21    179     77     60     49
 1954     54     16     12      8    400    244    212    182
 1955    106     50     40     31    468    296    261    230
 1956     59     23     18     13    282    171    146    121
 1957     99     37     25     17    365    225    198    176
 1958     79     33     23     14    346    203    173    145
 1959     55     22     16     11    321    188    158    135
 1960     16      0      0      0    372    235    208    185
 1961     59     24     18     12    196    100     80     63
 1962     36     17     15     13    304    181    157    137
 1963    168    106     93     80    389    234    199    167
 1964     75     30     21     15    352    210    183    159
 1965      4      0      0      0    256    143    122    105
 1966    194     98     80     64    231    121    101     82
 1967    172    102     89     76    358    217    185    153
 1968    278    177    156    135    405    255    223    193
 1969     41     15     11      7    371    221    190    162
 1970     41      5      3      2    380    247    218    191
 1971     59     28     23     19    400    265    236    210
 1972     95     32     24     19    329    194    166    142
 1973    189     87     68     51    289    169    146    123
 1974     97     36     27     21    394    245    214    184
 1975     21      0      0      0    222    116    100     84
 1976    149     82     71     62    421    264    230    197
 1977    206    107     87     71    528    363    329    297
 1978    108     57     48     40    291    164    138    112
 1979     38      9      4      1    223    113     92     75
 1980     60     19     14      9    342    217    192    169
 1981    189     92     75     59    406    251    218    187
 1982     60     20     16     12    252    152    130    108
 1983     88     42     35     29    194    102     88     76
 1984     27      3      0      0    266    133    106     82
 1985    148     66     51     38    457    306    275    246
 1986    165     93     82     72    406    249    216    183
 1987    165     83     71     60    486    328    297    268
 1988    151     66     51     39    337    206    177    150
