# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3718] HAWARDEN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia3718
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.08  2.56  2.16  3.52  4.98  5.40  4.29  8.26  4.24  2.23  0.39  1.10 39.21
 1952  0.81  0.79  2.01  0.95  2.60  2.22  6.26  5.60  0.53  0.00  0.55  0.73 23.05
 1953  0.71  0.00  1.72  3.61  3.47  9.25  5.33  4.33  1.84  0.56  1.34  1.76 33.92
 1954  0.25  2.12  1.47  2.54  2.66  8.30  2.17  1.92  2.48  1.97  0.38  0.27 26.53
 1955  0.18  1.06  0.64  2.89  1.36  5.15  2.21  0.70  0.75  0.39  0.12  0.86 16.31
 1956  0.52  0.34  0.55  1.55  3.09  1.85  3.34  2.36  0.57  0.47  0.95  0.37 15.96
 1957  0.45  0.35  1.41  1.21  3.25  5.55  5.74  2.86  4.26  1.48  1.94  0.13 28.63
 1958  0.21  1.13  0.51  3.05  1.05  1.32  3.82  1.35  0.98  0.00  0.87  0.25 14.54
 1959  0.29  1.21  1.27  1.19  8.81  2.70  0.79  4.60  1.85  3.08  2.09  1.37 29.25
 1960  0.47  0.24  1.58  4.60  6.46  2.23  1.29  6.57  3.30  1.19  0.95  0.51 29.39
 1961  0.20  1.04  1.36  0.79  3.69  2.65  1.95  4.59  2.70  2.57  1.22  1.08 23.84
 1962  0.23  3.02  1.76  2.67  4.39  7.29  5.87  5.60  1.82  1.07  0.12  0.32 34.16
 1963  0.62  0.41  0.95  0.77  1.18  2.51  3.39  2.95  2.95  1.12  0.23  0.22 17.30
 1964  0.22  0.18  1.65  3.67  4.26  3.97  3.10  2.65  4.20  0.28  0.28  0.78 25.24
 1965  0.25  1.19  0.98  3.84  5.02  8.87  2.54  2.49  9.98  0.99  0.56  0.30 37.01
 1966  0.55  1.28  0.49  1.12  0.73  3.15  5.34  6.11  3.16  1.99  0.16  0.82 24.90
 1967  0.71  0.28  0.11  1.41  2.17  7.24  2.12  2.82  0.67  0.69  0.05  0.85 19.12
 1968  0.38  0.10  0.73  4.35  1.52  2.89  4.19  1.26  3.55  6.18  0.44  1.67 27.26
 1969  1.39  1.39  1.71  0.31  3.30  5.79  4.35  6.28  1.37  2.69  0.21  1.35 30.14
 1970  0.28  0.39  1.96  2.76  4.91  2.52  2.27  0.81  6.02  4.02  1.67  0.96 28.57
 1971  0.22  1.94  1.50  1.34  1.14  6.80  1.78  1.23  1.00  3.66  1.64  0.94 23.19
 1972  0.14  0.53  0.79  2.92  8.18  3.80  7.26  1.25  1.33  1.86  1.26  2.18 31.50
 1973  1.04  0.69  3.12  1.04  2.32  2.57  4.08  0.82  4.56  1.42  0.00  0.60 22.26
 1974  0.20  0.03  0.83  1.30  3.38  5.69  1.12  3.97  1.06  1.07  0.36  0.42 19.43
 1975  1.02  0.44  1.47  2.44  1.70  4.61  0.74  6.40  2.12  0.34  3.89  0.12 25.29
 1976  0.14  0.67  2.49  1.89  1.83  0.97  1.66  1.20  1.68  0.91  0.03  0.38 13.85
 1977  0.10  0.36  3.95  3.13  3.78  1.66  2.84  1.92  4.87  2.63  1.03  0.95 27.22
 1978  0.23  0.56  0.29  4.10  3.70  1.91  9.38  4.08  1.06  0.24  0.61  0.57 26.73
 1979  0.94  0.00  3.30  2.54  4.32  2.57  2.25  6.24  4.15  4.94  2.33  0.28 33.86
 1980  0.23  0.73  0.37  1.35  4.32  1.60  2.52  5.60  3.09  1.19  0.07  0.60 21.67
 1981  0.15  0.00  1.74  0.42  1.78  4.91  5.10  2.56  1.72  1.46  1.13  0.65 21.62
 1982  1.10  0.10  0.72  0.98  5.69  1.35  2.96  2.71  3.51  5.65  2.36  2.27 29.40
 1983  0.65  0.74  3.66  3.13  3.03 15.79  3.68  0.97  2.23  1.44  4.45  0.29 40.06
 1984  0.00  1.29  2.74  8.79  4.24  7.16  3.64  1.12  1.01  4.81  0.53  1.19 36.52
 1985  0.29  0.00  2.71  6.41  4.53  3.55  0.45  8.61  6.92  0.47  1.70  0.56 36.20
 1986  0.34  0.00  2.18  4.89  3.48  2.63  1.97  3.18  6.24  2.17  1.24  0.20 28.52
 1987  0.18  0.25  4.47  0.65  4.16  0.82  4.75  3.08  4.02  0.40  1.22  0.86 24.86
 1988  1.22  0.56  0.20  3.38  2.06  1.20  0.96  6.63  4.42  0.31  1.93  0.40 23.27
 1989  0.22  0.28  1.40  1.62  0.85  2.36  5.47  1.88  2.63  0.03  0.28  0.49 17.51
 1990  0.67  0.30  2.05  0.96  4.84  3.18  2.13  2.35  1.54  1.91  1.11  0.52 21.56
 1991  0.24  0.53  1.29  2.44  3.14  3.27  5.18  1.90  2.16  1.30  2.88  0.43 24.76
 1992  0.63  1.12  3.02  2.40  3.43  2.80  6.32  4.16  4.30  4.98  1.27  0.93 35.36
 1993  0.57  1.09  2.49  3.13  4.63  4.15  7.10  3.63  1.81  1.10  1.73  0.68 32.11
 1994  1.18  0.46  0.00  3.83  1.41  4.13  2.02  2.22  2.62  1.08  1.71  0.76 21.42
 1995  0.03  0.10  4.65  5.50  6.37  2.04  3.14  3.74  2.34  3.78  0.98  0.28 32.95
 1996  0.90  0.04  1.25  0.79  4.01  3.26  3.31  2.94  2.95  1.77  4.33  1.29 26.84
 1997  0.87  1.14  0.59  2.85  3.66  4.33  1.09  1.72  2.67  1.96  0.40  0.15 21.43
 1998  0.47  0.57  3.29  4.43  1.96  3.40  2.92  2.72  0.25  4.81  2.91  0.24 27.97
 1999  0.77  0.38  0.78  4.50  3.82  6.32  8.40  1.92  0.49  0.84  0.22  0.17 28.61
 2000  0.40  1.23  1.20  1.05  3.62  4.16  2.47  3.45  0.74  3.16  2.57  0.66 24.71
 2001  1.82  0.83  0.69  5.54  4.36  2.59  4.28  1.49  3.75  2.28  3.14  0.11 30.88
 2002  0.11  0.56  0.78  2.37  2.83  2.04  2.48  4.52  1.09  3.40  0.12  0.09 20.39
 2003  0.45  1.01  1.83  2.65  4.11  5.01  4.37  0.95  5.14  0.85  0.58  0.69 27.64
 2004  1.17  0.99  3.07  2.13  5.03  1.51  1.45  3.62  6.26  0.73  2.00  0.13 28.09
 2005  0.36  1.10  1.04  4.27  3.80  8.82  2.86 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.51  0.72  1.65  2.69  3.53  4.07  3.50  3.31  2.83  1.89  1.23  0.68 26.04
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
