# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7669] SIDNEY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia7669
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1239    959    968    542     77     45      0      0    109    358    862   1258
 1952   1189    803    914    408    113      0      0      0     42    409    719   1150
 1953   1156    842    746    510    165      6      0      0     43    207    587    967
 1954   1280    624    871    272    211     16      0      0     30    329    561   1016
 1955   1227   1165    822    197     63     42      0      0     43    254    930   1198
 1956   1281   1063    785    458    120     12      0      5     55    156    715    998
 1957   1422    870    797    402    131      3      0      0     87    412    816    899
 1958   1180   1221    918    388     78     17      0     11     44    256    629   1165
 1959   1403   1065    739    386    134     13      7      0     90    427    902    892
 1960   1332   1279   1281    353    106     11      0      0     58    267    680   1101
 1961   1205    906    769    508    204     15      0      4    145    240    772   1358
 1962   1436   1041    979    390     17     13      1      0    113    271    654   1093
 1963   1547   1014    593    261    105      0      0      7     43     69    561   1415
 1964   1048    951    850    308     59     20      0     20     86    304    617   1161
 1965   1238   1125   1146    322     52      0      0      4    116    196    624    836
 1966   1392    993    609    475    162     14      0     11    108    291    706   1148
 1967   1215   1020    626    319    239     26      5     11     91    367    768   1083
 1968   1317   1022    514    292    193      8      0      1     49    268    821   1245
 1969   1407   1045    974    321    116     29      0      0     23    421    674   1170
 1970   1449    865    870    350     60      7      0      0     87    389    777   1038
 1971   1401   1103    825    301    146      0      6      1     71    167    676   1059
 1972   1309   1023    649    365    134      8      2      2     68    386    823   1303
 1973   1247    960    615    396    137      0      0      0     68    173    669   1255
 1974   1325    891    627    305     90     10      0      2    134    222    692   1067
 1975   1298   1146    962    439     53     11      0      0    110    203    620   1019
 1976   1168    735    704    262    159      1      0      0     52    456    874   1163
 1977   1587    872    538    205     11      0      0      0     17    315    736   1184
 1978   1555   1344    907    366    137      8      0      0     37    294    758   1212
 1979   1695   1355    808    448    138     16      3      6     29    257    787    948
 1980   1228   1199    892    352     92      5      0      0     54    339    637   1077
 1981   1085    911    628    169    150      0      5      2     54    355    620   1209
 1982   1584   1090    825    450     64     29      0      9    102    296    817   1016
 1983   1144    880    775    555    173     11      0      0     62    312    712   1690
 1984   1281    767    951    467    170      0      0      0    126    270    647   1024
 1985   1369   1087    566    260     34     10      0      3    147    278    966   1394
 1986    940   1062    550    281     62      0      0     12     27    281    828   1055
 1987   1050    692    606    283     47      0      0     14     47    396    596    983
 1988   1250   1082    657    298     11      0      5      1     23    390    620    955
 1989    882   1262    737    288     94     10      3      5    146    342    817   1484
 1990   1007    943    727    493    221     17     10      2     66    347    610   1298
 1991   1529    841    697    343    118      1      0      0    119    382   1045   1026
 1992   1043    843    652    499    141     20      5     26    120    355    900   1139
 1993   1416   1216    903    546    152     44      0      7    190    434    902   1089
 1994   1410   1198    718    435    143     21      0      7     91    282    689   1074
 1995   1348    944    804    526    257     20      3      0    149    352    944   1129
 1996   1457   1076   1003    512    230     28      1      0    149    364    974   1287
 1997   1434   1014    743    585    274      1      7      9     55    399    864   1122
 1998   1230    799   1028    422     68     64      1      0     25    267    634   1004
 1999   1324    826    800    428    142     32      0      3    118    334    496   1027
 2000   1136    848    637    408     74     16      0      3     79    232    938   1561
 2001   1239   1231    963    315    130     53      0      1     92    345    427    974
 2002   1070    932    976    423    220      1      0      1     67    548    827    990
 2003   1292   1137    815    380    184     40      0      0    134    280    816   1038
 2004   1371   1186    662    341    150     29     10     26     20    301    657   1090
 2005   1359    861    775    327    169      0      5      0      0      0      0      0
 MEAN   1291   1004    791    381    127     15      1      4     80    312    741   1132
