# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0576] BEDFORD-1-NNW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia0576
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1253   1032    976    565    128     61      5      8    155    394    947   1285
 1952   1194    836    929    415    138      2      2      3     52    395    722   1106
 1953   1157    843    730    514    191      4      0      0     42    182    601   1012
 1954   1249    651    877    268    236     26      0      1     22    324    577   1006
 1955   1218   1145    801    191     68     49      0      0     55    264    897   1181
 1956   1239   1071    764    449     92     14      0      6     48    118    751   1014
 1957   1420    878    793    446    136      5      0      1     75    405    803    920
 1958   1168   1239    916    402     92     21      1     12     46    268    625   1191
 1959   1412   1074    755    434    125     11      7      0    124    475    951    975
 1960   1318   1244   1282    380    144     20      0      0     83    306    684   1136
 1961   1224    897    791    544    220     26      0      6    174    317    803   1360
 1962   1476   1067    970    438     25     19      1      1    125    279    681   1099
 1963   1564   1067    634    326    143      2      0      9     48     85    630   1486
 1964   1078   1010    878    304     48     28      0     27     92    405    596   1197
 1965   1292   1140   1149    366     60      4      0      1    107    288    669    875
 1966   1480   1048    697    510    210     24      0     23    126    355    685   1157
 1967   1177   1040    661    324    255     24     16     28    113    386    747   1051
 1968   1319   1079    594    331    196      7      4      5     74    295    835   1233
 1969   1323    998    949    359    127     49      0      0     42    439    729   1181
 1970   1448    935    874    388     80     13      4      0     99    393    786   1048
 1971   1444   1177    849    343    202      0     17      6    102    209    695   1042
 1972   1334   1079    722    415    165     22     10      8     95    451    852   1325
 1973   1281    993    636    462    194      2      0      1     82    233    693   1235
 1974   1356    934    664    343    141     49      0     15    158    301    729   1078
 1975   1260   1141    981    463     98     21      7      0    175    307    626   1039
 1976   1238    829    757    303    196     16      0      1     81    539    955   1268
 1977   1670    979    616    249     36      2      0      0     25    366    745   1253
 1978   1585   1370    971    401    209     17      0      3     58    406    762   1235
 1979   1736   1396    857    499    164     15      6      9     60    333    818   1012
 1980   1266   1227    936    407    135     14      0      0     86    422    691   1109
 1981   1148    966    679    205    208      3      3      7     57    395    655   1201
 1982   1607   1120    850    475     84     42      0     14    102    324    758   1018
 1983   1165    886    782    592    207     20      0      0     75    367    747   1712
 1984   1341    805    992    485    215      2      0      2    145    321    693   1047
 1985   1460   1163    615    279     63     26      0      4    166    319    952   1478
 1986   1052   1094    599    312     84      0      0     22     31    320    885   1089
 1987   1143    758    620    277     50      4      0     13     54    543    691   1060
 1988   1317   1204    758    414     26      0      1      0     43    509    746   1057
 1989    964   1347    796    391    160     23      0      6    157    318    797   1483
 1990   1011    924    715    474    215     17      4      2     69    368    607   1280
 1991   1472    841    657    340     86      2      0      1    127    363   1010   1033
 1992   1023    828    634    453    147      8      2     24    117    346    870   1127
 1993   1326   1208    887    492    120     45      0      6    172    424    853   1076
 1994   1461   1170    698    374    129     15      0      3     75    288    670   1012
 1995   1304    928    726    471    220     17      3      0    119    362    900   1155
 1996   1435   1064    951    439    183     27      3      0    133    318    925   1248
 1997   1422    991    693    545    251      1      7      6     77    419    873   1149
 1998   1179    791   1044    471     76     70      0      0     24    316    667   1087
 1999   1378    855    852    448    195     38      2      5    157    404    564   1101
 2000   1184    889    677    443    116     28      0      4    105    273    964   1643
 2001   1331   1263   1037    346    137     58      0      1    129    426    494   1000
 2002   1120    969    974    448    262      6      0      0     65    564    893   1055
 2003   1363   1189    846    405    194     41      0      0    161    322    826   1069
 2004   1397   1181    700    395    162     39     10     32     40    351    685   1129
 2005   1350    902    842    361    201      1      6      0      0      0      0      0
 MEAN   1311   1032    812    403    146     20      2      6     93    350    759   1156
