# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3632] HARLAN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    1    0    0    0
 Sep 20    1    0    0    0
 Sep 22   11    0    0    0
 Sep 24   12    0    0    0
 Sep 26   16    0    0    0
 Sep 28   25    1    0    0
 Sep 30   35    5    0    0
 Oct 02   42    7    3    0
 Oct 04   51   12    7    0
 Oct 06   61   22   11    0
 Oct 08   70   22   12    1
 Oct 10   75   33   20    3
 Oct 12   79   40   24    3
 Oct 14   83   48   25    3
 Oct 16   87   51   29    3
 Oct 18   88   61   33    7
 Oct 20   88   68   44   12
 Oct 22   90   68   46   14
 Oct 24   94   74   55   16
 Oct 26   94   81   64   27
 Oct 28   98   87   72   31
 Oct 30   98   92   81   40
 Nov 01   98   96   87   46
 Nov 03   98   96   87   59
 Nov 05  100   98   92   70
 Nov 07  100   98   92   74
 Nov 09  100  100   96   77
 Nov 11  100  100   96   79
 Nov 13  100  100   98   87
 Nov 15  100  100   98   92
 Nov 17  100  100   98   92
 Nov 19  100  100   98   96
 Nov 21  100  100   98   96
 Nov 23  100  100  100   98
 Nov 25  100  100  100   98
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
