# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5769] MOUNT-AYR
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia5769
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  32   2  45   4  44   6  45   4  38   6  31   9  37   7  35  12  38   6  46  10  44   3  39   3
  2  31   1  40   5  45   4  46   4  40  11  36  12  31  10  37  13  38  10  39   6  37   6  38   4
  3  33   3  40   4  43   5  42   3  36   6  39   3  33  14  31   7  41  12  41   3  35   3  50   6
  4  37   5  38   4  41   3  50   8  40   6  31   8  32  11  35   9  43   8  40   5  37   3  39   2
  5  41   5  36   2  42   5  43   3  38   9  34   3  36  10  34   6  35   6  40   8  35   4  33   3
  6  36   4  36   5  43   6  46   5  36   7  36   4  36   7  37   6  49   7  40   8  40   3  46   4
  7  43   5  41   4  36   3  53   2  37   5  33   8  37  10  32   7  39   6  39   7  35   3  43   5
  8  38   6  37   5  41   4  41   4  38   8  33   6  32  12  35   4  41   9  39   9  40   4  36   4
  9  36   3  40   3  47   7  48   6  36   7  37   6  31  10  33   9  32  10  42   9  34   6  38   4
 10  46   2  35   5  41   3  53   4  35   9  44   5  31   8  36  10  43  11  44   6  44   4  33   3
 11  41   4  38   6  42   5  42   4  34   7  35   8  31   9  34  10  36   7  46   8  36   5  38   5
 12  43   4  41   5  46   5  39   3  38  10  29   8  29   8  33   7  49   7  40   7  45   5  37   5
 13  36   5  37   4  43   3  41   6  39   6  47   3  36   9  32   8  34   9  36   5  41   4  38   6
 14  39   5  34   7  45   4  40   4  34   8  34  10  31  10  38   8  36   3  39  11  38   6  36   2
 15  46   4  37   3  52   5  42   4  33   9  34   7  36   7  36   4  38   8  38   8  42   7  40   4
 16  45   6  46   4  42   7  40   5  49  10  33  10  32   6  33   7  41   5  39   5  42   5  42   6
 17  40   3  44   4  41   5  45   3  38  10  37   5  33   9  34   7  45   5  38   6  34   6  36   2
 18  54   4  50   3  42   2  40   8  44   5  31   4  35   8  34   5  42   9  49   5  37   2  42   2
 19  40   5  38   3  37   2  39   3  36   8  32   5  35   7  34  10  42   6  42   4  44   2  47   3
 20  42   4  38   3  40   3  41   8  38  12  35   4  30   9  36   3  40   4  48   6  38   5  39   4
 21  40   5  43   5  41   6  40   6  37  10  33  11  31   5  32   8  40   6  38   3  39   5  39   5
 22  38   1  39   2  45   7  40   6  35   9  31   7  32   7  33  11  43   8  43   4  45   1  37   4
 23  47   3  39   3  50   6  44   8  35   8  32   8  31  10  33  11  40   5  42   3  35   2  34   2
 24  45   3  45   4  54   5  38   6  41   7  35   5  35  10  30  10  38   4  45   4  34   3  39   2
 25  44   7  49   5  54   2  39   7  35   9  35  12  30  11  35  10  39   7  40   5  35   1  35   5
 26  39   2  43   5  43   4  39  11  34   2  36   8  32   8  36  10  40   7  48   5  36   3  40   5
 27  35   2  35   4  53   4  37   7  32   2  33   6  36  10  33   9  41   7  40   8  40   2  33   4
 28  40   4  37   6  41   5  40  10  33   5  38   2  39   7  36  11  40   5  39   4  45   2  30   3
 29  44   5  37   6  40   4  41   5  34   4  30   9  36   9  34  10  40  11  42   4  33   1  44   4
 30  37   6  **  **  42   6  46   5  32   8  29   9  36  12  37   9  44   9  37   5  38   3  40   5
 31  50   5  **  **  42   5  **  **  35   6  **  **  34   8  33  11  **  **  45   4  **  **  34   0
