# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5230] MASON-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia5230
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.50  2.19  4.02  6.00  4.25  6.88  2.93  7.02  2.18  1.86  0.70  0.58 39.11
 1952  1.60  0.33  1.96  1.35  3.11  5.17  5.14  3.34  0.40  0.00  1.10  0.33 23.83
 1953  0.85  1.13  1.65  4.07  1.28  3.45  4.54  4.67  0.66  0.13  1.93  1.40 25.76
 1954  0.43  0.45  0.90  4.74  4.11 13.45  4.19 10.37  2.10  3.78  0.34  0.30 45.16
 1955  0.21  1.12  0.89  2.52  1.85  1.67  5.21  1.28  1.93  1.71  0.23  0.37 18.99
 1956  0.68  0.19  2.24  1.35  3.80  2.09  8.12  3.72  1.95  2.58  1.21  0.45 28.38
 1957  0.32  0.28  1.26  1.18  6.14  4.23  2.25  4.96  2.64  1.63  2.97  0.64 28.50
 1958  0.35  0.10  0.43  2.88  1.22  5.67  1.94  1.47  1.41  1.66  1.09  0.22 18.44
 1959  0.34  1.84  2.23  1.55  8.41  4.04  2.57  5.97  5.15  1.68  1.73  1.06 36.57
 1960  0.23  0.58  0.58  2.53  5.18  3.94  3.36  6.04  3.81  0.86  0.64  0.73 28.48
 1961  0.33  2.03  3.83  1.75  2.51  1.87  5.36  2.17  4.98  4.96  1.61  1.18 32.58
 1962  0.02  1.22  1.27  1.88  4.24  3.07  8.08  9.11  2.63  1.89  0.05  0.08 33.54
 1963  0.51  0.75  3.26  3.52  5.81  5.51  8.42  2.99  0.74  1.00  1.60  0.43 34.54
 1964  0.53  0.00  1.16  3.93  3.80  2.48  2.89  4.61  7.96  0.37  1.13  1.07 29.93
 1965  0.59  1.47  3.21  4.70  5.03  2.79  4.05  2.14 13.58  0.54  1.34  1.70 41.14
 1966  0.67  0.94  3.04  2.21  3.15  6.61  7.64  1.90  1.29  1.83  0.21  0.85 30.34
 1967  1.50  0.76  1.23  3.44  4.62  6.34  1.81  3.26  1.21  2.00  0.33  0.76 27.26
 1968  0.81  0.05  0.39  6.51  3.38  7.39  3.23  4.59  4.72  2.58  0.37  2.20 36.22
 1969  1.77  0.30  0.77  2.32  4.42 11.51  6.02  2.19  2.20  3.84  0.48  2.00 37.82
 1970  0.20  0.15  1.60  2.06  6.45  2.25  5.55  3.41  4.29  5.16  2.76  0.90 34.78
 1971  0.96  3.02  1.87  0.83  2.64  7.41  1.81  1.30  4.91  4.38  3.77  1.05 33.95
 1972  0.18  0.43  0.80  2.23  3.24  3.55  5.22  3.01  7.82  3.88  1.46  1.04 32.86
 1973  1.72  0.79  0.00  0.00  0.00  0.00  1.14  2.70  5.93  2.82  0.00  2.52 17.62
 1974  0.36  1.00  1.92  3.60  5.30  3.42  1.55  2.91  1.42  3.64  1.42  0.39 26.93
 1975  1.58  0.40  1.99  5.75  3.64  3.91  0.00  0.00  0.00  0.00  0.00  0.00 17.27
 1976  0.02  0.62  4.11  3.89  4.79  2.23  3.08  1.39  1.02  1.41  0.08  0.19 22.83
 1977  0.24  0.71  2.71  5.40  2.57  4.03  3.25  5.90  3.74  2.96  0.00  0.65 32.16
 1978  0.00  0.00  0.00  0.00  1.90  5.95  6.28  1.45  4.66  1.18  3.27  1.40 26.09
 1979  1.13  0.25  3.02  2.31  2.88  2.54  5.81 13.18  1.06  4.18  3.32  0.55 40.23
 1980  1.97  0.67  0.77  0.87  4.64  2.79  4.39 15.72  4.32  1.65  0.13  0.34 38.26
 1981  0.15  1.60  0.83  3.84  5.26  8.55  6.53  9.47  2.31  1.91  1.03  0.97 42.45
 1982  2.27  0.14  1.22  2.26  8.27  5.05  3.05  4.01  3.91  3.59  4.56  3.26 41.59
 1983  1.06  1.41  2.98  2.87  6.31  5.34  2.64  6.99  7.53  3.03  4.47  0.81 45.44
 1984  0.39  1.43  1.75  5.50  4.24 12.74  2.77  1.69  1.06  4.99  2.12  1.42 40.10
 1985  0.74  0.46  2.30  2.56  2.05  4.74  1.76  3.18  8.01  1.25  0.85  1.56 29.46
 1986  0.15  0.76  2.03  4.49  6.41  2.05  5.77  3.78  4.22  4.36  1.41  0.55 35.98
 1987  0.26  0.08  1.93  1.30  1.64  2.73  3.44  4.69  3.73  0.64  2.53  1.50 24.47
 1988  1.13  0.59  0.71  3.66  1.24  3.30  1.34  4.36  4.87  0.44  3.03  0.83 25.50
 1989  0.45  0.14  1.27  1.67  0.90  2.06  2.00  2.09  2.44  1.54  0.44  0.13 15.13
 1990  0.67  0.50  5.46  3.35  4.30  5.36 11.73  8.32  1.62  1.86  0.62  1.57 45.36
 1991  0.71  0.23  3.59  6.63  8.53  2.94  4.62  4.48  3.43  3.46  5.03  1.74 45.39
 1992  1.14  1.07  3.22  3.37  4.36  3.82  6.09  3.11  4.96  1.48  4.57  1.57 38.76
 1993  0.85  1.21  1.90  4.06  7.75  8.83  8.30  7.63  1.23  1.14  1.03  0.92 44.85
 1994  1.29  0.75  0.05  2.83  3.02  7.75  5.86  1.99  3.59  3.68  1.39  0.65 32.85
 1995  0.61  0.01  2.40  3.86  3.86  7.02  2.72  5.65  3.44  1.68  1.14  0.23 32.62
 1996  1.68  0.03  2.15  0.68  2.94  5.46  1.65  6.07  1.41  2.98  3.83  1.06 29.94
 1997  1.06  1.31  2.24  1.40  5.20  3.87  6.73  2.36  2.11  3.22  0.51  0.54 30.55
 1998  0.94  0.97  2.27  3.65  3.41  7.84  2.17  3.53  2.02  3.80  0.94  0.31 31.85
 1999  1.40  0.92  0.86  8.28  8.43  6.05 12.08  2.25  1.21  1.24  0.68  0.79 44.19
 2000  0.97  0.75  1.32  1.74  4.20  6.37  5.58  3.38  1.29  1.62  2.75  1.66 31.63
 2001  1.29  1.20  1.16  3.99  7.94  3.09  4.50  2.45  2.19  1.46  1.52  0.67 31.46
 2002  0.37  1.08  0.98  3.29  2.16  3.26  7.20  5.91  2.21  3.58  0.12  0.46 30.62
 2003  0.29  0.40  1.76  2.12  5.19  5.88  3.60  1.29  1.09  0.45  2.42  0.66 25.15
 2004  0.44  1.36  2.99  2.77 13.23  3.85  5.81  3.85  4.85  1.46  1.62  0.46 42.69
 2005  1.41  1.77  1.59  5.19  5.76  7.39  3.68 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.77  0.80  1.86  3.10  4.38  4.94  4.50  4.36  3.25  2.24  1.55  0.92 31.96
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
