# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3584] HAMPTON-2-NW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.27   0.23   64(70)   17(19)    7( 8)    3( 3)    0( 0)    0       91
  2 3/8-->3/14       1.60   0.29   64(67)   12(13)   15(16)    5( 5)    0( 0)    0       96
  3 3/15-->3/21      1.42   0.22   74(74)   13(13)   10(10)    3( 3)    0( 0)    0      100
  4 3/22-->3/28      1.54   0.33   48(57)   17(20)   13(15)    6( 7)    0( 0)    0       84
  5 3/29-->4/4       1.52   0.27   69(63)   26(24)    8( 7)    7( 6)    0( 0)    0      110
  6 4/5-->4/11       2.35   0.29   61(59)   26(25)   14(14)    1( 1)    1( 1)    0      103
  7 4/12-->4/18      1.48   0.32   72(61)   21(18)   17(14)    9( 8)    0( 0)    0      119
  8 4/19-->4/25      2.70   0.36   78(59)   23(17)   25(19)    5( 4)    2( 2)    0      133
  9 4/26-->5/2       2.43   0.40   72(57)   24(19)   17(13)   13(10)    1( 1)    0      127
 10 5/3-->5/9        2.21   0.37   58(48)   35(29)   20(17)    7( 6)    1( 1)    0      121
 11 5/10-->5/16      1.83   0.38   76(54)   32(23)   22(15)   12( 8)    0( 0)    0      142
 12 5/17-->5/23      2.88   0.41   73(52)   36(26)   16(11)   10( 7)    5( 4)    0      140
 13 5/24-->5/30      2.21   0.37   87(54)   34(21)   28(17)   11( 7)    1( 1)    0      161
 14 5/31-->6/6       4.78   0.39   67(53)   30(24)   14(11)   15(12)    1( 1)    0      127
 15 6/7-->6/13       4.64   0.48   68(49)   30(22)   21(15)   12( 9)    7( 5)    0      138
 16 6/14-->6/20      3.20   0.47   63(48)   25(19)   27(21)   11( 8)    5( 4)    0      131
 17 6/21-->6/27      5.14   0.74   43(39)   24(22)   17(15)   17(15)   10( 9)    0      111
 18 6/28-->7/4       3.30   0.45   64(53)   19(16)   20(17)   15(13)    2( 2)    0      120
 19 7/5-->7/11       4.58   0.63   52(44)   23(19)   16(13)   22(18)    6( 5)    0      119
