# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7678] SIGOURNEY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia7678
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.82  2.37  4.57  2.89  7.28  7.83  6.09  5.17  1.18  4.00  2.28  0.49 44.97
 1952  1.24  1.01  3.37  1.50  3.97  5.50  2.75  3.79  0.41  0.00  4.42  0.00 27.96
 1953  0.91  1.90  2.88  2.05  1.60  3.55  0.43  0.72  1.29  0.35  0.44  1.32 17.44
 1954  0.18  0.54  1.40  3.46  6.69  4.33  0.34  8.80  1.23  4.04  0.37  0.60 31.98
 1955  1.55  0.19  0.75  6.22  4.09  1.87  3.08  1.87  6.09  1.07  0.28  0.07 27.13
 1956  0.16  0.64  0.47  1.08  1.33  2.17  2.81  5.46  0.84  0.95  0.77  0.43 17.11
 1957  0.35  0.07  1.97  4.47  4.02  3.76  4.32  3.29  2.30  2.08  2.35  0.96 29.94
 1958  1.35  0.30  0.21  1.41  3.20  4.72  8.31  3.50  5.22  0.72  1.64  0.03 30.61
 1959  0.92  0.85  1.89  4.16  7.28  2.68  3.99  3.07  5.01  4.48  1.19  1.11 36.63
 1960  2.02  1.38  1.86  2.97  6.32  4.85  3.65  3.40  3.01  3.01  2.63  0.57 35.67
 1961  0.36  0.16  4.55  1.42  1.20  0.76  8.56  2.67  7.16  2.64  7.80  1.55 38.83
 1962  0.61  1.59  1.49  1.30  6.89  2.72  5.48  4.00  1.48  4.61  1.62  0.32 32.11
 1963  0.37  0.53  4.10  4.04  2.94  0.64  7.98  6.86  1.90  0.62  2.90  0.04 32.92
 1964  0.30  1.10  1.40  4.69  1.24  6.96  1.95  1.91  2.27  0.00  1.06  1.05 23.93
 1965  1.26  0.65  0.05  6.41  3.17  3.42  6.86  7.24 12.06  0.96  0.73  2.22 45.03
 1966  1.02  0.59  0.57  3.49  6.60  7.71  4.45  0.48  0.98  3.48  1.38  0.99 31.74
 1967  0.97  0.53  2.47  5.58  2.91  4.69  4.34  1.69  3.35  5.12  1.43  2.01 35.09
 1968  0.04  0.15  1.61  3.59  2.41  3.27  2.15  1.51  5.14  4.45  1.44  1.89 27.65
 1969  2.33  1.73  0.84  4.12  4.06  8.50  7.67  3.88  3.32  4.91  1.22  0.16 42.74
 1970  0.30  0.00  1.57  4.53  3.71  4.22  2.56  6.68  9.29  4.37  0.98  1.55 39.76
 1971  1.68  0.87  0.12  1.51  3.20  1.49  6.77  0.83  3.53  3.41  5.74  2.26 31.41
 1972  1.00  0.39  0.80  6.99  4.34  2.72  5.63  4.26  3.59  2.11  2.40  0.96 35.19
 1973  2.64  1.24  2.18  5.66  8.05  3.16  6.33  3.64  7.10  2.45  1.63  2.50 46.58
 1974  1.18  0.46  3.03  0.00  7.80  4.12  3.08  4.25  2.10  2.13  2.51  1.62 32.28
 1975  1.33  0.95  1.33  2.74  3.29  1.95  0.18  4.39  3.49  0.49  2.19  0.51 22.84
 1976  0.37  1.29  3.11  7.82  1.95  5.13  2.52  0.52  1.69  1.75  0.04  0.26 26.45
 1977  0.14  0.24  5.62  1.80  3.39  2.64  2.16  7.23  5.17  4.93  1.11  1.23 35.66
 1978  0.30  0.11  0.39  4.64  4.25  4.36  6.52  3.20  4.53  1.93  3.43  1.08 34.74
 1979  2.44  0.38  4.41  4.38  2.80  5.59  4.53  4.32  0.18  3.18  1.62  0.85 34.68
 1980  1.44  0.89  0.96  1.50  1.29  3.77  5.20  6.44  3.79  2.57  0.64  2.42 30.91
 1981  0.10  1.80  0.25 10.07  0.69  5.55  2.83  2.35  3.50  3.64  3.70  0.92 35.40
 1982  2.12  0.45  6.14  3.64  5.68  1.65  8.36  3.55  4.29  2.51  2.88  2.97 44.24
 1983  0.40  1.14  1.72  1.58  3.18  1.54  1.14  1.79  5.71  2.98  5.76  1.91 28.85
 1984  0.42  0.92  2.43  3.80  5.77  6.79  4.83  1.39  2.20  6.81  2.35  2.63 40.34
 1985  0.43  1.30  2.58  1.14  1.55  2.24  3.95  3.02  4.41  6.14  4.38  0.55 31.69
 1986  0.02  0.43  1.83  2.25  5.36  3.21  5.44  4.75  7.05  3.32  0.80  0.95 35.41
 1987  0.24  0.11  2.91  2.88  3.43  3.25  2.90  6.88  1.53  1.25  5.22  1.94 32.54
 1988  0.38  0.20  0.65  1.21  2.25  0.53  0.55  3.30  2.20  0.98  3.38  0.78 16.41
 1989  0.43  0.85  0.40  2.36  3.71  3.78  1.72  5.15  4.05  1.52  0.10  0.37 24.44
 1990  1.58  1.09  5.99  2.50  7.21  9.07  6.14  3.61  1.69  2.46  2.43  1.52 45.29
 1991  1.03  0.30  5.20  2.50  2.88  1.38  0.46  6.61  3.12  2.80  5.09  1.75 33.12
