# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6327] OSKALOOSA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
#DAILY MEAN HIGHS AND LOWS FOR STATION NUMBER  ia6327
    JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  30  13  31  15  43  22  56  34  68  44  76  55  85  63  85  62  82  58  74  47  56  37  41  24
  2  30  15  30  12  42  23  57  34  69  45  76  54  85  63  85  64  82  59  73  47  55  35  42  25
  3  31  13  30  11  42  24  56  34  69  46  77  53  84  63  85  64  82  58  71  46  54  34  42  23
  4  29  11  33  12  42  22  55  33  70  47  78  55  85  63  85  62  81  57  69  45  51  33  41  23
  5  29  10  32  14  41  22  56  34  71  49  80  58  85  62  82  62  80  56  68  45  52  31  41  24
  6  29  11  31  14  41  21  60  34  70  47  80  58  85  62  83  63  80  57  67  45  51  32  38  21
  7  27   9  31  13  41  20  61  36  70  47  80  59  87  63  84  62  82  57  67  43  52  31  37  20
  8  28  10  32  14  43  22  57  35  71  48  80  59  86  65  84  62  81  57  68  44  52  31  35  19
  9  28  10  33  15  44  23  57  33  70  48  80  58  85  64  84  62  80  57  66  42  51  31  35  17
 10  27   9  35  17  45  24  58  35  71  47  81  59  86  63  85  61  79  54  67  41  51  29  35  17
 11  29  10  33  15  46  27  58  37  72  48  81  60  86  64  83  60  79  53  67  43  51  30  35  18
 12  30  12  34  15  45  27  58  37  72  48  82  61  86  65  83  60  79  54  68  44  49  30  34  17
 13  32  13  37  17  45  26  59  36  72  48  83  61  87  65  84  61  78  53  68  44  50  31  34  15
 14  30  14  36  18  47  27  60  38  72  49  82  61  86  64  84  61  75  53  68  45  50  31  34  17
 15  29  11  35  17  46  26  63  39  73  50  80  60  86  63  84  61  75  51  67  44  51  31  34  16
 16  30  10  36  16  48  26  64  40  74  51  81  59  86  64  84  62  73  51  67  43  50  31  35  16
 17  30  10  37  17  48  27  64  40  75  52  82  59  87  65  85  62  76  52  66  41  50  31  32  16
 18  29  12  39  21  47  28  65  42  75  53  82  60  88  66  84  62  76  53  62  39  48  30  32  15
 19  31  12  38  21  47  29  64  42  75  51  84  61  87  67  84  62  75  53  62  38  49  29  34  16
 20  29  10  40  19  48  28  64  43  76  52  83  61  86  66  83  60  75  52  63  40  46  27  31  15
 21  30  12  39  20  47  27  64  42  76  52  82  60  86  65  82  60  73  50  65  40  45  26  31  14
 22  32  13  38  19  51  28  64  42  74  53  82  60  86  65  83  61  72  48  65  41  47  26  32  16
 23  31  12  38  21  50  29  65  42  74  52  83  60  86  64  83  61  69  47  62  40  45  26  33  16
 24  31  12  39  19  50  28  67  42  74  52  83  60  86  64  82  60  71  46  61  39  45  25  32  14
 25  30  12  40  21  50  28  68  44  74  53  84  62  86  64  83  60  72  49  60  38  44  26  31  14
 26  29  10  41  21  50  29  68  44  73  53  85  63  86  64  83  61  73  47  61  38  44  25  32  15
 27  28  10  41  22  54  32  67  46  75  53  85  63  87  64  85  61  72  47  60  39  41  24  33  16
 28  30  10  41  22  55  33  65  44  74  54  86  63  86  63  84  61  73  48  58  36  38  20  34  17
 29  29  11  45  20  51  33  67  44  75  54  85  64  85  63  85  61  73  48  58  36  39  22  33  17
 30  30   9 *** ***  53  33  67  44  77  55  85  63  86  63  84  61  73  47  59  38  41  22  32  14
 31  33  11 *** ***  56  34 *** ***  78  55 *** ***  85  63  82  60 *** ***  57  39 *** ***  31  14
