# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3438] GREENFIELD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia3438
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  33   4  54   4  52   5  48   4  45   9  34  11  33  11  35  12  37  10  40  10  37   3  41   3
  2  30   3  51   4  41   3  45   5  37   9  37   9  29   9  31  11  41  10  43   5  35   4  36   3
  3  36   3  37   5  36   2  43   7  42   6  38  10  33   8  33  13  37  10  41   7  36   4  37   6
  4  36   3  36   4  43   5  46   8  46   6  34  10  30  11  33  13  39  10  46   4  34   5  33   5
  5  40   4  38   3  39   6  52   4  37  10  36  10  32  10  32   9  35  12  40   7  36   3  36   5
  6  35   3  34   6  41   5  43   6  39   7  35  10  34  13  33  10  35  12  37   5  38   2  35   4
  7  35   6  32   3  40   2  57   6  40   4  33  10  36  13  36   7  34  12  39   6  39   7  38   2
  8  36   5  38   4  42   3  48   4  40   9  38   7  33  11  31   8  37   9  40   6  35   4  33   4
  9  32   5  36   3  42   7  42   6  35   7  34  11  34   9  35  10  37   9  38   5  34   7  34   4
 10  40   4  34   3  41   2  44   4  36   1  41  11  36   7  38  13  39  12  39   9  39   2  34   4
 11  43   3  46   4  42   2  40   3  43  10  35  10  37   7  33  10  35   7  47   7  37   5  34   6
 12  37   3  39   3  39   5  47   6  39   6  36   8  30  11  32   7  47   8  37   7  41   4  34   3
 13  33   4  44   3  38   4  44   6  38   7  32  11  34  14  30   8  42  10  45   5  35   4  33   5
 14  37   3  37   3  50   4  42   5  39   9  31  12  34  11  37  15  34   9  41   6  37   8  45   3
 15  38   5  59   5  38   9  44   4  35  13  31   7  35   7  34   6  35   7  41   9  40   5  41   3
 16  39   5  41   6  45   4  45   8  45   8  31  13  33  11  34  14  37   7  40   4  36   5  44   3
 17  39   6  40   4  35   3  44   6  36   9  35  12  34  13  31   6  44   7  37   4  35   5  34   3
 18  55   3  50   5  43   3  46   8  45   9  32  12  29  10  33  10  39  11  46   5  36   3  47   4
 19  39   3  40   3  39   3  45   6  44   9  35  14  31  11  33  12  41   8  39   5  38   5  35   3
 20  40   3  37   4  38   5  41   6  34  14  38   9  31  13  35  14  45   7  43   2  39   4  36   4
 21  40   4  43   5  41   6  40   8  40   5  34  10  32   6  31  12  38   9  41   5  41   4  41   4
 22  39   5  40   3  45   2  35   6  32   6  34  10  31   9  33  15  39  10  39   5  42   3  34   4
 23  42   2  37   5  51   6  40   7  34   8  41   8  32  11  30  11  39   8  38   3  37   4  32   3
 24  39   4  48   3  43   6  41   8  37  13  32  13  32  12  35   8  35   8  39   3  34   4  48   2
 25  39   5  37   3  43   4  40   6  36   5  33  13  30  12  38   9  37   7  42   6  39   4  35   3
 26  39   6  41   4  43   6  42   8  32   8  35   5  38  11  35   6  39   7  41   6  42   5  35   6
 27  34   5  32   3  51   3  38   6  33   4  32   8  35   8  35  11  36   7  38   5  41   1  35   5
 28  51   3  42   5  41   5  37   6  34   6  39  13  35  10  36  13  40   5  42   7  43   2  44   4
 29  43   4  41  10  42   3  38   6  34  10  32  10  35  13  35  12  43   5  42   4  39   2  44   3
 30  35   5  **  **  42   4  46   7  31  13  31  11  33  13  36  11  46   9  39   5  41   4  35   2
 31  41   4  **  **  43   6  **  **  33   9  **  **  36  14  36  10  **  **  40   4  **  **  34   3
