# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4502] KNOXVILLE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia4502 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     76     30     21     16    293    169    145    123
 1952    110     57     48     40    436    283    251    222
 1953    193    100     80     63    286    154    127    105
 1954    116     39     26     19    522    345    304    266
 1955    181    105     90     75    569    368    325    286
 1956    153     73     61     49    368    240    214    189
 1957    147     65     50     40    400    241    209    183
 1958     81     28     19     11    399    236    202    170
 1959    145     72     59     48    374    218    189    162
 1960     34     13      8      5    437    273    239    207
 1961    134     60     47     37    290    161    138    117
 1962    103     52     43     35    382    235    205    179
 1963    219    132    117    102    451    283    246    211
 1964    144     71     59     47    411    256    222    192
 1965     17      6      4      3    352    212    183    155
 1966    237    137    114     92    309    181    158    135
 1967    252    158    137    120    441    268    231    198
 1968    322    197    172    149    450    280    244    212
 1969     83     46     39     32    437    270    236    203
 1970     81     31     23     17    446    294    261    229
 1971    130     67     55     45    448    296    265    234
 1972    177    100     87     75    393    236    205    176
 1973    234    101     75     54    363    212    183    155
 1974    213    120    101     86    465    299    261    226
 1975     91     47     37     27    343    201    171    145
 1976    193    107     88     73    491    317    279    243
 1977    263    145    123    105    590    407    367    331
 1978    123     70     58     48    376    224    194    167
 1979    117     60     49     40    305    171    145    122
 1980    125     56     44     32    419    266    234    206
 1981    259    141    120    100    588    396    355    318
 1982    158     70     54     42    354    221    193    167
 1983    185    100     82     66    259    139    119    102
 1984     49      8      4      2    316    170    141    116
 1985    225    112     92     75    550    366    326    288
 1986    293    178    155    136    533    353    315    280
 1987    273    148    125    106    553    369    334    302
 1988    215    126    107     90    389    241    210    181
 1989    189    112     98     84    441    282    247    216
 1990    227    123    103     86    389    239    207    178
 1991    244    137    118    102    433    257    222    192
 1992    231    117     98     81    323    185    159    138
 1993     83     33     26     19    306    168    141    118
 1994    203    111     95     80    408    260    229    201
 1995    227    136    116     98    287    163    138    114
 1996    127     53     42     33    358    222    193    166
 1997    209    108     89     74    304    173    147    122
 1998    125     73     65     57    345    193    165    139
 1999    153     75     60     47    354    201    172    145
 2000    255    150    130    112    384    236    208    182
 2001     49     16     11      6    488    321    286    252
 2002    137     70     56     43    370    228    199    173
 2003    190    109     94     82    444    287    256    227
 2004    223    117     96     76    441    276    240    206
 2005    155     81     67     55    475    299    258    221
     ****************************  ****************************
 MEAN  166.9   88.2   73.4   60.7  406.1  251.7  219.9  190.8
 STDV   70.2   44.9   39.8   35.1   81.9   64.8   60.2   55.8

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    731    507    453    402    808    572    515    458
 1952    664    446    398    351   1030    790    731    672
 1953    698    476    427    382   1023    783    724    665
 1954    570    368    325    284   1004    765    706    649
 1955    775    532    476    427    846    610    554    501
 1956    769    547    497    451   1013    775    717    660
 1957    647    427    380    338    888    650    593    537
 1958    752    529    480    433    824    585    527    472
 1959    765    533    479    427    967    727    667    608
 1960    659    444    394    346    854    616    557    500
 1961    612    401    353    312    904    665    608    553
 1962    864    620    562    507    866    630    574    518
 1963    664    437    384    336    995    755    695    637
 1964    854    614    558    505    916    678    620    564
 1965    811    585    532    480    886    647    588    531
 1966    577    388    349    316    854    618    561    508
 1967    570    387    347    308    910    670    612    554
 1968    603    396    353    313    971    733    674    617
 1969    733    510    460    413    824    593    539    486
 1970    821    591    538    488    951    711    651    592
 1971    604    402    357    314   1061    821    761    701
 1972    727    499    448    399    886    650    594    540
 1973    650    426    372    326    970    730    670    610
 1974    657    437    390    343    846    606    549    492
 1975    779    543    491    444    936    696    636    577
 1976    637    429    381    339    932    692    632    574
 1977    902    661    601    543    970    731    672    615
 1978    672    460    412    366    952    713    654    596
 1979    711    493    444    396    928    689    630    572
 1980    756    530    477    426    954    714    654    594
 1981    649    437    390    346    986    746    686    626
 1982    792    547    491    435    836    598    540    483
 1983    608    388    344    301    975    737    679    621
 1984    604    403    363    324   1004    764    704    644
 1985    794    548    489    434    878    638    580    522
 1986    761    519    462    411   1038    798    738    678
 1987    872    628    571    518    989    750    691    632
 1988    837    593    534    480   1000    761    702    644
 1989    664    453    403    356    859    623    566    512
 1990    558    346    300    255    949    710    652    594
 1991    829    599    543    489   1022    782    722    662
 1992    689    468    421    377    889    651    592    533
 1993    683    444    388    337    880    641    584    528
 1994    714    487    437    391    948    708    648    588
 1995    586    354    307    264    923    683    623    563
 1996    585    362    314    269    921    682    623    564
 1997    540    337    296    258    952    712    652    592
 1998    787    541    482    426    837    603    549    496
 1999    661    425    373    326    887    648    590    534
 2000    730    507    457    408    870    630    573    517
 2001    668    431    379    332    855    621    564    511
 2002    561    369    328    289    976    736    676    618
 2003    617    377    329    290    861    621    561    502
 2004    710    486    433    383    851    611    552    494
 2005    606    392    346    302    986    746    686    626
     ****************************  ****************************
 MEAN  697.1  473.8  423.6  376.7  926.2  687.5  629.1  571.6
 STDV   92.8   82.0   77.8   73.5   65.3   64.3   63.3   62.0

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1036    788    726    664    983    735    674    613
 1952   1075    827    765    703    952    704    642    583
 1953   1089    841    779    718   1066    818    756    694
 1954   1154    906    844    782   1037    789    727    665
 1955   1173    925    863    801   1097    849    787    726
 1956   1043    795    733    671   1018    771    712    654
 1957   1122    874    812    750   1005    757    695    634
 1958    975    727    665    603    992    746    686    628
 1959   1014    766    705    644   1087    839    777    715
 1960   1009    761    699    638   1023    775    713    651
 1961   1023    775    713    651   1016    768    706    646
 1962   1034    786    724    664   1018    770    708    647
 1963   1101    853    791    729    991    743    681    619
 1964   1097    849    787    725    939    696    636    577
 1965   1035    787    725    663    949    702    642    583
 1966   1074    826    765    704    898    652    592    535
 1967    986    738    679    620    943    697    637    579
 1968   1071    823    761    701   1033    785    723    662
 1969   1120    872    810    748   1070    822    760    698
 1970   1083    835    773    711   1046    798    736    674
 1971    994    747    687    627   1002    754    693    632
 1972   1038    791    730    671   1022    774    712    652
 1973   1081    833    771    709   1075    827    765    703
 1974   1116    868    806    744    924    676    614    555
 1975   1056    808    747    687   1034    786    724    662
 1976   1081    833    772    711    981    733    671    610
 1977   1136    888    826    764    958    711    650    589
 1978   1070    822    760    698   1034    786    725    664
 1979   1048    800    738    676   1036    788    726    664
 1980   1157    909    847    785   1111    863    801    739
