# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7708] SIOUX-CITY-WSO-AP
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.65   0.20   76(75)   16(16)    6( 6)    3( 3)    0( 0)    0      101
  2 3/8-->3/14       1.45   0.20   72(75)   16(17)    4( 4)    4( 4)    0( 0)    0       96
  3 3/15-->3/21      1.66   0.20   75(75)   11(11)   13(13)    1( 1)    0( 0)    0      100
  4 3/22-->3/28      1.66   0.29   70(69)   13(13)    7( 7)   11(11)    0( 0)    0      101
  5 3/29-->4/4       1.38   0.23   77(72)   13(12)   15(14)    2( 2)    0( 0)    0      107
  6 4/5-->4/11       1.52   0.24   77(68)   20(18)   10( 9)    6( 5)    0( 0)    0      113
  7 4/12-->4/18      2.00   0.22   93(73)   19(15)   13(10)    3( 2)    0( 0)    0      128
  8 4/19-->4/25      1.95   0.27   84(68)   14(11)   20(16)    5( 4)    0( 0)    0      123
  9 4/26-->5/2       2.19   0.31   78(61)   22(17)   18(14)    9( 7)    1( 1)    0      128
 10 5/3-->5/9        1.86   0.29   80(63)   20(16)   21(17)    6( 5)    0( 0)    0      127
 11 5/10-->5/16      1.91   0.34   78(58)   24(18)   24(18)    8( 6)    0( 0)    0      134
 12 5/17-->5/23      2.10   0.35   71(55)   24(18)   26(20)    8( 6)    1( 1)    0      130
 13 5/24-->5/30      2.16   0.33  102(63)   24(15)   23(14)   13( 8)    1( 1)    0      163
 14 5/31-->6/6       2.59   0.30   74(60)   24(20)   19(15)    5( 4)    1( 1)    0      123
 15 6/7-->6/13       3.86   0.40   78(57)   26(19)   13(10)   17(13)    2( 1)    0      136
 16 6/14-->6/20      3.57   0.39   81(57)   26(18)   24(17)   10( 7)    2( 1)    0      143
 17 6/21-->6/27      2.37   0.35   81(60)   19(14)   21(16)   10( 7)    3( 2)    0      134
 18 6/28-->7/4       2.26   0.32   73(65)   16(14)   13(12)    9( 8)    1( 1)    0      112
 19 7/5-->7/11       2.95   0.42   71(55)   24(19)   19(15)   10( 8)    5( 4)    0      129
 20 7/12-->7/18      5.50   0.42   67(65)   13(13)   13(13)    5( 5)    5( 5)    0      103
 21 7/19-->7/25      2.13   0.33   67(62)   14(13)   19(18)    7( 6)    1( 1)    0      108
 22 7/26-->8/1       2.68   0.34   58(58)   21(21)   14(14)    5( 5)    2( 2)    0      100
 23 8/2-->8/8        2.05   0.32   72(63)   21(18)   11(10)    8( 7)    2( 2)    0      114
 24 8/9-->8/15       2.62   0.30   69(64)   17(16)   13(12)    7( 7)    1( 1)    0      107
 25 8/16-->8/22      4.28   0.36   67(60)   24(22)   12(11)    5( 5)    3( 3)    0      111
 26 8/23-->8/29      3.16   0.35   61(62)   14(14)   17(17)    2( 2)    4( 4)    0       98
 27 8/30-->9/5       2.85   0.33   72(66)   19(17)    9( 8)    5( 5)    4( 4)    0      109
 28 9/6-->9/12       2.83   0.34   59(61)   15(15)   18(19)    4( 4)    1( 1)    0       97
 29 9/13-->9/19      2.87   0.34   59(56)   23(22)   15(14)    7( 7)    1( 1)    0      105
 30 9/20-->9/26      2.02   0.28   69(66)   20(19)    8( 8)    6( 6)    1( 1)    0      104
 31 9/27-->10/3      2.94   0.34   49(63)   11(14)   11(14)    6( 8)    1( 1)    0       78
 32 10/4-->10/10     2.34   0.30   57(64)   15(17)   11(12)    4( 4)    2( 2)    0       89
 33 10/11-->10/17    2.32   0.30   44(64)    7(10)   16(23)    1( 1)    1( 1)    0       69
 34 10/18-->10/24    1.35   0.19   48(74)   14(22)    2( 3)    1( 2)    0( 0)    0       65
 35 10/25-->10/31    4.42   0.29   52(73)    7(10)    9(13)    2( 3)    1( 1)    0       71
 36 11/1-->11/7      1.30   0.19   48(74)   10(15)    5( 8)    2( 3)    0( 0)    0       65
 37 11/8-->11/14     1.70   0.22   47(77)    4( 7)    7(11)    3( 5)    0( 0)    0       61
 38 11/15-->11/21    1.46   0.24   52(68)   12(16)    9(12)    3( 4)    0( 0)    0       76
 39 11/22-->11/28    1.74   0.15   70(82)   10(12)    2( 2)    3( 4)    0( 0)    0       85
 40 11/29-->12/5     1.69   0.11   75(89)    5( 6)    2( 2)    2( 2)    0( 0)    0       84
 41 12/6-->12/12     0.94   0.12   60(88)    5( 7)    3( 4)    0( 0)    0( 0)    0       68
 42 12/13-->12/19    0.55   0.12   61(84)   11(15)    1( 1)    0( 0)    0( 0)    0       73
 43 12/20-->12/26    0.84   0.09   68(92)    4( 5)    2( 3)    0( 0)    0( 0)    0       74
 44 12/27-->1/2      1.00   0.13   68(85)    7( 9)    5( 6)    0( 0)    0( 0)    0       80
 45 1/3-->1/9        0.58   0.08   63(95)    2( 3)    1( 2)    0( 0)    0( 0)    0       66
 46 1/10-->1/16      0.88   0.09   72(92)    4( 5)    2( 3)    0( 0)    0( 0)    0       78
 47 1/17-->1/23      1.09   0.11   75(91)    2( 2)    4( 5)    1( 1)    0( 0)    0       82
 48 1/24-->1/30      0.80   0.08   79(93)    5( 6)    1( 1)    0( 0)    0( 0)    0       85
 49 1/31-->2/6       0.43   0.09   66(90)    7(10)    0( 0)    0( 0)    0( 0)    0       73
 50 2/7-->2/13       1.03   0.11   76(85)   10(11)    2( 2)    1( 1)    0( 0)    0       89
 51 2/14-->2/20      2.15   0.20   65(74)   14(16)    6( 7)    2( 2)    1( 1)    0       88
 52 2/21-->2/27      0.79   0.10   77(92)    2( 2)    5( 6)    0( 0)    0( 0)    0       84
 53 2/28-->2/29      1.05   0.18   10(91)    0( 0)    0( 0)    1( 9)    0( 0)    0       11
ANNUAL TOTALS        5.50   0.27 3593(69)  740(14)  564(10)  233( 4)   48( 0)    0     5178
