# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5992] NEWTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia5992
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  51 -16  56 -15  76 -18  78  20  87  31  90  43 100  51 100  52  98  44  89  30  78  20  65   4
  2  50 -12  62 -26  72  -1  87  18  89  29  95  41  98  50  99  52  96  46  93  22  77   9  64  -5
  3  54 -10  58 -26  75   3  83  11  87  31  95  41  98  49 100  49  97  36  89  25  74  10  64  -5
  4  51 -15  53 -19  70 -10  82  13  89  31  94  42  99  48  98  47  97  35  93  30  74   5  64  -2
  5  59 -21  59 -16  68 -15  84  19  90  33 100  45  98  44  94  48  96  37  95  30  69  12  69   4
  6  55 -16  58 -15  69  -4  87   9  88  30  98  43 101  46  96  50  97  42  94  24  70  12  67  -7
  7  48 -18  63 -12  74  -4  80  18  90  32  96  44  99  47  99  44  96  41  90  25  76  -3  54 -12
  8  58 -16  57 -15  77  -4  78  18  90  33  98  45  98  54  97  45  94  41  85  20  76  -1  54  -2
  9  64 -18  63 -21  72   0  85  17  90  32  95  47  99  54  94  44  98  44  83  25  79  13  55 -13
 10  56 -31  60 -12  70   1  82  22  88  28  94  45 100  52  96  47  93  35  89  26  76  11  58  -6
 11  53 -15  64 -18  79   0  85  18  90  34  94  42  99  54  95  48  92  40  85  24  75   3  62 -11
 12  57 -28  68 -13  78  -6  83  19  93  33  97  47 100  49  97  48  96  38  87  28  71   6  63 -11
 13  60 -14  63  -6  73  -7  79  22  92  32  99  44 102  48  99  48  92  36  89  27  69   2  57 -13
 14  55 -20  66 -10  72  -3  80  25  91  32 101  50 101  47 101  51  91  35  86  28  80  -1  53 -15
 15  54 -20  60  -9  75   4  88  21  88  32  96  48 100  54 103  47  96  40  87  25  72   2  55 -13
 16  56 -20  63 -21  76   4  88  23  89  34  94  46  99  50 103  50  93  33  85  23  73   2  55 -15
 17  56 -19  62 -20  75   7  85  25  89  37  94  44  99  50 105  49  93  35  84  24  73  -4  54 -10
 18  58 -19  64 -12  75   5  91  21  91  40  95  49  99  53  99  47  93  35  83  23  73   8  61 -17
 19  50 -20  61  -9  77   5  85  24  89  40  98  48  99  56  99  49  90  35  82  13  74  12  59 -19
 20  50 -22  59  -2  76   5  89  26  92  39 101  47  98  51  98  47  89  34  84  22  62  12  55 -15
 21  55 -24  65 -10  72   0  92  23  89  40 102  45 100  52  99  48  87  34  85  23  72   0  56 -19
 22  55 -12  63  -2  83  13  96  27  90  32 100  45  99  53  96  52  87  29  81  13  69   8  56 -20
 23  57 -23  63  -5  80   5  90  25  90  33  93  47  98  54  97  46  82  33  84  17  67   5  58 -22
 24  61 -12  64  -7  82  -1  87  26  93  39 102  45  95  57  95  49  88  32  80  24  64   5  52 -21
 25  61 -11  65 -10  79   9  86  30  96  35  98  48  96  53  97  47  89  33  80  20  66   0  53 -16
 26  59 -11  64 -12  85   2  87  32  94  36  95  50 103  50  99  48  92  30  82  20  69  -5  53 -12
 27  63 -15  62 -11  80   7  87  32  91  39  97  48 103  50 100  48  91  33  80  19  63   7  54 -10
 28  61 -15  59 -15  82  10  89  31  92  38  98  50 101  51  97  44  99  33  77  19  67  -2  68 -12
 29  54 -23  64  -7  90   6  91  25  90  38  98  50 102  49  95  47  89  30  77  19  60  -2  65  -6
 30  56 -13 *** ***  82   7  89  30  90  41  99  49 104  46  97  41  90  27  77  22  70  -4  61 -10
 31  67 -19 *** ***  82  13 *** ***  90  37 *** *** 105  47  97  44 *** ***  84  20 *** ***  62 -15
