# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2110] DECORAH-2-N
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia2110
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.84  1.50  3.47  6.36  2.11  7.90  5.76  8.52  1.94  4.53  1.29  0.78 45.00
 1952  2.02  0.53  2.31  2.03  5.12  3.15  5.96  3.08  0.42  0.03  1.62  1.08 27.35
 1953  0.69  1.46  1.88  5.33  2.10  5.64  9.97  6.15  0.89  0.69  1.37  1.12 37.29
 1954  0.59  0.45  0.98  3.88  4.84  6.02  2.92  3.45  3.14  3.05  0.28  0.62 30.22
 1955  0.20  0.47  0.81  3.15  4.52  2.96  3.11  1.29  2.41  1.64  0.60  0.61 21.77
 1956  0.53  0.56  3.53  2.52  3.83  2.48  7.88  2.26  2.24  1.51  1.78  0.41 29.53
 1957  0.22  0.19  1.26  1.80  6.74  3.91  5.58  4.93  2.18  1.10  3.06  0.67 31.64
 1958  0.30  0.03  0.25  1.88  1.24  2.97  3.94  2.30  3.28  0.34  2.64  0.13 19.30
 1959  0.51  1.82  2.79  0.68  6.12  5.66  2.54  5.85  5.51  1.49  2.55  1.40 36.92
 1960  0.67  0.60  1.17  4.45  5.25  6.15  3.47  5.47  4.35  2.61  1.08  0.56 35.83
 1961  0.11  1.38  4.01  1.36  2.17  1.78  4.78  4.63  5.69  3.93  2.64  1.07 33.55
 1962  0.08  1.72  1.82  2.63  4.27  4.51  7.42  6.15  3.65  2.37  0.10  0.26 34.98
 1963  0.39  0.69  1.42  3.24  2.54  1.51  5.48  2.99  2.01  1.04  1.16  0.50 22.97
 1964  0.20  0.16  1.43  4.06  4.78  6.11  1.22  2.85  3.79  0.30  1.09  1.04 27.03
 1965  0.51  1.21  2.50  5.60  4.34  3.32  2.71  3.66 11.10  1.20  1.88  1.94 39.97
 1966  0.93  1.63  3.11  0.96  2.75  4.26  3.24  1.24  0.94  1.71  0.36  1.07 22.20
 1967  1.97  0.82  2.43  1.76  2.24  5.49  1.62  1.95  1.10  2.61  0.47  1.21 23.67
 1968  0.72  0.22  1.11  6.83  5.70  7.43  6.60  2.87  3.27  3.60  0.64  2.14 41.13
 1969  2.37  0.05  0.78  2.91  3.14  9.55  5.86  0.33  3.12  3.30  0.36  1.52 33.29
 1970  0.31  0.33  1.65  1.79  4.23  4.84  8.80  1.57  6.46  3.86  2.08  1.18 37.10
 1971  1.46  2.62  1.42  2.67  4.44  5.75  1.94  0.94  2.01  0.95  3.35  1.52 29.07
 1972  0.48  0.58  2.03  1.66  3.30  2.26  7.17  5.60 11.21  3.55  0.64  1.63 40.11
 1973  1.13  0.87  2.97  8.45  7.07  1.76  2.23  3.83  4.32  2.93  1.71  2.34 39.61
 1974  0.34  1.14  1.71  3.45  4.93  6.41  3.36  4.16  1.69  2.53  1.40  2.07 33.19
 1975  0.82  1.36  2.02  4.31  3.43  3.94  2.74  4.93  0.72  0.32  4.58  1.41 30.58
 1976  0.14  1.11  3.38  6.99  3.95  2.97  1.68  2.38  1.76  1.07  0.00  0.25 25.68
 1977  0.51  1.00  3.23  3.47  2.70  2.90  5.42  3.67  4.99  2.45  1.81  0.99 33.14
 1978  1.05  0.54  0.31  4.43  4.07  4.45  7.47  1.68  4.54  1.79  2.36  0.60 33.29
 1979  1.20  0.48  2.26  2.46  4.52  4.32  3.78  5.63  0.30  2.91  1.67  0.54 30.07
 1980  1.34  0.48  0.69  0.99  3.32  2.58  4.06 10.12  5.02  1.74  0.51  0.59 31.44
 1981  0.11  1.71  0.45  5.18  2.26  5.30  4.65  6.69  0.00  1.73  1.14  1.11 30.33
 1982  1.50  0.09  1.61  2.14  7.10  2.56  2.27  5.55  2.05  3.78  3.96  2.27 34.88
