# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6800] PRIMGHAR
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE HEAT STRESS VARIABLES FOR STATION #  ia6800
             # OF DAYS MAXT >86              ACCUMULATED (MAXT - 86 )
 YEAR   MAY  JUNE  JULY   AUG  SEPT TOTAL      MAY  JUNE  JULY   AUG  SEPT TOTAL
 1951     0     0     7     3     0    10        0     0    15     8     0    23
 1952     3    16    15     6     6    46        9    75    50    11    13   158
 1953     2    13    16    11     4    46        4    81    62    47    19   213
 1954     0     9    19     2     0    30        0    39   108    11     0   158
 1955     1     3    23    23     9    59        2    13   159   189    56   419
 1956     3    20    12    12     7    54        5   164    47    69    32   317
 1957     0     5    21     7     1    34        0    12   114    36     1   163
 1958     2     5     5    23     5    40        3    25    17   157    17   219
 1959     3    13    12    21     6    55       14    61    66    97    24   262
 1960     0     3    15    13     8    39        0     5    68    47    37   157
 1961     0    10    11    15     3    39        0    44    35    50     8   137
 1962     0     4     8     6     0    18        0     7    35    16     0    58
 1963     2    15    18    10     3    48        2    68    74    28     8   180
 1964     6    11    22    11     4    54       30    47   150    62    15   304
 1965     4     6    16    12     0    38        9    15    85    78     0   187
 1966     3     9    21     9     2    44        4    38   135    33     3   213
 1967     4     1    15    10     2    32       35     6    70    29     4   144
 1968     1    12    11    12     0    36        2    66    55   108     0   231
 1969     4     2    12    13     0    31       18    13    68    38     0   137
 1970     7    14    23    14    11    69       25    71   107    80    54   337
 1971     0    15    11    16     4    46        0    81    32    73    32   218
 1972     6    11    10    14     3    44       14    46    31    71    10   172
 1973     2    13    13    15     0    43       12    61    52    46     0   171
 1974     1    10    26     3     2    42        3    56   167     9     2   237
 1975     5     5    24    11     5    50       25    22   140    40    12   239
 1976     0     9    19    23     9    60        0    36   104   140    43   323
 1977     7     9    19     4     3    42       16    69   126     7     6   224
 1978     2    13    19    10    11    55        8    56    90    42    49   245
 1979     2    11    12     7     6    38        9    49    53    32     8   151
 1980     5    13    25    12     4    59       10    57   159    53    20   299
 1981     0    11    12     7     5    35        0    44    66    13    17   140
 1982     0     5    15     6     0    26        0    11    66    27     0   104
 1983     1     7    21    24     6    59        3    23   112   156    30   324
 1984     0     4    12    17     5    38        0     7    37    89    24   157
 1985     2     9    13     3     5    32        3    47    53     8    12   123
 1986     1    11    17     6     0    35        1    45    65    18     0   129
 1987    10    18    21     8     2    59       60   115    98    36     2   311
 1988     8    22    16    18     4    68       25   145    95   150    10   425
 1989     3     6    16     6     1    32       19    22    99    20     5   165
 1990     2    12     9     8    10    41        6    54    49    20    28   157
 1991     3    11    12     8     2    36        3    42    49    25     3   122
 1992     2     1     0     3     0     6        8     1     0     4     0    13
 1993     0     2     4     7     0    13        0     2     5    10     0    17
 1994     5     7     1     1     3    17       11    21     1     1     6    40
 1995     0     8     9     9     0    26        0    26    53    39     0   118
 1996     3     9     1     1     0    14       12    25     3     1     0    41
 1997     0     5     9     4     1    19        0    18    24     6     1    49
 1998     3     3     7     3     9    25        7     6    20    10    28    71
 1999     0     3    13     2     2    20        0     5    48     5     3    61
 2000     0     6     5     8     7    26        0    24    25    28    18    95
 2001     3     9     6     6     0    24       14    25    12    24     0    75
 2002     2    10    20     3     4    39        7    34    90    12    12   155
 2003     0     2     7    10     1    20        0     2    20    48     2    72
 2004     1     2     5     0     2    10        1     6     8     0     2    17
 2005     0    12    15     0     0    27        0    49    55     0     0   104
 **************************************************************************************
MEANS   2.3   8.6  13.6   9.4   3.4  37.2      8.0  39.7  65.9  44.7  12.3 170.6
