# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4502] KNOXVILLE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia4502
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1335   1068   1079    566    110     46      1      6    131    356    923   1296
 1952   1250    902    939    410    168      0      0     10     75    482    748   1137
 1953   1209    907    775    556    156      6      0      0     53    196    606   1022
 1954   1299    704    928    304    249     39      0      0     36    361    638   1041
 1955   1287   1134    837    203     75     43      0      1     50    321    946   1252
 1956   1314   1096    859    478    111     13      0     18     84    138    778   1089
 1957   1478    929    860    442    166     18      0      1    116    419    827    982
 1958   1227   1314    918    405    105     29      1     29     79    312    642   1256
 1959   1462   1108    827    422    113      8      8      0    130    505   1033    989
 1960   1371   1339   1321    393    163     20      0      0     71    320    681   1162
 1961   1277    934    800    551    204     18      0      3    138    276    748   1323
 1962   1522   1129   1017    466     41     32      4      0    120    315    714   1181
 1963   1651   1214    700    334    162      3      0     10     48     78    617   1500
 1964   1083   1026    902    393     59     19      0     23    113    389    620   1254
 1965   1383   1157   1247    448     83      6      0     24    138    314    712    916
 1966   1568   1103    763    542    254     32      0     22    147    392    769   1248
 1967   1254   1131    724    373    277     14     15     14     93    396    819   1085
 1968   1314   1176    601    352    211     17      2      5     63    318    831   1249
 1969   1438   1032   1055    336    139     51      0      0     45    434    723   1223
 1970   1569    994    954    390     96     11      2      0     95    353    779   1112
 1971   1497   1151    897    379    217      0     11      3     89    174    710   1060
 1972   1385   1219    814    428    142     22      8      7     86    434    876   1351
 1973   1278    973    590    451    160      0      0      0     62    182    698   1282
 1974   1324    986    755    340    173     29      0     10    177    345    783   1127
 1975   1255   1150   1070    508     84     11      5      0    187    279    606   1068
 1976   1288    806    750    302    180      4      2      0    102    540    960   1328
 1977   1687    985    626    236     22      3      0      6     46    419    805   1300
 1978   1638   1374    982    401    188     10      0      3     39    373    762   1252
 1979   1759   1399    904    528    137     10      2      8     35    304    780   1000
 1980   1271   1230    907    408    118      7      0      0     59    415    685   1119
 1981   1157    936    677    213    176      0      9      1     54    368    608   1170
 1982   1612   1103    869    499     55     22      0      4    102    308    762    987
 1983   1155    878    776    572    185     12      0      0     87    348    690   1646
 1984   1355    822   1037    481    205      0      0      2    131    275    677   1031
 1985   1458   1164    665    279     46     11      0      1    131    315    950   1517
 1986   1146   1148    632    282     87      0      0     16     32    309    841   1079
 1987   1136    751    607    269     50      8      0     30     64    484    630   1053
 1988   1354   1261    776    411     42      7      1     12     50    542    741   1114
 1989    984   1379    859    418    176     46      0      6    144    336    859   1518
 1990    981    925    713    466    225     23      5      0     88    372    598   1286
 1991   1499    879    689    352    113      0      0      3    136    395    999   1053
 1992   1068    877    693    490    159     13      1     35    129    372    896   1172
 1993   1344   1222    967    509    127     47      0      4    183    430    827   1121
 1994   1581   1195    745    411    127     18      0     13     78    301    674   1047
 1995   1382   1021    765    526    199     12      4      0    139    364    947   1195
 1996   1423   1141    981    482    240     27      0      0    149    346    964   1285
 1997   1466   1034    752    548    264      2      6      3     60    429    884   1119
 1998   1209    790    997    428     75     71      0      0     29    327    667   1036
 1999   1429    835    865    422    155     32      0      5    154    395    541   1120
 2000   1272    891    658    419    113     29      3      0    102    257    923   1656
 2001   1333   1266   1062    334    165     64      0      2    125    424    441    985
 2002   1071    934    976    486    255      6      0      7     50    515    864   1028
 2003   1358   1192    878    394    171     30      0      0    145    332    823   1056
 2004   1400   1165    694    381    154     27      5     34     27    357    660   1114
 2005   1358    884    863    317    210      0      2      0      0      0      0      0
 MEAN   1349   1061    847    413    148     19      2      7     94    353    765   1178
