# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4142] IOWA-FALLS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    1    0    0    0
 Sep 12    3    0    0    0
 Sep 14    3    0    0    0
 Sep 16    5    0    0    0
 Sep 18    5    0    0    0
 Sep 20   14    0    0    0
 Sep 22   24    3    1    0
 Sep 24   25    3    1    0
 Sep 26   27    3    1    0
 Sep 28   37    9    5    0
 Sep 30   44   12    7    0
 Oct 02   53   20   11    1
 Oct 04   64   27   16    1
 Oct 06   74   37   22    1
 Oct 08   77   37   24    5
 Oct 10   85   44   29   11
 Oct 12   87   50   37   14
 Oct 14   92   55   37   14
 Oct 16   94   64   44   14
 Oct 18   94   74   51   16
 Oct 20   94   75   57   22
 Oct 22   96   79   62   24
 Oct 24   96   83   68   31
 Oct 26   96   85   72   38
 Oct 28   98   90   74   40
 Oct 30  100   94   79   48
 Nov 01  100   94   85   57
 Nov 03  100  100   92   66
 Nov 05  100  100   94   72
 Nov 07  100  100   96   79
 Nov 09  100  100   96   81
 Nov 11  100  100   98   85
 Nov 13  100  100   98   88
 Nov 15  100  100  100   94
 Nov 17  100  100  100   96
 Nov 19  100  100  100   98
 Nov 21  100  100  100   98
 Nov 23  100  100  100  100
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
