# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7664] SIBLEY-5-NNE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia7664 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951      0      0      0      0    168     78     65     53
 1952     29     15     12      9    320    204    183    163
 1953    120     48     37     28    179     84     69     57
 1954     28      4      2      1    384    252    225    199
 1955     95     45     35     25    469    318    285    255
 1956     52     20     16     12    246    148    126    104
 1957     69     18     12      8    301    197    175    155
 1958     59     14      7      3    317    193    163    137
 1959    100     42     32     25    352    228    203    179
 1960     17      3      1      0    331    201    176    155
 1961     90     38     29     22    203    101     82     66
 1962     11      3      1      0    302    187    164    143
 1963    163    104     92     81    406    255    221    191
 1964     60     17     11      5    340    212    186    162
 1965      5      1      0      0    274    158    134    115
 1966    215    119     97     79    213    110     93     78
 1967    199    129    114    100    352    218    188    160
 1968    302    196    174    153    401    255    225    195
 1969      5      0      0      0    334    204    179    154
 1970      8      0      0      0    325    210    185    163
 1971     90     45     37     29    358    231    202    176
 1972     87     33     24     16    279    157    132    109
 1973    145     60     44     31    314    192    165    140
 1974    131     49     37     27    374    234    205    176
 1975     37     15     12      9    173     67     50     36
 1976    144     85     71     61    435    283    249    217
 1977    145     63     48     36    437    300    269    242
 1978    105     61     53     45    205     98     76     57
 1979      3      0      0      0    233    124    104     85
 1980     58     19     13      8    364    227    198    174
 1981    194     98     80     62    462    305    273    242
 1982     43      8      4      0    250    159    139    120
 1983     61     22     16     11    152     81     68     56
 1984      7      0      0      0    186     88     71     57
 1985    137     65     51     39    362    233    208    186
 1986    102     57     50     43    290    166    142    120
 1987    107     56     45     37    417    277    248    220
 1988    124     53     43     34    259    150    127    106
 1989     88     47     39     33    323    199    171    147
 1990    115     48     37     28    330    205    180    156
 1991    113     57     47     38    307    181    155    131
 1992    101     42     31     21    159     86     73     60
 1993     19      7      5      3    170     87     72     58
 1994     90     34     25     19    294    191    167    145
 1995     92     42     33     24    153     75     59     45
 1996     51     22     17     14    197    113     94     77
 1997     62     28     23     18    224    128    107     87
 1998     64     35     30     25    265    159    135    114
 1999    103     42     33     25    249    130    108     90
 2000    214    120    100     83    279    168    148    128
 2001      5      0      0      0    278    161    140    119
 2002     31     10      7      5    287    179    156    137
 2003    144     77     66     56    325    217    195    174
 2004    123     58     48     40    336    219    192    167
 2005     86     40     33     28    384    229    195    165
     ****************************  ****************************
 MEAN   88.1   42.1   34.1   27.3  296.9  180.2  156.4  134.6
 STDV   63.4   39.0   33.9   29.5   83.1   64.5   59.6   54.9

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    590    383    338    295    648    427    379    335
 1952    548    352    311    272    912    678    621    566
 1953    589    398    357    319    892    657    599    545
 1954    465    304    269    237    876    643    588    536
 1955    708    497    452    410    763    540    489    439
 1956    617    427    387    349    940    710    654    598
 1957    525    339    299    263    756    526    475    428
 1958    701    507    464    425    726    505    458    414
 1959    647    444    397    352    925    688    631    577
