# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4142] IOWA-FALLS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
#DAILY MEAN HIGHS AND LOWS FOR STATION NUMBER  ia4142
    JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  26  10  27   8  38  17  51  31  66  42  75  52  83  60  84  59  79  56  72  44  53  34  35  19
  2  27  10  26   7  38  19  52  31  68  42  75  51  84  60  83  61  80  56  71  44  52  32  36  21
  3  26   9  26   7  37  19  53  31  67  43  76  51  83  60  83  61  79  56  69  44  51  31  38  20
  4  25   7  28   8  38  19  52  30  69  45  78  53  83  62  82  60  79  55  67  42  49  29  36  18
  5  25   6  28   9  37  19  53  31  69  46  79  55  83  60  82  59  79  53  66  42  49  28  36  19
  6  24   6  27   9  38  18  56  31  68  43  79  56  84  60  82  61  78  54  65  41  49  29  32  15
  7  23   4  28   9  36  16  56  33  68  44  79  57  85  61  83  60  80  54  65  41  49  27  32  16
  8  23   4  28  10  38  18  53  33  69  46  79  56  85  62  82  61  79  54  65  42  49  28  30  15
  9  24   5  29  10  39  19  54  31  69  46  79  56  83  61  82  59  77  54  64  40  47  28  31  13
 10  23   4  30  12  39  20  55  32  70  45  80  57  84  60  83  58  77  51  64  39  48  27  31  13
 11  25   6  30  11  41  23  57  34  70  46  79  58  84  61  81  57  77  51  65  40  47  28  31  13
 12  26   8  30  11  40  23  55  35  71  46  81  58  84  62  82  57  77  50  65  40  46  27  30  12
 13  27   9  31  12  40  23  56  34  70  46  82  57  84  62  82  59  75  50  65  41  47  28  29  12
 14  27  10  32  13  42  23  58  36  71  47  81  58  84  62  82  59  73  50  66  41  46  27  30  13
 15  25   6  31  13  40  22  61  36  73  47  79  58  84  61  81  58  72  49  65  40  47  27  29  12
 16  25   4  32  12  42  23  61  37  73  48  80  56  85  61  82  59  72  48  64  39  46  26  30  12
 17  25   7  32  13  43  24  61  37  74  49  80  57  85  62  83  59  73  49  63  39  47  27  29  12
 18  26   8  34  17  43  25  62  38  74  51  81  59  86  64  82  59  75  51  60  37  45  27  29  11
 19  26   7  33  16  42  26  63  40  74  50  82  59  84  64  81  59  74  50  60  35  44  25  29  12
 20  24   6  34  15  43  25  62  41  76  49  81  59  84  63  81  58  72  48  61  36  43  25  27  11
 21  25   7  35  16  43  24  62  39  75  49  81  58  84  62  81  58  70  47  62  37  42  23  27   9
 22  27   9  34  15  47  24  62  38  74  51  81  58  84  63  81  58  69  45  62  38  43  23  28  12
 23  27   7  35  17  47  26  62  39  73  51  82  58  83  61  80  58  67  43  59  37  40  22  28  12
 24  26   7  35  16  46  25  64  39  73  50  83  59  84  61  80  57  69  44  59  36  41  21  29  10
 25  25   7  36  16  46  27  66  40  73  50  84  59  85  61  81  57  71  44  58  35  40  23  26   9
 26  24   5  37  17  46  26  67  42  72  51  84  60  84  61  81  59  72  44  59  35  39  22  28   9
 27  24   5  37  20  50  27  66  43  73  51  83  60  83  61  82  59  70  45  59  35  36  20  28  12
 28  25   6  36  18  51  30  64  40  73  52  85  60  84  61  82  58  70  44  56  34  33  16  30  12
 29  26   7  40  17  47  30  66  41  74  53  84  62  84  59  82  58  71  45  57  33  35  18  29  11
 30  26   5 *** ***  51  29  65  42  75  53  84  60  83  60  82  59  71  44  57  36  35  18  27   9
 31  27   5 *** ***  52  31 *** ***  77  53 *** ***  83  60  80  57 *** ***  55  35 *** ***  26  10
